sex,age,method,n_reps,n_unlab_clusters,coverage,coverage_cluster_se,coverage_cluster_sd,bias,abs_bias,rmse,se_mean,width,emp_sd,theta0_mean,theta_hat_mean,sigma2_Y_mean,sigma2_Y_minus_f_mean,sigma2_f_mean,lambda_factor_mean,h_factor_mean,k_target_mean,R_MB_mean,R_GH_mean,bias_score_mean,bias_budget_mean,gh_gamma_eff_mean,edge_score_mean,pc_ratio_mean,fallback_rate,tuning_seconds_mean_per_unlab_draw,estimation_seconds_mean,amortized_procedure_seconds_mean,nw_corr_mean,nw_relative_difference_mean,negative_weight_fraction_mean,M_lambda_over_eigmax_mean,width_ratio_vs_GH_P1_c22,rmse_ratio_vs_GH_P1_c22,width_ratio_vs_GH_P1_c15,rmse_ratio_vs_GH_P1_c15
1,79,LO_GH_P1_c22w,1000,50,0.937,0.0086673207497814,0.0612872127688932,0.1631109469738772,0.1631109469738772,0.7062917782779002,0.6621169574545479,2.595498473221828,0.687543170027086,6.62381966116426,6.786930608138138,32.50289819509625,,,,,4566.52,31.970358740850564,19.36731825213671,19.36731825213671,22.0,0.3821157885682916,0.8312030370237108,16.50743654815769,,7.565524282101542,0.0022965258806943,0.3805727399857715,0.9869103343813994,0.2438788595428495,0.0,0.7269841643722055,1.1354422271393143,1.1346133140121624,,
1,79,PPI_global,1000,50,0.137,0.0106722986832112,0.0754645476974696,-1.361421166612929,1.361421166612929,1.4243217435620918,0.40940679998972,1.6048746559597025,0.4188081141985762,6.62381966116426,5.262398494551332,,,,,,,,,,,,,,,0.0,8.259591925889254e-05,8.259591925889254e-05,,,,,0.702078029497105,2.2880832870840915,,
1,80,GH_P1_c22,1000,50,0.939,0.008486483851588,0.0600085027988806,0.1788150322561842,0.1788150322561842,0.6339219624955985,0.5864421597217789,2.298853266109373,0.6084837641751466,6.599831460900203,6.778646493156388,32.823618981557594,25.60414180436509,4.230386129989087,316.227766016838,1.3999999999999997,4581.3,33.697461925097585,19.567300188358164,19.567300188358164,22.0,0.3821157885682916,0.839284229946235,15.92871965359846,0.0,7.565679870340973,0.0023684265464544,0.3806524200635031,0.9872039847414312,0.245135846784461,0.0,0.7217317219700765,1.0,1.0,,
1,80,LO_GH_P1_c22w,1000,50,0.94,0.0078246079643595,0.0553283335172488,0.1816938611219083,0.1816938611219083,0.7162096786480182,0.6667467869230981,2.6136474047385443,0.6931263006757128,6.599831460900203,6.781525322022112,32.81140032481266,,,,,4581.3,33.697461925097585,19.567300188358164,19.567300188358164,22.0,0.3821157885682916,0.839284229946235,15.92871965359846,,7.565679870340973,0.0022982486533001,0.3805822421703487,0.9872039847414312,0.245135846784461,0.0,0.7217317219700765,1.136935289985661,1.1298073280636511,,
1,80,PPI_global,1000,50,0.174,0.0113605116297548,0.0803309481114831,-1.3334100069403805,1.3334100069403805,1.3988723711058266,0.4122001825438382,1.6158247155718457,0.4231320180974629,6.599831460900203,5.266421453959825,,,,,,,,,,,,,,,0.0,8.290220238268376e-05,8.290220238268376e-05,,,,,0.7028829283682385,2.2066949149368518,,
1,81,GH_P1_c22,1000,50,0.951,0.0073526338471187,0.0519909725287938,0.1917350606170651,0.1917350606170651,0.642076835319959,0.5821344872828961,2.281967190148953,0.613087436822721,6.576680952449951,6.768416013067017,32.226198193616824,25.070360159865025,4.188974433697066,316.227766016838,1.3999999999999997,4594.74,35.38267566895022,19.761017982664665,19.761017982664665,22.0,0.3821157885682916,0.8465658700805613,15.360653060363566,0.0,7.577035422846674,0.0023805135525763,0.38123228469491,0.987438177843126,0.2461879799652909,0.0,0.7170056202513863,1.0,1.0,,
1,81,LO_GH_P1_c22w,1000,50,0.955,0.0053927388823362,0.0381324223286832,0.189037981341445,0.189037981341445,0.7085823526812073,0.6605230712557318,2.589250439322468,0.683242572264156,6.576680952449951,6.765718933791397,32.21713240786832,,,,,4594.74,35.38267566895022,19.761017982664665,19.761017982664665,22.0,0.3821157885682916,0.8465658700805613,15.360653060363566,,7.577035422846674,0.0023089924976229,0.3811607636399566,0.987438177843126,0.2461879799652909,0.0,0.7170056202513863,1.1346571723292207,1.1035787521101077,,
1,81,PPI_global,1000,50,0.184,0.0102459549011663,0.0724498419034626,-1.305040736875979,1.305040736875979,1.371742989743746,0.4105215468493136,1.6092444636493095,0.4227602526687527,6.576680952449951,5.2716402155739726,,,,,,,,,,,,,,,0.0,8.378289639949798e-05,8.378289639949798e-05,,,,,0.7052005263687722,2.136415634836258,,
1,82,GH_P1_c22,1000,50,0.945,0.0053927388823362,0.0381324223286832,0.2097128774102343,0.2097128774102343,0.6384905170584929,0.5776600925685609,2.2644275628687587,0.6033694590597602,6.554323155487665,6.764036032897897,31.525495444310977,24.4136801528933,4.1427479116668025,316.227766016838,1.3999999999999997,4605.1,36.935487018995005,19.94456042437817,19.94456042437817,22.0,0.3821157885682916,0.8526833062220447,14.74915843391018,0.0,7.603127748668194,0.002371558795683,0.3825279462290927,0.987660102238606,0.2470536324665819,0.0,0.7132173624993499,1.0,1.0,,
1,82,LO_GH_P1_c22w,1000,50,0.947,0.0057870368858654,0.0409205302497214,0.2179195280884258,0.2179195280884258,0.7016232400121601,0.6560994067181714,2.571909674335232,0.6672566835068522,6.554323155487665,6.7722426835760885,31.514268065744517,,,,,4605.1,36.935487018995005,19.94456042437817,19.94456042437817,22.0,0.3821157885682916,0.8526833062220447,14.74915843391018,,7.603127748668194,0.0023013767981901,0.3824577642315999,0.987660102238606,0.2470536324665819,0.0,0.7132173624993499,1.1357880095210156,1.098878090225236,,
