setting,method,n_x0,n_reps,coverage_mean,coverage_min_x0,coverage_max_x0,bias_mean,abs_bias_mean,rmse_mean,rmse_max_x0,se_mean,emp_sd_mean,emp_sd_over_se_mean,width_mean,omega_mean,omega_clipped_rate,omega_sd_mean,omega_min_mean,omega_max_mean,sigma2_Y_mean,sigma2_Y_minus_f_mean,sigma2_f_mean,tuning_seconds_mean_per_unlab_draw,estimation_seconds_mean,amortized_procedure_seconds_mean
base_q0.9_s1,PPCI,125,125000,0.943256,0.897,0.964,0.04545739715304357,0.04687574523461045,0.32469502727352706,0.3663698256402699,0.31048329236676875,0.31998054494788986,1.0305886107710496,1.2170945060777336,1.0,,,,,24.289739167357077,20.96975899098924,7.268520002965498,16.99784669326127,0.001879366198971819,0.8517717008620352
