setting,replicate,b,h,estimate,error,analytic_uniform_bias,note
b=2,439,2.0,0.3,0.19009755013936636,0.19009755013936636,0.12,Uniform NW fixed-bandwidth sanity check
b=0,440,0.0,0.3,0.4307167945279031,0.4307167945279031,0.12,Uniform NW fixed-bandwidth sanity check
b=2,440,2.0,0.3,0.42264422750211633,0.42264422750211633,0.12,Uniform NW fixed-bandwidth sanity check
b=0,441,0.0,0.3,-0.012496801817415262,-0.012496801817415262,0.12,Uniform NW fixed-bandwidth sanity check
b=2,441,2.0,0.3,-0.008143699101000237,-0.008143699101000237,0.12,Uniform NW fixed-bandwidth sanity check
b=0,442,0.0,0.3,-0.022695251033518302,-0.022695251033518302,0.12,Uniform NW fixed-bandwidth sanity check
b=2,442,2.0,0.3,-0.020835015609329526,-0.020835015609329526,0.12,Uniform NW fixed-bandwidth sanity check
b=0,443,0.0,0.3,0.29296605442926354,0.29296605442926354,0.12,Uniform NW fixed-bandwidth sanity check
b=2,443,2.0,0.3,0.2944172241383889,0.2944172241383889,0.12,Uniform NW fixed-bandwidth sanity check
b=0,444,0.0,0.3,0.03950555052980874,0.03950555052980874,0.12,Uniform NW fixed-bandwidth sanity check
b=2,444,2.0,0.3,0.037938420568345496,0.037938420568345496,0.12,Uniform NW fixed-bandwidth sanity check
b=0,445,0.0,0.3,0.18827063479711822,0.18827063479711822,0.12,Uniform NW fixed-bandwidth sanity check
b=2,445,2.0,0.3,0.20183386439968715,0.20183386439968715,0.12,Uniform NW fixed-bandwidth sanity check
b=0,446,0.0,0.3,0.341696534064929,0.341696534064929,0.12,Uniform NW fixed-bandwidth sanity check
b=2,446,2.0,0.3,0.338107817860904,0.338107817860904,0.12,Uniform NW fixed-bandwidth sanity check
b=0,447,0.0,0.3,0.3343988443694123,0.3343988443694123,0.12,Uniform NW fixed-bandwidth sanity check
b=2,447,2.0,0.3,0.34128234529501206,0.34128234529501206,0.12,Uniform NW fixed-bandwidth sanity check
b=0,448,0.0,0.3,0.13272340658819326,0.13272340658819326,0.12,Uniform NW fixed-bandwidth sanity check
b=2,448,2.0,0.3,0.1442453341515052,0.1442453341515052,0.12,Uniform NW fixed-bandwidth sanity check
b=0,449,0.0,0.3,0.11418734094022982,0.11418734094022982,0.12,Uniform NW fixed-bandwidth sanity check
b=2,449,2.0,0.3,0.10319016355255634,0.10319016355255634,0.12,Uniform NW fixed-bandwidth sanity check
b=0,450,0.0,0.3,0.3009460158725014,0.3009460158725014,0.12,Uniform NW fixed-bandwidth sanity check
b=2,450,2.0,0.3,0.2972466383995366,0.2972466383995366,0.12,Uniform NW fixed-bandwidth sanity check
b=0,451,0.0,0.3,-0.14310928333228454,-0.14310928333228454,0.12,Uniform NW fixed-bandwidth sanity check
b=2,451,2.0,0.3,-0.14299084580150206,-0.14299084580150206,0.12,Uniform NW fixed-bandwidth sanity check
b=0,452,0.0,0.3,0.1527141118107603,0.1527141118107603,0.12,Uniform NW fixed-bandwidth sanity check
b=2,452,2.0,0.3,0.1595579963174255,0.1595579963174255,0.12,Uniform NW fixed-bandwidth sanity check
b=0,453,0.0,0.3,0.14913126168008303,0.14913126168008303,0.12,Uniform NW fixed-bandwidth sanity check
b=2,453,2.0,0.3,0.15095627410996768,0.15095627410996768,0.12,Uniform NW fixed-bandwidth sanity check
b=0,454,0.0,0.3,0.26172554304785234,0.26172554304785234,0.12,Uniform NW fixed-bandwidth sanity check
b=2,454,2.0,0.3,0.265074928951897,0.265074928951897,0.12,Uniform NW fixed-bandwidth sanity check
b=0,455,0.0,0.3,0.0034752409245772343,0.0034752409245772343,0.12,Uniform NW fixed-bandwidth sanity check
b=2,455,2.0,0.3,0.010174478228584739,0.010174478228584739,0.12,Uniform NW fixed-bandwidth sanity check
b=0,456,0.0,0.3,-0.13918383303617993,-0.13918383303617993,0.12,Uniform NW fixed-bandwidth sanity check
b=2,456,2.0,0.3,-0.13286282593041657,-0.13286282593041657,0.12,Uniform NW fixed-bandwidth sanity check
b=0,457,0.0,0.3,0.2457377944753241,0.2457377944753241,0.12,Uniform NW fixed-bandwidth sanity check
b=2,457,2.0,0.3,0.2406649241469707,0.2406649241469707,0.12,Uniform NW fixed-bandwidth sanity check
b=0,458,0.0,0.3,0.17743020090775066,0.17743020090775066,0.12,Uniform NW fixed-bandwidth sanity check
b=2,458,2.0,0.3,0.1942188111713785,0.1942188111713785,0.12,Uniform NW fixed-bandwidth sanity check
b=0,459,0.0,0.3,-0.0019076737899171425,-0.0019076737899171425,0.12,Uniform NW fixed-bandwidth sanity check
b=2,459,2.0,0.3,-0.0029102380780476403,-0.0029102380780476403,0.12,Uniform NW fixed-bandwidth sanity check
b=0,460,0.0,0.3,0.1548388892696114,0.1548388892696114,0.12,Uniform NW fixed-bandwidth sanity check
b=2,460,2.0,0.3,0.1448095251058019,0.1448095251058019,0.12,Uniform NW fixed-bandwidth sanity check
b=0,461,0.0,0.3,0.19088918567322322,0.19088918567322322,0.12,Uniform NW fixed-bandwidth sanity check
b=2,461,2.0,0.3,0.17609600331144024,0.17609600331144024,0.12,Uniform NW fixed-bandwidth sanity check
b=0,462,0.0,0.3,0.24753205297147335,0.24753205297147335,0.12,Uniform NW fixed-bandwidth sanity check
b=2,462,2.0,0.3,0.24685522568234997,0.24685522568234997,0.12,Uniform NW fixed-bandwidth sanity check
b=0,463,0.0,0.3,-0.0016136411250181303,-0.0016136411250181303,0.12,Uniform NW fixed-bandwidth sanity check
b=2,463,2.0,0.3,-0.012804975564952473,-0.012804975564952473,0.12,Uniform NW fixed-bandwidth sanity check
b=0,464,0.0,0.3,0.2413427478310365,0.2413427478310365,0.12,Uniform NW fixed-bandwidth sanity check
b=2,464,2.0,0.3,0.2400014538941696,0.2400014538941696,0.12,Uniform NW fixed-bandwidth sanity check
b=0,465,0.0,0.3,-0.08840761551638075,-0.08840761551638075,0.12,Uniform NW fixed-bandwidth sanity check
b=2,465,2.0,0.3,-0.08989252481700186,-0.08989252481700186,0.12,Uniform NW fixed-bandwidth sanity check
b=0,466,0.0,0.3,0.18557559052117772,0.18557559052117772,0.12,Uniform NW fixed-bandwidth sanity check
b=2,466,2.0,0.3,0.18662212210308501,0.18662212210308501,0.12,Uniform NW fixed-bandwidth sanity check
b=0,467,0.0,0.3,-0.11287617058701015,-0.11287617058701015,0.12,Uniform NW fixed-bandwidth sanity check
b=2,467,2.0,0.3,-0.10714438244243402,-0.10714438244243402,0.12,Uniform NW fixed-bandwidth sanity check
b=0,468,0.0,0.3,0.14655726731045648,0.14655726731045648,0.12,Uniform NW fixed-bandwidth sanity check
b=2,468,2.0,0.3,0.1279677309847665,0.1279677309847665,0.12,Uniform NW fixed-bandwidth sanity check
b=0,469,0.0,0.3,0.18698003307472405,0.18698003307472405,0.12,Uniform NW fixed-bandwidth sanity check
b=2,469,2.0,0.3,0.1939230169224061,0.1939230169224061,0.12,Uniform NW fixed-bandwidth sanity check
b=0,470,0.0,0.3,0.32363160854809103,0.32363160854809103,0.12,Uniform NW fixed-bandwidth sanity check
b=2,470,2.0,0.3,0.3078035919160925,0.3078035919160925,0.12,Uniform NW fixed-bandwidth sanity check
b=0,471,0.0,0.3,0.12531397295802368,0.12531397295802368,0.12,Uniform NW fixed-bandwidth sanity check
b=2,471,2.0,0.3,0.13326816299101335,0.13326816299101335,0.12,Uniform NW fixed-bandwidth sanity check
b=0,472,0.0,0.3,0.201513932301737,0.201513932301737,0.12,Uniform NW fixed-bandwidth sanity check
b=2,472,2.0,0.3,0.19765994759973032,0.19765994759973032,0.12,Uniform NW fixed-bandwidth sanity check
b=0,473,0.0,0.3,0.12493336045566499,0.12493336045566499,0.12,Uniform NW fixed-bandwidth sanity check
b=2,473,2.0,0.3,0.12926652025846314,0.12926652025846314,0.12,Uniform NW fixed-bandwidth sanity check
b=0,474,0.0,0.3,-0.07325353605651075,-0.07325353605651075,0.12,Uniform NW fixed-bandwidth sanity check
b=2,474,2.0,0.3,-0.07150150062381927,-0.07150150062381927,0.12,Uniform NW fixed-bandwidth sanity check
b=0,475,0.0,0.3,0.03152097993982805,0.03152097993982805,0.12,Uniform NW fixed-bandwidth sanity check
b=2,475,2.0,0.3,0.03339998159621276,0.03339998159621276,0.12,Uniform NW fixed-bandwidth sanity check
b=0,476,0.0,0.3,0.03200527364671372,0.03200527364671372,0.12,Uniform NW fixed-bandwidth sanity check
b=2,476,2.0,0.3,0.03795997259557336,0.03795997259557336,0.12,Uniform NW fixed-bandwidth sanity check
b=0,477,0.0,0.3,0.20891154980365245,0.20891154980365245,0.12,Uniform NW fixed-bandwidth sanity check
b=2,477,2.0,0.3,0.2148583189031025,0.2148583189031025,0.12,Uniform NW fixed-bandwidth sanity check
b=0,478,0.0,0.3,0.1716297508887368,0.1716297508887368,0.12,Uniform NW fixed-bandwidth sanity check
b=2,478,2.0,0.3,0.18282679525953557,0.18282679525953557,0.12,Uniform NW fixed-bandwidth sanity check
b=0,479,0.0,0.3,0.08555598888358296,0.08555598888358296,0.12,Uniform NW fixed-bandwidth sanity check
b=2,479,2.0,0.3,0.0846035111189567,0.0846035111189567,0.12,Uniform NW fixed-bandwidth sanity check
b=0,480,0.0,0.3,-0.021534139281564453,-0.021534139281564453,0.12,Uniform NW fixed-bandwidth sanity check
b=2,480,2.0,0.3,-0.008610901225817164,-0.008610901225817164,0.12,Uniform NW fixed-bandwidth sanity check
b=0,481,0.0,0.3,0.024845782383882076,0.024845782383882076,0.12,Uniform NW fixed-bandwidth sanity check
b=2,481,2.0,0.3,0.03768847160537107,0.03768847160537107,0.12,Uniform NW fixed-bandwidth sanity check
b=0,482,0.0,0.3,0.07026291316380875,0.07026291316380875,0.12,Uniform NW fixed-bandwidth sanity check
b=2,482,2.0,0.3,0.06712070812862876,0.06712070812862876,0.12,Uniform NW fixed-bandwidth sanity check
b=0,483,0.0,0.3,0.16594631613905056,0.16594631613905056,0.12,Uniform NW fixed-bandwidth sanity check
b=2,483,2.0,0.3,0.16407414861210115,0.16407414861210115,0.12,Uniform NW fixed-bandwidth sanity check
b=0,484,0.0,0.3,0.06465707160233619,0.06465707160233619,0.12,Uniform NW fixed-bandwidth sanity check
b=2,484,2.0,0.3,0.06253133929517268,0.06253133929517268,0.12,Uniform NW fixed-bandwidth sanity check
b=0,485,0.0,0.3,0.19066372496789963,0.19066372496789963,0.12,Uniform NW fixed-bandwidth sanity check
b=2,485,2.0,0.3,0.19024066924200497,0.19024066924200497,0.12,Uniform NW fixed-bandwidth sanity check
b=0,486,0.0,0.3,0.024034982201378584,0.024034982201378584,0.12,Uniform NW fixed-bandwidth sanity check
b=2,486,2.0,0.3,0.016461500571129887,0.016461500571129887,0.12,Uniform NW fixed-bandwidth sanity check
b=0,487,0.0,0.3,0.09993357449212335,0.09993357449212335,0.12,Uniform NW fixed-bandwidth sanity check
b=2,487,2.0,0.3,0.08861964294846225,0.08861964294846225,0.12,Uniform NW fixed-bandwidth sanity check
b=0,488,0.0,0.3,-0.01278684431249898,-0.01278684431249898,0.12,Uniform NW fixed-bandwidth sanity check
b=2,488,2.0,0.3,-0.008072427493626222,-0.008072427493626222,0.12,Uniform NW fixed-bandwidth sanity check
b=0,489,0.0,0.3,0.13624942070302978,0.13624942070302978,0.12,Uniform NW fixed-bandwidth sanity check
b=2,489,2.0,0.3,0.13780619450700818,0.13780619450700818,0.12,Uniform NW fixed-bandwidth sanity check
b=0,490,0.0,0.3,-0.06109787009191903,-0.06109787009191903,0.12,Uniform NW fixed-bandwidth sanity check
b=2,490,2.0,0.3,-0.07051702334160553,-0.07051702334160553,0.12,Uniform NW fixed-bandwidth sanity check
b=0,491,0.0,0.3,-0.12585553795915128,-0.12585553795915128,0.12,Uniform NW fixed-bandwidth sanity check
b=2,491,2.0,0.3,-0.12239033940214011,-0.12239033940214011,0.12,Uniform NW fixed-bandwidth sanity check
b=0,492,0.0,0.3,0.19683338241614629,0.19683338241614629,0.12,Uniform NW fixed-bandwidth sanity check
b=2,492,2.0,0.3,0.19519779295328904,0.19519779295328904,0.12,Uniform NW fixed-bandwidth sanity check
b=0,493,0.0,0.3,0.10057994788153105,0.10057994788153105,0.12,Uniform NW fixed-bandwidth sanity check
b=2,493,2.0,0.3,0.11661587621917362,0.11661587621917362,0.12,Uniform NW fixed-bandwidth sanity check
b=0,494,0.0,0.3,-0.07057218886193277,-0.07057218886193277,0.12,Uniform NW fixed-bandwidth sanity check
b=2,494,2.0,0.3,-0.05337698377279892,-0.05337698377279892,0.12,Uniform NW fixed-bandwidth sanity check
b=0,495,0.0,0.3,0.3120199741265277,0.3120199741265277,0.12,Uniform NW fixed-bandwidth sanity check
b=2,495,2.0,0.3,0.3073219195228419,0.3073219195228419,0.12,Uniform NW fixed-bandwidth sanity check
b=0,496,0.0,0.3,-0.06526024857628099,-0.06526024857628099,0.12,Uniform NW fixed-bandwidth sanity check
b=2,496,2.0,0.3,-0.057906123715996856,-0.057906123715996856,0.12,Uniform NW fixed-bandwidth sanity check
b=0,497,0.0,0.3,0.21117851419033454,0.21117851419033454,0.12,Uniform NW fixed-bandwidth sanity check
b=2,497,2.0,0.3,0.2235054938603578,0.2235054938603578,0.12,Uniform NW fixed-bandwidth sanity check
b=0,498,0.0,0.3,0.26286002718657203,0.26286002718657203,0.12,Uniform NW fixed-bandwidth sanity check
b=2,498,2.0,0.3,0.26376616698770305,0.26376616698770305,0.12,Uniform NW fixed-bandwidth sanity check
b=0,499,0.0,0.3,-0.07149178490793792,-0.07149178490793792,0.12,Uniform NW fixed-bandwidth sanity check
b=2,499,2.0,0.3,-0.0880283746752233,-0.0880283746752233,0.12,Uniform NW fixed-bandwidth sanity check
