setting,replicate,b,h,estimate,error,analytic_uniform_bias,note
b=0,316,0.0,0.3,0.32416897456819793,0.32416897456819793,0.12,Uniform NW fixed-bandwidth sanity check
b=2,316,2.0,0.3,0.31303217966822705,0.31303217966822705,0.12,Uniform NW fixed-bandwidth sanity check
b=0,317,0.0,0.3,0.22580012384351722,0.22580012384351722,0.12,Uniform NW fixed-bandwidth sanity check
b=2,317,2.0,0.3,0.2251342996969083,0.2251342996969083,0.12,Uniform NW fixed-bandwidth sanity check
b=0,318,0.0,0.3,0.15271388503412758,0.15271388503412758,0.12,Uniform NW fixed-bandwidth sanity check
b=2,318,2.0,0.3,0.1513826976440792,0.1513826976440792,0.12,Uniform NW fixed-bandwidth sanity check
b=0,319,0.0,0.3,0.05402545657175874,0.05402545657175874,0.12,Uniform NW fixed-bandwidth sanity check
b=2,319,2.0,0.3,0.03907821249073241,0.03907821249073241,0.12,Uniform NW fixed-bandwidth sanity check
b=0,320,0.0,0.3,0.02967822161360588,0.02967822161360588,0.12,Uniform NW fixed-bandwidth sanity check
b=2,320,2.0,0.3,0.02177916134135327,0.02177916134135327,0.12,Uniform NW fixed-bandwidth sanity check
b=0,321,0.0,0.3,0.4493094486616625,0.4493094486616625,0.12,Uniform NW fixed-bandwidth sanity check
b=2,321,2.0,0.3,0.4361412886929083,0.4361412886929083,0.12,Uniform NW fixed-bandwidth sanity check
b=0,322,0.0,0.3,0.13787314158846523,0.13787314158846523,0.12,Uniform NW fixed-bandwidth sanity check
b=2,322,2.0,0.3,0.13976561896580544,0.13976561896580544,0.12,Uniform NW fixed-bandwidth sanity check
b=0,323,0.0,0.3,0.14580722951800992,0.14580722951800992,0.12,Uniform NW fixed-bandwidth sanity check
b=2,323,2.0,0.3,0.14069575118371044,0.14069575118371044,0.12,Uniform NW fixed-bandwidth sanity check
b=0,324,0.0,0.3,0.24761935209428865,0.24761935209428865,0.12,Uniform NW fixed-bandwidth sanity check
b=2,324,2.0,0.3,0.24147094399140578,0.24147094399140578,0.12,Uniform NW fixed-bandwidth sanity check
b=0,325,0.0,0.3,0.13575407793956623,0.13575407793956623,0.12,Uniform NW fixed-bandwidth sanity check
b=2,325,2.0,0.3,0.1305716920312968,0.1305716920312968,0.12,Uniform NW fixed-bandwidth sanity check
b=0,326,0.0,0.3,0.27230244495226347,0.27230244495226347,0.12,Uniform NW fixed-bandwidth sanity check
b=2,326,2.0,0.3,0.28287051393753787,0.28287051393753787,0.12,Uniform NW fixed-bandwidth sanity check
b=0,327,0.0,0.3,0.3418119845560581,0.3418119845560581,0.12,Uniform NW fixed-bandwidth sanity check
b=2,327,2.0,0.3,0.3454047621036135,0.3454047621036135,0.12,Uniform NW fixed-bandwidth sanity check
b=0,328,0.0,0.3,0.25041764113837894,0.25041764113837894,0.12,Uniform NW fixed-bandwidth sanity check
b=2,328,2.0,0.3,0.23840817804721312,0.23840817804721312,0.12,Uniform NW fixed-bandwidth sanity check
b=0,329,0.0,0.3,0.050416228954859636,0.050416228954859636,0.12,Uniform NW fixed-bandwidth sanity check
b=2,329,2.0,0.3,0.042470579842351544,0.042470579842351544,0.12,Uniform NW fixed-bandwidth sanity check
b=0,330,0.0,0.3,0.10603788692858543,0.10603788692858543,0.12,Uniform NW fixed-bandwidth sanity check
b=2,330,2.0,0.3,0.11103523191451328,0.11103523191451328,0.12,Uniform NW fixed-bandwidth sanity check
b=0,331,0.0,0.3,0.1257803179350544,0.1257803179350544,0.12,Uniform NW fixed-bandwidth sanity check
b=2,331,2.0,0.3,0.13095888719942952,0.13095888719942952,0.12,Uniform NW fixed-bandwidth sanity check
b=0,332,0.0,0.3,0.14969817909780128,0.14969817909780128,0.12,Uniform NW fixed-bandwidth sanity check
b=2,332,2.0,0.3,0.1580211431106028,0.1580211431106028,0.12,Uniform NW fixed-bandwidth sanity check
b=0,333,0.0,0.3,-0.09416108704611915,-0.09416108704611915,0.12,Uniform NW fixed-bandwidth sanity check
b=2,333,2.0,0.3,-0.09535853193423556,-0.09535853193423556,0.12,Uniform NW fixed-bandwidth sanity check
b=0,334,0.0,0.3,0.5278820036747076,0.5278820036747076,0.12,Uniform NW fixed-bandwidth sanity check
b=2,334,2.0,0.3,0.5324078091505777,0.5324078091505777,0.12,Uniform NW fixed-bandwidth sanity check
b=0,335,0.0,0.3,0.1902456752712976,0.1902456752712976,0.12,Uniform NW fixed-bandwidth sanity check
b=2,335,2.0,0.3,0.173960535469842,0.173960535469842,0.12,Uniform NW fixed-bandwidth sanity check
b=0,336,0.0,0.3,0.14740962595422602,0.14740962595422602,0.12,Uniform NW fixed-bandwidth sanity check
b=2,336,2.0,0.3,0.16816734726216664,0.16816734726216664,0.12,Uniform NW fixed-bandwidth sanity check
b=0,337,0.0,0.3,0.22455109726158223,0.22455109726158223,0.12,Uniform NW fixed-bandwidth sanity check
b=2,337,2.0,0.3,0.21332343417021715,0.21332343417021715,0.12,Uniform NW fixed-bandwidth sanity check
b=0,338,0.0,0.3,-0.0068536901004185346,-0.0068536901004185346,0.12,Uniform NW fixed-bandwidth sanity check
b=2,338,2.0,0.3,-0.013293061006399194,-0.013293061006399194,0.12,Uniform NW fixed-bandwidth sanity check
b=0,339,0.0,0.3,-0.018888618544636755,-0.018888618544636755,0.12,Uniform NW fixed-bandwidth sanity check
b=2,339,2.0,0.3,-0.025508515810162804,-0.025508515810162804,0.12,Uniform NW fixed-bandwidth sanity check
b=0,340,0.0,0.3,-0.15919565811584027,-0.15919565811584027,0.12,Uniform NW fixed-bandwidth sanity check
b=2,340,2.0,0.3,-0.1486566711040277,-0.1486566711040277,0.12,Uniform NW fixed-bandwidth sanity check
b=0,341,0.0,0.3,0.09630620120670395,0.09630620120670395,0.12,Uniform NW fixed-bandwidth sanity check
b=2,341,2.0,0.3,0.09652937233008106,0.09652937233008106,0.12,Uniform NW fixed-bandwidth sanity check
b=0,342,0.0,0.3,0.10694214915853893,0.10694214915853893,0.12,Uniform NW fixed-bandwidth sanity check
b=2,342,2.0,0.3,0.1082954729332431,0.1082954729332431,0.12,Uniform NW fixed-bandwidth sanity check
b=0,343,0.0,0.3,-0.042335433633827746,-0.042335433633827746,0.12,Uniform NW fixed-bandwidth sanity check
b=2,343,2.0,0.3,-0.0370875002925347,-0.0370875002925347,0.12,Uniform NW fixed-bandwidth sanity check
b=0,344,0.0,0.3,0.10225171169976248,0.10225171169976248,0.12,Uniform NW fixed-bandwidth sanity check
b=2,344,2.0,0.3,0.10448546557082442,0.10448546557082442,0.12,Uniform NW fixed-bandwidth sanity check
b=0,345,0.0,0.3,0.30211788555900726,0.30211788555900726,0.12,Uniform NW fixed-bandwidth sanity check
b=2,345,2.0,0.3,0.30412752685099836,0.30412752685099836,0.12,Uniform NW fixed-bandwidth sanity check
b=0,346,0.0,0.3,-0.1262170067669575,-0.1262170067669575,0.12,Uniform NW fixed-bandwidth sanity check
b=2,346,2.0,0.3,-0.11507460667202017,-0.11507460667202017,0.12,Uniform NW fixed-bandwidth sanity check
b=0,347,0.0,0.3,0.21321835149625784,0.21321835149625784,0.12,Uniform NW fixed-bandwidth sanity check
b=2,347,2.0,0.3,0.2081562299402886,0.2081562299402886,0.12,Uniform NW fixed-bandwidth sanity check
b=0,348,0.0,0.3,-0.01052578163817857,-0.01052578163817857,0.12,Uniform NW fixed-bandwidth sanity check
b=2,348,2.0,0.3,-0.016005581485220438,-0.016005581485220438,0.12,Uniform NW fixed-bandwidth sanity check
b=0,349,0.0,0.3,0.07309626586205031,0.07309626586205031,0.12,Uniform NW fixed-bandwidth sanity check
b=2,349,2.0,0.3,0.08989723701659269,0.08989723701659269,0.12,Uniform NW fixed-bandwidth sanity check
b=0,350,0.0,0.3,0.19167171351652193,0.19167171351652193,0.12,Uniform NW fixed-bandwidth sanity check
b=2,350,2.0,0.3,0.18570233920617654,0.18570233920617654,0.12,Uniform NW fixed-bandwidth sanity check
b=0,351,0.0,0.3,-0.03927923232137229,-0.03927923232137229,0.12,Uniform NW fixed-bandwidth sanity check
b=2,351,2.0,0.3,-0.03702884262478183,-0.03702884262478183,0.12,Uniform NW fixed-bandwidth sanity check
b=0,352,0.0,0.3,-0.09052829999628934,-0.09052829999628934,0.12,Uniform NW fixed-bandwidth sanity check
b=2,352,2.0,0.3,-0.09871439655971367,-0.09871439655971367,0.12,Uniform NW fixed-bandwidth sanity check
b=0,353,0.0,0.3,-0.04265490946347196,-0.04265490946347196,0.12,Uniform NW fixed-bandwidth sanity check
b=2,353,2.0,0.3,-0.04139675332186395,-0.04139675332186395,0.12,Uniform NW fixed-bandwidth sanity check
b=0,354,0.0,0.3,0.2406448209378699,0.2406448209378699,0.12,Uniform NW fixed-bandwidth sanity check
b=2,354,2.0,0.3,0.2405263484959044,0.2405263484959044,0.12,Uniform NW fixed-bandwidth sanity check
b=0,355,0.0,0.3,0.20566469078246577,0.20566469078246577,0.12,Uniform NW fixed-bandwidth sanity check
b=2,355,2.0,0.3,0.216893972146508,0.216893972146508,0.12,Uniform NW fixed-bandwidth sanity check
b=0,356,0.0,0.3,0.023371430369178655,0.023371430369178655,0.12,Uniform NW fixed-bandwidth sanity check
b=2,356,2.0,0.3,0.014427281208224296,0.014427281208224296,0.12,Uniform NW fixed-bandwidth sanity check
b=0,357,0.0,0.3,0.02719162768873848,0.02719162768873848,0.12,Uniform NW fixed-bandwidth sanity check
b=2,357,2.0,0.3,0.0281685185272029,0.0281685185272029,0.12,Uniform NW fixed-bandwidth sanity check
b=0,358,0.0,0.3,0.2835019699291011,0.2835019699291011,0.12,Uniform NW fixed-bandwidth sanity check
b=2,358,2.0,0.3,0.2954731029074396,0.2954731029074396,0.12,Uniform NW fixed-bandwidth sanity check
b=0,359,0.0,0.3,-0.04515740217050111,-0.04515740217050111,0.12,Uniform NW fixed-bandwidth sanity check
b=2,359,2.0,0.3,-0.03438382763960944,-0.03438382763960944,0.12,Uniform NW fixed-bandwidth sanity check
b=0,360,0.0,0.3,0.1653972189182053,0.1653972189182053,0.12,Uniform NW fixed-bandwidth sanity check
b=2,360,2.0,0.3,0.15845537009306945,0.15845537009306945,0.12,Uniform NW fixed-bandwidth sanity check
b=0,361,0.0,0.3,0.09096059074711182,0.09096059074711182,0.12,Uniform NW fixed-bandwidth sanity check
b=2,361,2.0,0.3,0.08916291688528623,0.08916291688528623,0.12,Uniform NW fixed-bandwidth sanity check
b=0,362,0.0,0.3,-0.08389319998479859,-0.08389319998479859,0.12,Uniform NW fixed-bandwidth sanity check
b=2,362,2.0,0.3,-0.08494421783462516,-0.08494421783462516,0.12,Uniform NW fixed-bandwidth sanity check
b=0,363,0.0,0.3,0.14679895315418007,0.14679895315418007,0.12,Uniform NW fixed-bandwidth sanity check
b=2,363,2.0,0.3,0.138673463876835,0.138673463876835,0.12,Uniform NW fixed-bandwidth sanity check
b=0,364,0.0,0.3,0.19098821192085538,0.19098821192085538,0.12,Uniform NW fixed-bandwidth sanity check
b=2,364,2.0,0.3,0.19891047368144688,0.19891047368144688,0.12,Uniform NW fixed-bandwidth sanity check
b=0,365,0.0,0.3,-0.06732125378101479,-0.06732125378101479,0.12,Uniform NW fixed-bandwidth sanity check
b=2,365,2.0,0.3,-0.05870657206923747,-0.05870657206923747,0.12,Uniform NW fixed-bandwidth sanity check
b=0,366,0.0,0.3,0.11894276501796526,0.11894276501796526,0.12,Uniform NW fixed-bandwidth sanity check
b=2,366,2.0,0.3,0.12470615092250335,0.12470615092250335,0.12,Uniform NW fixed-bandwidth sanity check
b=0,367,0.0,0.3,-0.04735645354475967,-0.04735645354475967,0.12,Uniform NW fixed-bandwidth sanity check
b=2,367,2.0,0.3,-0.04974803869823912,-0.04974803869823912,0.12,Uniform NW fixed-bandwidth sanity check
b=0,368,0.0,0.3,0.21052433196043444,0.21052433196043444,0.12,Uniform NW fixed-bandwidth sanity check
b=2,368,2.0,0.3,0.20486068842012795,0.20486068842012795,0.12,Uniform NW fixed-bandwidth sanity check
b=0,369,0.0,0.3,0.09994078505623888,0.09994078505623888,0.12,Uniform NW fixed-bandwidth sanity check
b=2,369,2.0,0.3,0.09632297490689141,0.09632297490689141,0.12,Uniform NW fixed-bandwidth sanity check
b=0,370,0.0,0.3,0.2078408869187892,0.2078408869187892,0.12,Uniform NW fixed-bandwidth sanity check
b=2,370,2.0,0.3,0.21889042071677794,0.21889042071677794,0.12,Uniform NW fixed-bandwidth sanity check
b=0,371,0.0,0.3,0.059399495579832436,0.059399495579832436,0.12,Uniform NW fixed-bandwidth sanity check
b=2,371,2.0,0.3,0.06229461483432407,0.06229461483432407,0.12,Uniform NW fixed-bandwidth sanity check
b=0,372,0.0,0.3,0.09061298384572253,0.09061298384572253,0.12,Uniform NW fixed-bandwidth sanity check
b=2,372,2.0,0.3,0.09475518925919994,0.09475518925919994,0.12,Uniform NW fixed-bandwidth sanity check
b=0,373,0.0,0.3,0.04105924837255151,0.04105924837255151,0.12,Uniform NW fixed-bandwidth sanity check
b=2,373,2.0,0.3,0.0626805568253773,0.0626805568253773,0.12,Uniform NW fixed-bandwidth sanity check
b=0,374,0.0,0.3,-0.08627519949917799,-0.08627519949917799,0.12,Uniform NW fixed-bandwidth sanity check
b=2,374,2.0,0.3,-0.08514846062013028,-0.08514846062013028,0.12,Uniform NW fixed-bandwidth sanity check
b=0,375,0.0,0.3,0.052955115875780674,0.052955115875780674,0.12,Uniform NW fixed-bandwidth sanity check
b=2,375,2.0,0.3,0.07003249267591184,0.07003249267591184,0.12,Uniform NW fixed-bandwidth sanity check
b=0,376,0.0,0.3,0.34538420375887724,0.34538420375887724,0.12,Uniform NW fixed-bandwidth sanity check
b=2,376,2.0,0.3,0.3499223400645784,0.3499223400645784,0.12,Uniform NW fixed-bandwidth sanity check
b=0,377,0.0,0.3,0.0335312029601311,0.0335312029601311,0.12,Uniform NW fixed-bandwidth sanity check
b=2,377,2.0,0.3,0.03530045701423282,0.03530045701423282,0.12,Uniform NW fixed-bandwidth sanity check
b=0,378,0.0,0.3,-0.07072759582572297,-0.07072759582572297,0.12,Uniform NW fixed-bandwidth sanity check
b=2,378,2.0,0.3,-0.07597034191433388,-0.07597034191433388,0.12,Uniform NW fixed-bandwidth sanity check
b=0,379,0.0,0.3,0.17925894526254185,0.17925894526254185,0.12,Uniform NW fixed-bandwidth sanity check
b=2,379,2.0,0.3,0.1843248152531665,0.1843248152531665,0.12,Uniform NW fixed-bandwidth sanity check
b=0,380,0.0,0.3,-0.1480954126098621,-0.1480954126098621,0.12,Uniform NW fixed-bandwidth sanity check
b=2,380,2.0,0.3,-0.1415208704160062,-0.1415208704160062,0.12,Uniform NW fixed-bandwidth sanity check
b=0,381,0.0,0.3,0.12117566726151506,0.12117566726151506,0.12,Uniform NW fixed-bandwidth sanity check
b=2,381,2.0,0.3,0.1293967722398122,0.1293967722398122,0.12,Uniform NW fixed-bandwidth sanity check
b=0,382,0.0,0.3,0.11655729597175982,0.11655729597175982,0.12,Uniform NW fixed-bandwidth sanity check
b=2,382,2.0,0.3,0.10966306517031407,0.10966306517031407,0.12,Uniform NW fixed-bandwidth sanity check
b=0,383,0.0,0.3,0.07256627519624383,0.07256627519624383,0.12,Uniform NW fixed-bandwidth sanity check
b=2,383,2.0,0.3,0.083807449277522,0.083807449277522,0.12,Uniform NW fixed-bandwidth sanity check
b=0,384,0.0,0.3,-0.014872990167082569,-0.014872990167082569,0.12,Uniform NW fixed-bandwidth sanity check
b=2,384,2.0,0.3,-0.00017540193011201212,-0.00017540193011201212,0.12,Uniform NW fixed-bandwidth sanity check
b=0,385,0.0,0.3,0.0054945154451238,0.0054945154451238,0.12,Uniform NW fixed-bandwidth sanity check
b=2,385,2.0,0.3,0.016251763156536394,0.016251763156536394,0.12,Uniform NW fixed-bandwidth sanity check
b=0,386,0.0,0.3,-0.00880782091824046,-0.00880782091824046,0.12,Uniform NW fixed-bandwidth sanity check
b=2,386,2.0,0.3,-0.010346319356071861,-0.010346319356071861,0.12,Uniform NW fixed-bandwidth sanity check
b=0,387,0.0,0.3,0.09560344100816805,0.09560344100816805,0.12,Uniform NW fixed-bandwidth sanity check
b=2,387,2.0,0.3,0.09383799421581496,0.09383799421581496,0.12,Uniform NW fixed-bandwidth sanity check
b=0,388,0.0,0.3,0.22132919310677263,0.22132919310677263,0.12,Uniform NW fixed-bandwidth sanity check
b=2,388,2.0,0.3,0.22145227480164226,0.22145227480164226,0.12,Uniform NW fixed-bandwidth sanity check
b=0,389,0.0,0.3,0.49932485461248655,0.49932485461248655,0.12,Uniform NW fixed-bandwidth sanity check
b=2,389,2.0,0.3,0.5097957937563511,0.5097957937563511,0.12,Uniform NW fixed-bandwidth sanity check
b=0,390,0.0,0.3,0.30266286391210606,0.30266286391210606,0.12,Uniform NW fixed-bandwidth sanity check
b=2,390,2.0,0.3,0.30656843868260153,0.30656843868260153,0.12,Uniform NW fixed-bandwidth sanity check
b=0,391,0.0,0.3,0.18356190624131133,0.18356190624131133,0.12,Uniform NW fixed-bandwidth sanity check
b=2,391,2.0,0.3,0.18413761062130843,0.18413761062130843,0.12,Uniform NW fixed-bandwidth sanity check
b=0,392,0.0,0.3,0.2020086110401269,0.2020086110401269,0.12,Uniform NW fixed-bandwidth sanity check
b=2,392,2.0,0.3,0.20030816362923234,0.20030816362923234,0.12,Uniform NW fixed-bandwidth sanity check
b=0,393,0.0,0.3,0.2144423395100218,0.2144423395100218,0.12,Uniform NW fixed-bandwidth sanity check
b=2,393,2.0,0.3,0.21460577417621474,0.21460577417621474,0.12,Uniform NW fixed-bandwidth sanity check
b=0,394,0.0,0.3,0.08014654366682844,0.08014654366682844,0.12,Uniform NW fixed-bandwidth sanity check
b=2,394,2.0,0.3,0.07697827946904161,0.07697827946904161,0.12,Uniform NW fixed-bandwidth sanity check
b=0,395,0.0,0.3,0.2120397215095624,0.2120397215095624,0.12,Uniform NW fixed-bandwidth sanity check
b=2,395,2.0,0.3,0.20685117619698026,0.20685117619698026,0.12,Uniform NW fixed-bandwidth sanity check
b=0,396,0.0,0.3,-0.12454512742108541,-0.12454512742108541,0.12,Uniform NW fixed-bandwidth sanity check
b=2,396,2.0,0.3,-0.11917269685566893,-0.11917269685566893,0.12,Uniform NW fixed-bandwidth sanity check
b=0,397,0.0,0.3,0.13851441534627373,0.13851441534627373,0.12,Uniform NW fixed-bandwidth sanity check
b=2,397,2.0,0.3,0.12945002967433697,0.12945002967433697,0.12,Uniform NW fixed-bandwidth sanity check
b=0,398,0.0,0.3,0.09955711217690552,0.09955711217690552,0.12,Uniform NW fixed-bandwidth sanity check
b=2,398,2.0,0.3,0.09367908175438559,0.09367908175438559,0.12,Uniform NW fixed-bandwidth sanity check
b=0,399,0.0,0.3,0.3398107199993022,0.3398107199993022,0.12,Uniform NW fixed-bandwidth sanity check
b=2,399,2.0,0.3,0.3328446574767297,0.3328446574767297,0.12,Uniform NW fixed-bandwidth sanity check
b=0,400,0.0,0.3,0.3006634210884408,0.3006634210884408,0.12,Uniform NW fixed-bandwidth sanity check
b=2,400,2.0,0.3,0.31776060536104694,0.31776060536104694,0.12,Uniform NW fixed-bandwidth sanity check
b=0,401,0.0,0.3,0.2356019109635036,0.2356019109635036,0.12,Uniform NW fixed-bandwidth sanity check
b=2,401,2.0,0.3,0.22994347736031825,0.22994347736031825,0.12,Uniform NW fixed-bandwidth sanity check
b=0,402,0.0,0.3,0.20299270880073822,0.20299270880073822,0.12,Uniform NW fixed-bandwidth sanity check
b=2,402,2.0,0.3,0.18683692852418587,0.18683692852418587,0.12,Uniform NW fixed-bandwidth sanity check
b=0,403,0.0,0.3,0.2417197023029604,0.2417197023029604,0.12,Uniform NW fixed-bandwidth sanity check
b=2,403,2.0,0.3,0.2401548244480678,0.2401548244480678,0.12,Uniform NW fixed-bandwidth sanity check
b=0,404,0.0,0.3,0.25645743357696965,0.25645743357696965,0.12,Uniform NW fixed-bandwidth sanity check
b=2,404,2.0,0.3,0.25458575850866094,0.25458575850866094,0.12,Uniform NW fixed-bandwidth sanity check
b=0,405,0.0,0.3,0.15120214160151804,0.15120214160151804,0.12,Uniform NW fixed-bandwidth sanity check
b=2,405,2.0,0.3,0.13571781023195667,0.13571781023195667,0.12,Uniform NW fixed-bandwidth sanity check
b=0,406,0.0,0.3,0.19273823018296413,0.19273823018296413,0.12,Uniform NW fixed-bandwidth sanity check
b=2,406,2.0,0.3,0.1825569193698065,0.1825569193698065,0.12,Uniform NW fixed-bandwidth sanity check
b=0,407,0.0,0.3,0.10233441261325232,0.10233441261325232,0.12,Uniform NW fixed-bandwidth sanity check
b=2,407,2.0,0.3,0.10864974366524954,0.10864974366524954,0.12,Uniform NW fixed-bandwidth sanity check
b=0,408,0.0,0.3,0.08799252822974263,0.08799252822974263,0.12,Uniform NW fixed-bandwidth sanity check
b=2,408,2.0,0.3,0.08395925929192441,0.08395925929192441,0.12,Uniform NW fixed-bandwidth sanity check
b=0,409,0.0,0.3,0.08148388072283574,0.08148388072283574,0.12,Uniform NW fixed-bandwidth sanity check
b=2,409,2.0,0.3,0.08547359747707006,0.08547359747707006,0.12,Uniform NW fixed-bandwidth sanity check
b=0,410,0.0,0.3,0.09405170166179286,0.09405170166179286,0.12,Uniform NW fixed-bandwidth sanity check
b=2,410,2.0,0.3,0.09607560470187106,0.09607560470187106,0.12,Uniform NW fixed-bandwidth sanity check
b=0,411,0.0,0.3,0.12095213014932506,0.12095213014932506,0.12,Uniform NW fixed-bandwidth sanity check
b=2,411,2.0,0.3,0.12743568055845675,0.12743568055845675,0.12,Uniform NW fixed-bandwidth sanity check
b=0,412,0.0,0.3,0.27064706822006646,0.27064706822006646,0.12,Uniform NW fixed-bandwidth sanity check
b=2,412,2.0,0.3,0.2850319973237933,0.2850319973237933,0.12,Uniform NW fixed-bandwidth sanity check
b=0,413,0.0,0.3,0.027843706715046226,0.027843706715046226,0.12,Uniform NW fixed-bandwidth sanity check
b=2,413,2.0,0.3,0.02659689086519253,0.02659689086519253,0.12,Uniform NW fixed-bandwidth sanity check
b=0,414,0.0,0.3,0.1367851983579788,0.1367851983579788,0.12,Uniform NW fixed-bandwidth sanity check
b=2,414,2.0,0.3,0.13037205515116265,0.13037205515116265,0.12,Uniform NW fixed-bandwidth sanity check
b=0,415,0.0,0.3,0.3069365706916016,0.3069365706916016,0.12,Uniform NW fixed-bandwidth sanity check
b=2,415,2.0,0.3,0.3162488074295907,0.3162488074295907,0.12,Uniform NW fixed-bandwidth sanity check
b=0,416,0.0,0.3,0.029595448077288013,0.029595448077288013,0.12,Uniform NW fixed-bandwidth sanity check
b=2,416,2.0,0.3,0.03487966540838543,0.03487966540838543,0.12,Uniform NW fixed-bandwidth sanity check
b=0,417,0.0,0.3,0.2511669870824205,0.2511669870824205,0.12,Uniform NW fixed-bandwidth sanity check
b=2,417,2.0,0.3,0.262777370883614,0.262777370883614,0.12,Uniform NW fixed-bandwidth sanity check
b=0,418,0.0,0.3,0.11126112577114933,0.11126112577114933,0.12,Uniform NW fixed-bandwidth sanity check
b=2,418,2.0,0.3,0.12438136302324211,0.12438136302324211,0.12,Uniform NW fixed-bandwidth sanity check
b=0,419,0.0,0.3,0.10215624855491877,0.10215624855491877,0.12,Uniform NW fixed-bandwidth sanity check
b=2,419,2.0,0.3,0.09877664062601911,0.09877664062601911,0.12,Uniform NW fixed-bandwidth sanity check
b=0,420,0.0,0.3,0.21904909572195388,0.21904909572195388,0.12,Uniform NW fixed-bandwidth sanity check
b=2,420,2.0,0.3,0.22278705380295105,0.22278705380295105,0.12,Uniform NW fixed-bandwidth sanity check
b=0,421,0.0,0.3,0.28941029414616326,0.28941029414616326,0.12,Uniform NW fixed-bandwidth sanity check
b=2,421,2.0,0.3,0.301223012786564,0.301223012786564,0.12,Uniform NW fixed-bandwidth sanity check
b=0,422,0.0,0.3,-0.05033193187367417,-0.05033193187367417,0.12,Uniform NW fixed-bandwidth sanity check
b=2,422,2.0,0.3,-0.03881492723196484,-0.03881492723196484,0.12,Uniform NW fixed-bandwidth sanity check
b=0,423,0.0,0.3,0.13160212064330476,0.13160212064330476,0.12,Uniform NW fixed-bandwidth sanity check
b=2,423,2.0,0.3,0.123665630025553,0.123665630025553,0.12,Uniform NW fixed-bandwidth sanity check
b=0,424,0.0,0.3,0.15681630399679833,0.15681630399679833,0.12,Uniform NW fixed-bandwidth sanity check
b=2,424,2.0,0.3,0.15080633138384628,0.15080633138384628,0.12,Uniform NW fixed-bandwidth sanity check
b=0,425,0.0,0.3,0.08241734070030435,0.08241734070030435,0.12,Uniform NW fixed-bandwidth sanity check
b=2,425,2.0,0.3,0.09386946800645346,0.09386946800645346,0.12,Uniform NW fixed-bandwidth sanity check
b=0,426,0.0,0.3,0.11480865362860432,0.11480865362860432,0.12,Uniform NW fixed-bandwidth sanity check
b=2,426,2.0,0.3,0.12327123370841167,0.12327123370841167,0.12,Uniform NW fixed-bandwidth sanity check
b=0,427,0.0,0.3,0.008264363917948518,0.008264363917948518,0.12,Uniform NW fixed-bandwidth sanity check
b=2,427,2.0,0.3,-0.003233065345328014,-0.003233065345328014,0.12,Uniform NW fixed-bandwidth sanity check
b=0,428,0.0,0.3,-0.14658144567045905,-0.14658144567045905,0.12,Uniform NW fixed-bandwidth sanity check
b=2,428,2.0,0.3,-0.1560734134979528,-0.1560734134979528,0.12,Uniform NW fixed-bandwidth sanity check
b=0,429,0.0,0.3,-0.06409204867923304,-0.06409204867923304,0.12,Uniform NW fixed-bandwidth sanity check
b=2,429,2.0,0.3,-0.07445198063410881,-0.07445198063410881,0.12,Uniform NW fixed-bandwidth sanity check
b=0,430,0.0,0.3,0.0400843115096996,0.0400843115096996,0.12,Uniform NW fixed-bandwidth sanity check
b=2,430,2.0,0.3,0.05481112793215153,0.05481112793215153,0.12,Uniform NW fixed-bandwidth sanity check
b=0,431,0.0,0.3,-0.022101369274299672,-0.022101369274299672,0.12,Uniform NW fixed-bandwidth sanity check
b=2,431,2.0,0.3,-0.026759306496296393,-0.026759306496296393,0.12,Uniform NW fixed-bandwidth sanity check
b=0,432,0.0,0.3,0.031726300447150156,0.031726300447150156,0.12,Uniform NW fixed-bandwidth sanity check
b=2,432,2.0,0.3,0.02010188369740508,0.02010188369740508,0.12,Uniform NW fixed-bandwidth sanity check
b=0,433,0.0,0.3,-0.024825042188893236,-0.024825042188893236,0.12,Uniform NW fixed-bandwidth sanity check
b=2,433,2.0,0.3,-0.03400430870561945,-0.03400430870561945,0.12,Uniform NW fixed-bandwidth sanity check
b=0,434,0.0,0.3,-0.11150690514198401,-0.11150690514198401,0.12,Uniform NW fixed-bandwidth sanity check
b=2,434,2.0,0.3,-0.1078543935644049,-0.1078543935644049,0.12,Uniform NW fixed-bandwidth sanity check
b=0,435,0.0,0.3,0.3250897825660506,0.3250897825660506,0.12,Uniform NW fixed-bandwidth sanity check
b=2,435,2.0,0.3,0.33599614712128334,0.33599614712128334,0.12,Uniform NW fixed-bandwidth sanity check
b=0,436,0.0,0.3,-0.02039278274324218,-0.02039278274324218,0.12,Uniform NW fixed-bandwidth sanity check
b=2,436,2.0,0.3,-0.014103621157893858,-0.014103621157893858,0.12,Uniform NW fixed-bandwidth sanity check
b=0,437,0.0,0.3,0.24737924013970183,0.24737924013970183,0.12,Uniform NW fixed-bandwidth sanity check
b=2,437,2.0,0.3,0.23918140920906927,0.23918140920906927,0.12,Uniform NW fixed-bandwidth sanity check
b=0,438,0.0,0.3,0.18171796094383705,0.18171796094383705,0.12,Uniform NW fixed-bandwidth sanity check
b=2,438,2.0,0.3,0.1779594122914828,0.1779594122914828,0.12,Uniform NW fixed-bandwidth sanity check
b=0,439,0.0,0.3,0.20186492836623304,0.20186492836623304,0.12,Uniform NW fixed-bandwidth sanity check
