b,h,bias_nw,var_lo_nw,var_ppci_nw,se_ppci_nw,bias_to_se,normal_approx_coverage,gain_nw,var_lo_signed_reference,var_ppci_signed_reference,gain_signed_reference
0.0,0.6486674253185477,0.5610259048925249,0.009649012759918127,0.007785746306088278,0.08823687611247509,6.358179591233354,5.457226241170859e-06,0.1931043620928593,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.6639582085239623,0.5877873368884657,0.009612014328150916,0.007613851244920009,0.08725738504516399,6.736247442943998,8.928232109385696e-07,0.20788182528805055,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.6796094353741612,0.6158253128661149,0.009589277200483037,0.007446451251472827,0.08629282271123612,7.136460409075583,1.1304569161064782e-07,0.22346063255969595,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.6956296024660373,0.6452007251027428,0.009581443744004312,0.0072834816375645295,0.08534331630282789,7.56006156139217,1.0711559099811401e-08,0.2398346395216019,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.7120274066834344,0.675977370491116,0.009589211816252389,0.007124882016124509,0.08440901620161503,8.008355042031424,7.314974892667167e-10,0.2569898180735962,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.7288117499184337,0.7082220890922261,0.009613338575697706,0.006970596405676872,0.08349009765042123,8.482707638666332,3.4516395416395535e-11,0.27490368192186876,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.7459917439039323,0.7420049092971067,0.009654644572864777,0.006820573347153019,0.0825867625419051,8.984550144105821,1.0735082785326218e-12,0.29354485339389536,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.7635767151601384,0.777399199912996,0.009714018142297436,0.006674766033816487,0.08169924132950371,9.515378444919012,2.0876407520038498e-14,0.3128728054611336,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.7815762100576698,0.8144818295041477,0.009792420117041392,0.006533132455142185,0.08082779506544877,10.076754275489472,2.393374338227595e-16,0.3328378095448731,0.02439285714285714,0.011775714285714285,0.5172474377745242
0.0,0.8,0.8533333333333335,0.00989088888888889,0.006395635555555556,0.0799727175701536,10.670305564954361,1.5148022878496973e-18,0.35338111393201377,0.02439285714285714,0.011775714285714285,0.5172474377745242
2.0,0.05,0.003333333333333334,0.10033422222222223,0.1000133688888889,0.3162489033797412,0.01054022100222361,0.9499872737986593,0.003197845423296264,0.030821428571428573,0.012032857142857142,0.6095944380069525
2.0,0.0511786304205044,0.0034923362822914376,0.09803917036928088,0.09771071202169163,0.3125871270888992,0.011172361174355794,0.9499857015254215,0.0033502766940199935,0.030821428571428573,0.012032857142857142,0.6095944380069525
2.0,0.05238504423437157,0.0036589238125827547,0.09579734527863726,0.09546109963036212,0.308967797076592,0.011842411562638423,0.9499839350068884,0.0035099683325997555,0.030821428571428573,0.012032857142857142,0.6095944380069525
2.0,0.05361989636865358,0.0038334577154468656,0.09360753022834487,0.09326331047760564,0.30539042302863006,0.012552645487142479,0.9499819502455481,0.0036772655992476366,0.030821428571428573,0.012032857142857142,0.6095944380069525
2.0,0.05488385718874136,0.004016317039885542,0.09146853675290699,0.09111615146032834,0.30185452035761917,0.013305472567140124,0.9499797202792056,0.003852530116783104,0.030821428571428573,0.012032857142857142,0.6095944380069525
2.0,0.05617761286228675,0.004207898915873288,0.08937920399966463,0.08901845696199874,0.2983596101385017,0.01410344689054908,0.9499772148147145,0.004036140640357955,0.030821428571428573,0.012032857142857142,0.6095944380069525
2.0,0.05750186573170297,0.004408619416835728,0.0873383981002888,0.08696908821993604,0.29490521904492645,0.014949275672751354,0.9499743998164559,0.004228493862787452,0.030821428571428573,0.012032857142857142,0.6095944380069525
2.0,0.058857334695445865,0.004618914463268981,0.08534501155704377,0.0849669327071811,0.2914908792864386,0.015845828434069543,0.9499712370439697,0.004430005257073155,0.030821428571428573,0.012032857142857142,0.6095944380069525
2.0,0.06024475559828313,0.004839240769462488,0.08339796264349682,0.08301090352861533,0.28811612854648616,0.016796146726932366,0.9499676835324548,0.004641109957758349,0.030821428571428573,0.012032857142857142,0.6095944380069525
