A,b,h,method,family,repetitions,coverage,bias,absolute_bias,rmse,empirical_sd,mean_estimated_se,sd_over_mean_se,mean_width,fallback_rate,selected_lambda_mean,negative_weight_fraction,normalized_linear_imbalance,normalized_quadratic_imbalance,effective_sample_size
4.0,0.0,0.6,NW_FIXED_H_LO,NW,500,0.0,0.861660599034048,0.861660599034048,0.8669691484858598,0.09589007410157155,0.09804062943457777,0.9780646519161601,0.3843122054268198,,,0.0,0.004582395667225475,0.21662304150822637,4296.455882295873
4.0,0.0,0.6,NW_FIXED_H_PPCI,NW,500,0.0,0.8637989783780351,0.8637989783780351,0.8674577826917663,0.079668210429786,0.0772377306528921,1.0314675192596805,0.30276634065454777,,,0.0,0.004582395667225475,0.21662304150822637,4296.455882295873
4.0,0.0,0.6,RKHS_LOCALIZATION_FIXED_H_LO,RKHS_LOCALIZATION,500,0.928,-0.011119248698625227,0.13559040895958846,0.1706872164900862,0.1704952358055099,0.17340870376795123,0.9831988366262168,0.6797496279819193,0.0,0.0006610942315475772,0.4181516,0.00021314678862818147,0.00045884203658660917,810.1002330742261
4.0,0.0,0.6,RKHS_LOCALIZATION_FIXED_H_PPCI,RKHS_LOCALIZATION,500,0.942,-0.006962460848995303,0.13271292774374555,0.16763493148024936,0.16765802341954292,0.17285882275931647,0.9699130234907651,0.6775941340365059,0.0,0.0006610942315475772,0.4181516,0.00021314678862818147,0.00045884203658660917,810.1002330742261
4.0,2.0,0.08,NW_FIXED_H_LO,NW,500,0.944,0.024838320882147394,0.14304981921069207,0.18010439519581511,0.1785620895494179,0.17983495733096327,0.9929220225008711,0.7049400790599707,,,0.0,0.001611473152200443,0.007689868297649444,726.672313317538
4.0,2.0,0.08,NW_FIXED_H_PPCI,NW,500,0.956,0.025919062762307776,0.13891967958783388,0.1765128358439705,0.17477435611185255,0.18085475144558197,0.9663796760376574,0.708937598532568,,,0.0,0.001611473152200443,0.007689868297649444,726.672313317538
4.0,2.0,0.08,RKHS_LOCALIZATION_FIXED_H_LO,RKHS_LOCALIZATION,500,0.876,0.051226249347341865,0.3763451737971314,0.8687068315465953,0.8680636494823601,1.1602527918405268,0.7481676886166656,4.548107369938961,0.0,0.0005718263704932404,0.48511800000000005,0.00025198135548964626,4.6548064495090464e-05,156.70020886734233
4.0,2.0,0.08,RKHS_LOCALIZATION_FIXED_H_PPCI,RKHS_LOCALIZATION,500,0.98,0.0022705040496169885,0.29667442044699166,0.38055845756438167,0.38093280778009714,0.37268234449902965,1.0221380577933146,1.4608879457840942,0.0,0.0005718263704932404,0.48511800000000005,0.00025198135548964626,4.6548064495090464e-05,156.70020886734233
4.0,2.0,0.2,NW_FIXED_H_LO,NW,500,0.658,0.18634916830339848,0.19321752365982453,0.22142163052154945,0.1197087561879638,0.12165526755967825,0.9839997773153589,0.47687988589310676,,,0.0,0.0026161968488924016,0.04756331123781401,1816.9184273419298
4.0,2.0,0.2,NW_FIXED_H_PPCI,NW,500,0.646,0.18517336162845924,0.19052129688242497,0.2174806631305092,0.11416976152991423,0.1164004664651148,0.9808359450529426,0.45628144411057475,,,0.0,0.0026161968488924016,0.04756331123781401,1816.9184273419298
4.0,2.0,0.2,RKHS_LOCALIZATION_FIXED_H_LO,RKHS_LOCALIZATION,500,0.92,-0.00433868297390205,0.21482350831921798,0.27772659071337374,0.2779708088279175,0.2657748277459406,1.0458883980300622,1.0418181807587605,0.0,0.0006175207796467599,0.4868292,0.0002460727875845004,0.00012736907767938244,329.95555366860197
4.0,2.0,0.2,RKHS_LOCALIZATION_FIXED_H_PPCI,RKHS_LOCALIZATION,500,0.968,0.0019541689160178705,0.20420698481528995,0.26017097689423546,0.260424192351387,0.2656735299170183,0.9802413979018876,1.0414211005659608,0.0,0.0006175207796467599,0.4868292,0.0002460727875845004,0.00012736907767938244,329.95555366860197
4.0,2.0,0.4,NW_FIXED_H_LO,NW,500,0.0,0.5881942683031047,0.5881942683031047,0.5976604272416229,0.10605651793268704,0.10761729219016573,0.9854969937849698,0.42185203361289697,,,0.0,0.003679130193112084,0.1477053743685404,3415.1933173708044
4.0,2.0,0.4,NW_FIXED_H_PPCI,NW,500,0.0,0.5881659137802516,0.5881659137802516,0.5946567086766273,0.08770886346671083,0.08636941965941988,1.0155083108416472,0.3385619037961774,,,0.0,0.003679130193112084,0.1477053743685404,3415.1933173708044
4.0,2.0,0.4,RKHS_LOCALIZATION_FIXED_H_LO,RKHS_LOCALIZATION,500,0.94,-0.007565811369363197,0.16282747839474473,0.20385671035840647,0.2039202879169277,0.20434866846047992,0.9979036783220584,0.8010320609425134,0.0,0.0006477148615292768,0.4478836,0.00024200740972724405,0.00025883686957196985,581.0579096041389
4.0,2.0,0.4,RKHS_LOCALIZATION_FIXED_H_PPCI,RKHS_LOCALIZATION,500,0.952,-0.004786682329030306,0.15582403549245522,0.19606360571226625,0.1962014658139716,0.20282963361970632,0.9673215018562714,0.795077553784158,0.0,0.0006477148615292768,0.4478836,0.00024200740972724405,0.00025883686957196985,581.0579096041389
4.0,2.0,0.6,NW_FIXED_H_LO,NW,500,0.0,0.8618490237480863,0.8618490237480863,0.8691734933677533,0.1127130440462458,0.11354523312520075,0.9926708585111862,0.44508913508319564,,,0.0,0.004582395667225475,0.21662304150822637,4296.455882295873
4.0,2.0,0.6,NW_FIXED_H_PPCI,NW,500,0.0,0.8642693124003358,0.8642693124003358,0.8679861734011011,0.08032095473833105,0.0780874856940213,1.0286021380309438,0.30609731920713695,,,0.0,0.004582395667225475,0.21662304150822637,4296.455882295873
4.0,2.0,0.6,RKHS_LOCALIZATION_FIXED_H_LO,RKHS_LOCALIZATION,500,0.932,-0.010963473725648895,0.13991260294776958,0.1758117746403115,0.17564533844049046,0.17667388619626292,0.9941782694776415,0.692548907906807,0.0,0.0006610942315475772,0.4181516,0.00021314678862818147,0.00045884203658660917,810.1002330742261
4.0,2.0,0.6,RKHS_LOCALIZATION_FIXED_H_PPCI,RKHS_LOCALIZATION,500,0.942,-0.006923122350585457,0.13274748871372918,0.16767435047029663,0.16769914785393683,0.17298063713349474,0.9694677429388701,0.6780716376088831,0.0,0.0006610942315475772,0.4181516,0.00021314678862818147,0.00045884203658660917,810.1002330742261
8.0,0.0,0.08,NW_FIXED_H_LO,NW,500,0.924,0.05643221140553007,0.14728912476942815,0.1847064712128902,0.17605077043666262,0.17873744314087112,0.9849686072655128,0.7006379024897662,,,0.0,0.001611473152200443,0.007689868297649444,726.672313317538
8.0,0.0,0.08,NW_FIXED_H_PPCI,NW,500,0.95,0.056757377813690606,0.1455263689268744,0.1836502404822572,0.17483462238147063,0.18081481363152738,0.9669264308053683,0.7087810451782315,,,0.0,0.001611473152200443,0.007689868297649444,726.672313317538
8.0,0.0,0.08,RKHS_LOCALIZATION_FIXED_H_LO,RKHS_LOCALIZATION,500,0.876,0.04836525512380777,0.3744111360407895,0.8442805733401244,0.8437382752789396,1.133140883279879,0.7446013886964674,4.441830641276936,0.0,0.0005718263704932404,0.48511800000000005,0.00025198135548964626,4.6548064495090464e-05,156.70020886734233
8.0,0.0,0.08,RKHS_LOCALIZATION_FIXED_H_PPCI,RKHS_LOCALIZATION,500,0.98,0.002469559616558371,0.2966854055957701,0.3805679999206152,0.3809411189555412,0.3726710624999791,1.0221913029685865,1.4608437211604692,0.0,0.0005718263704932404,0.48511800000000005,0.00025198135548964626,4.6548064495090464e-05,156.70020886734233
8.0,0.0,0.2,NW_FIXED_H_LO,NW,500,0.128,0.37831015230359105,0.37831015230359105,0.3965532370493314,0.11901355776633774,0.12221865059143172,0.9737757469127328,0.4790883067965823,,,0.0,0.0026161968488924016,0.04756331123781401,1816.9184273419298
8.0,0.0,0.2,NW_FIXED_H_PPCI,NW,500,0.098,0.37536934137817435,0.37536934137817435,0.3923649188059738,0.11434262343501657,0.11642066332840882,0.9821505922232178,0.45636061435988856,,,0.0,0.0026161968488924016,0.04756331123781401,1816.9184273419298
8.0,0.0,0.2,RKHS_LOCALIZATION_FIXED_H_LO,RKHS_LOCALIZATION,500,0.93,-0.004336557909605043,0.21450588128455705,0.2758459242634554,0.27608806101155997,0.26491698373989003,1.0421682185640402,1.0384554940463353,0.0,0.0006175207796467599,0.4868292,0.0002460727875845004,0.00012736907767938244,329.95555366860197
8.0,0.0,0.2,RKHS_LOCALIZATION_FIXED_H_PPCI,RKHS_LOCALIZATION,500,0.968,0.0024350753734315857,0.20418001157335927,0.2601506460569959,0.2603997794585899,0.265644708057652,0.9802558513684985,1.0413081209533102,0.0,0.0006175207796467599,0.4868292,0.0002460727875845004,0.00012736907767938244,329.95555366860197
8.0,0.0,0.4,NW_FIXED_H_LO,NW,500,0.0,1.1787403123326508,1.1787403123326508,1.1848433769836284,0.12022483972985717,0.1261260428031943,0.9532118590088067,0.49440500281363625,,,0.0,0.003679130193112084,0.1477053743685404,3415.1933173708044
8.0,0.0,0.4,NW_FIXED_H_PPCI,NW,500,0.0,1.178671024215659,1.178671024215659,1.1820082187795988,0.08884724871450368,0.08736732060826566,1.0169391495119058,0.34247360363592955,,,0.0,0.003679130193112084,0.1477053743685404,3415.1933173708044
8.0,0.0,0.4,RKHS_LOCALIZATION_FIXED_H_LO,RKHS_LOCALIZATION,500,0.938,-0.007100652770592712,0.1592251832844599,0.20068148665521846,0.2007566843445022,0.20293850864173255,0.9892488403909475,0.7955043360281325,0.0,0.0006477148615292768,0.4478836,0.00024200740972724405,0.00025883686957196985,581.0579096041389
8.0,0.0,0.4,RKHS_LOCALIZATION_FIXED_H_PPCI,RKHS_LOCALIZATION,500,0.952,-0.003822053931236238,0.15577953930344154,0.19598824717960736,0.19614722124232037,0.202778491480274,0.9672979605009109,0.7948770802813984,0.0,0.0006477148615292768,0.4478836,0.00024200740972724405,0.00025883686957196985,581.0579096041389
8.0,0.0,0.6,NW_FIXED_H_LO,NW,500,0.0,1.7261056501249232,1.7261056501249232,1.731636789163037,0.13843258775444947,0.14514652509299564,0.9537437266634903,0.5689639233268212,,,0.0,0.004582395667225475,0.21662304150822637,4296.455882295873
8.0,0.0,0.6,NW_FIXED_H_PPCI,NW,500,0.0,1.7302911444109403,1.7302911444109403,1.7322794765649525,0.08305743540692813,0.08016914867111093,1.0360274093425417,0.3142572881332291,,,0.0,0.004582395667225475,0.21662304150822637,4296.455882295873
8.0,0.0,0.6,RKHS_LOCALIZATION_FIXED_H_LO,RKHS_LOCALIZATION,500,0.926,-0.011600694317098236,0.1378118230769511,0.17375512925964712,0.17354106672219138,0.1755035709667784,0.9888178671591901,0.6879613565061102,0.0,0.0006610942315475772,0.4181516,0.00021314678862818147,0.00045884203658660917,810.1002330742261
8.0,0.0,0.6,RKHS_LOCALIZATION_FIXED_H_PPCI,RKHS_LOCALIZATION,500,0.942,-0.005127092702648867,0.1326160096965496,0.1675868633596925,0.1676761768759718,0.17293426052712482,0.9695948990377862,0.6778898446524629,0.0,0.0006610942315475772,0.4181516,0.00021314678862818147,0.00045884203658660917,810.1002330742261
8.0,2.0,0.08,NW_FIXED_H_LO,NW,500,0.922,0.05632250208362423,0.149525283851077,0.18722512224134308,0.17873139618234,0.18004486297988803,0.9927047804874346,0.7057628940840587,,,0.0,0.001611473152200443,0.007689868297649444,726.672313317538
8.0,2.0,0.08,NW_FIXED_H_PPCI,NW,500,0.95,0.05667853595290555,0.14538714591601348,0.183549197608049,0.17475391086759934,0.18086245804460271,0.966225455282174,0.7089678078456157,,,0.0,0.001611473152200443,0.007689868297649444,726.672313317538
8.0,2.0,0.08,RKHS_LOCALIZATION_FIXED_H_LO,RKHS_LOCALIZATION,500,0.876,0.05112690759085536,0.37625784591352085,0.8684805482726001,0.8678426145652118,1.1548139752920734,0.75149992391261,4.526787600831982,0.0,0.0005718263704932404,0.48511800000000005,0.00025198135548964626,4.6548064495090464e-05,156.70020886734233
8.0,2.0,0.08,RKHS_LOCALIZATION_FIXED_H_PPCI,RKHS_LOCALIZATION,500,0.98,0.0024561769942019114,0.2966783451321371,0.3805582098749475,0.3809314055959897,0.37268254442276816,1.0221337470634635,1.4608887294707487,0.0,0.0005718263704932404,0.48511800000000005,0.00025198135548964626,4.6548064495090464e-05,156.70020886734233
8.0,2.0,0.2,NW_FIXED_H_LO,NW,500,0.154,0.3783645171103761,0.3783645171103761,0.3979955450491386,0.12357705550824952,0.12654683085037946,0.9765322029625443,0.4960544616488519,,,0.0,0.0026161968488924016,0.04756331123781401,1816.9184273419298
8.0,2.0,0.2,NW_FIXED_H_PPCI,NW,500,0.096,0.3754266065797152,0.3754266065797152,0.39238222409855755,0.11421366987073403,0.11660162852331905,0.9795203662004819,0.4570699848888472,,,0.0,0.0026161968488924016,0.04756331123781401,1816.9184273419298
8.0,2.0,0.2,RKHS_LOCALIZATION_FIXED_H_LO,RKHS_LOCALIZATION,500,0.92,-0.004419641376759273,0.21497152940864317,0.2781069766985271,0.2783503459467462,0.26589746722958624,1.046833385992382,1.0422989187008165,0.0,0.0006175207796467599,0.4868292,0.0002460727875845004,0.00012736907767938244,329.95555366860197
8.0,2.0,0.2,RKHS_LOCALIZATION_FIXED_H_PPCI,RKHS_LOCALIZATION,500,0.968,0.0024636452267354034,0.2042081077810767,0.2601912735024399,0.260440180144858,0.2656766627949804,0.9802900164619902,1.0414333812219083,0.0,0.0006175207796467599,0.4868292,0.0002460727875845004,0.00012736907767938244,329.95555366860197
8.0,2.0,0.4,NW_FIXED_H_LO,NW,500,0.0,1.1791408606676537,1.1791408606676537,1.1861405338941964,0.12879975000736057,0.13445748236914853,0.9579217737674514,0.5270636457909208,,,0.0,0.003679130193112084,0.1477053743685404,3415.1933173708044
