x0_index,method,n_reps,n_unlab_clusters,coverage,coverage_cluster_se,coverage_cluster_sd,bias,abs_bias,rmse,se_mean,width,emp_sd,theta0_mean,theta_hat_mean,lambda_factor_mean,h_factor_mean,R_MB_mean,R_GH_mean,bias_score_mean,bias_budget_mean,fallback_rate,sigma2_Y_mean,sigma2_Y_minus_f_mean,sigma2_f_mean,tuning_seconds_mean_per_unlab_draw,estimation_seconds_mean,amortized_procedure_seconds_mean,nw_corr_mean,nw_relative_difference_mean,negative_weight_fraction_mean,M_lambda_over_eigmax_mean,width_ratio_vs_GH_P1_c300,rmse_ratio_vs_GH_P1_c300,theta0,dataset,reference,method_family,bias_rescored,rmse_rescored
36,PPI_global,1000,50,0.942,0.0083739147941444,0.0592125193601791,0.0162688042951758,0.0162688042951758,0.0412536245489471,0.038621965738185,0.1513981056936852,0.0379292258212867,0.6127330673110177,0.6290018716061938,,,,,,,,,,,0.0,8.08729464188218e-05,8.08729464188218e-05,,,,,0.9629092128444529,1.0577114653602189,0.6131574795891693,blogfeedback,matern52_0.8h0,PPI,0.015844392017024478,0.041088104161909306
37,GH_P1_c300,1000,50,0.948,0.0069927075717259,0.0494459094282193,-0.0028630586901794,0.0028630586901794,0.0346037731423744,0.0355988665323117,0.1395475568066621,0.0345023828894549,0.4670671614320661,0.4642041027418867,4869.675251658629,1.0,1002.6943217513112,285.3252569214936,285.3252569214936,300.0,0.0,0.0024186760932157,0.0010176381866835,0.0013801677154822,21.99344561541453,0.0061011867839843,1.1057734675547108,0.9999784610416688,0.0036913992409256,3.6e-05,22.83473645428849,1.0,1.0,0.4411746042556024,blogfeedback,matern52_0.8h0,PPCI,0.023029498486284328,0.04146784068594929
37,LO_GH_P1_c300w,1000,50,0.934,0.0077512342664288,0.0548095031235739,-0.0029753311151651,0.0029753311151651,0.0532285536799421,0.053795124551748,0.2108768882428522,0.0531719247836563,0.4670671614320661,0.464091830316901,,,1002.6943217513112,285.3252569214936,285.3252569214936,300.0,,0.0024178667999028,,,21.99344561541453,0.0060176058551296,1.105689886625856,0.9999784610416688,0.0036913992409256,3.6e-05,22.83473645428849,1.51114711764545,1.5382297606950996,0.4411746042556024,blogfeedback,matern52_0.8h0,LO,0.02291722606129859,0.057875949944327196
37,PPI_global,1000,50,0.007,0.0024784787961282,0.0175254916376932,0.162098295306167,0.162098295306167,0.1663037467614028,0.0386896512537479,0.1516634329146919,0.0371814645626351,0.4670671614320661,0.6291654567382333,,,,,,,,,,,0.0,8.217102941125632e-05,8.217102941125632e-05,,,,,1.0868225598877084,4.805942579647584,0.4411746042556024,blogfeedback,matern52_0.8h0,PPI,0.18799085248263092,0.19162891082209327
38,GH_P1_c300,1000,50,0.962,0.0058134256998216,0.0411071273426804,0.0054343591108552,0.0054343591108552,0.0395227966250129,0.0414174122372211,0.162356255969907,0.0391669918089679,0.6607138647772135,0.6661482238880687,4216.965034285823,1.0,11201.18965530405,279.4330834748049,279.4330834748049,300.0,0.0,0.0057413583970826,0.0017104862095191,0.0041571746782355,21.3268364918232,0.0060581103572621,1.072399934948422,0.9964437051203372,0.0138578811568621,5.400000000000001e-05,9.824236674057651,1.0,1.0,0.6774289880250862,blogfeedback,matern52_0.8h0,PPCI,-0.011280764137017507,0.040740334235636985
38,LO_GH_P1_c300w,1000,50,0.952,0.0068452277432633,0.0484030695602783,0.0045053079821861,0.0045053079821861,0.0724053587985064,0.073134699706051,0.2866880228477201,0.0723012147088447,0.6607138647772135,0.6652191727593996,,,11201.18965530405,279.4330834748049,279.4330834748049,300.0,,0.0057356372588439,,,21.3268364918232,0.0059721506061032,1.072313975197263,0.9964437051203372,0.0138578811568621,5.400000000000001e-05,9.824236674057651,1.765795972166654,1.8319897624016552,0.6774289880250862,blogfeedback,matern52_0.8h0,LO,-0.012209815265686652,0.07328927460105114
38,PPI_global,1000,50,0.873,0.0140850188179512,0.0995961231931345,-0.0308575643831044,0.0308575643831044,0.0480604539051139,0.0388120891401027,0.1521433894292027,0.0368643042364152,0.6607138647772135,0.629856300394109,,,,,,,,,,,0.0,8.142096735537052e-05,8.142096735537052e-05,,,,,0.9370959469366104,1.2160185515489998,0.6774289880250862,blogfeedback,matern52_0.8h0,PPI,-0.04757268763097722,0.060172905516874264
39,GH_P1_c300,1000,50,0.957,0.0067021166318513,0.0473911211868524,-0.0022213887729207,0.0022213887729207,0.033751307599956,0.0354848328819567,0.1391005448972705,0.0336949780853848,0.4721923155713748,0.4699709267984538,4869.675251658629,1.0,1135.1318485978263,290.81957522447857,290.81957522447857,300.0,0.0,0.0023633806417234,0.0009887785747247,0.0013617834230489,21.68908254196868,0.0060712376907467,1.0905253647891804,0.999968160283585,0.0041883150989438,4.000000000000001e-05,21.929135924953275,1.0,1.0,0.447154197621644,blogfeedback,matern52_0.8h0,PPCI,0.022816729176809825,0.04067947058350529
39,LO_GH_P1_c300w,1000,50,0.947,0.0073415229471597,0.0519124066017332,-0.002454248636789,0.002454248636789,0.052156346569297,0.0538268887520051,0.2110014039078603,0.0521246403269572,0.4721923155713748,0.4697380669345857,,,1135.1318485978263,290.81957522447857,290.81957522447857,300.0,,0.0023624633835675,,,21.68908254196868,0.0059865393498912,1.0904406664483248,0.999968160283585,0.0041883150989438,4.000000000000001e-05,21.929135924953275,1.5168984712726357,1.5453133605219196,0.447154197621644,blogfeedback,matern52_0.8h0,LO,0.022583869312941707,0.05678285220231076
39,PPI_global,1000,50,0.012,0.0033685217493004,0.0238190457150472,0.1581674680204465,0.1581674680204465,0.1622888647861564,0.0388447260683281,0.1522713261878462,0.0363600019708979,0.4721923155713748,0.6303597835918213,,,,,,,,,,,0.0,8.084000833332538e-05,8.084000833332538e-05,,,,,1.0946853321121257,4.808372662467389,0.447154197621644,blogfeedback,matern52_0.8h0,PPI,0.18320558597017733,0.18677530464238684
40,GH_P1_c300,1000,50,0.963,0.0058571428571428,0.0414162543266406,0.0047539483778606,0.0047539483778606,0.0348116160557004,0.0365915229386978,0.1434387699196954,0.0345027394022038,0.5358894014081726,0.5406433497860332,387.2936141119555,1.0,3238.612372138087,39.1475549605315,39.1475549605315,300.0,0.0,0.1262494969453732,0.0510300524163564,0.0770335973528532,21.613654737900944,0.0060825665267184,1.0867653034217657,0.9733335283857188,0.0585676921227954,4.200000000000001e-05,1.2698539528814536,1.0,1.0,0.5169990173135549,blogfeedback,matern52_0.8h0,PPCI,0.023644332472478324,0.04181271391932391
40,LO_GH_P1_c300w,1000,50,0.955,0.0070348984298543,0.0497442438470861,0.0037426886438973,0.0037426886438973,0.0546390968035417,0.0563583374106933,0.2209246826499178,0.0545380379075049,0.5358894014081726,0.53963209005207,,,3238.612372138087,39.1475549605315,39.1475549605315,300.0,,0.1262427689969617,,,21.613654737900944,0.0059991496941074,1.0866818865891543,0.9733335283857188,0.0585676921227954,4.200000000000001e-05,1.2698539528814536,1.5402020163279642,1.5695650760974809,0.5169990173135549,blogfeedback,matern52_0.8h0,LO,0.022633072738515114,0.05902270040254476
40,PPI_global,1000,50,0.278,0.0194390727921989,0.1374550019134277,0.0955725573790083,0.0955725573790083,0.1022039246091464,0.0389312402182496,0.1526104616555387,0.0362331522624117,0.5358894014081726,0.6314619587871809,,,,,,,,,,,0.0,8.242808096110821e-05,8.242808096110821e-05,,,,,1.0639415113569233,2.935914392644535,0.5169990173135549,blogfeedback,matern52_0.8h0,PPI,0.11446294147362601,0.12005537660739303
41,GH_P1_c300,1000,50,0.961,0.0064349175026029,0.0455017380246656,4.702066908426339e-06,4.702066908426339e-06,0.034069982593232,0.035412935098915,0.1388187055877469,0.034087030046795,0.4658793556773484,0.4658840577442569,4869.675251658629,1.0,1083.2452699967394,287.41281728065843,287.41281728065843,300.0,0.0,0.0023797478860159,0.0010002723238553,0.0013456313616479,21.76443476483226,0.0060766382738947,1.094298376515508,0.9999703409449866,0.0041630728544269,3.800000000000001e-05,22.175869539199645,1.0,1.0,0.4386932843077198,blogfeedback,matern52_0.8h0,PPCI,0.027190773436537086,0.04359015774083394
41,LO_GH_P1_c300w,1000,50,0.94,0.0086896607575688,0.0614451804788759,0.0004634110912492,0.0004634110912492,0.0531976597121133,0.0535453170894189,0.2098976429905223,0.0532222590451041,0.4658793556773484,0.4663427667685977,,,1083.2452699967394,287.41281728065843,287.41281728065843,300.0,,0.0023792555223532,,,21.76443476483226,0.0059923189599066,1.0942140572015198,0.9999703409449866,0.0041630728544269,3.800000000000001e-05,22.175869539199645,1.5120270867087615,1.5614231550174316,0.4386932843077198,blogfeedback,matern52_0.8h0,LO,0.027649482460877894,0.059952232063207586
41,PPI_global,1000,50,0.007,0.0031975756122284,0.0226102739876348,0.1664142985321083,0.1664142985321083,0.1703870859882379,0.038940501584137,0.152646766209817,0.036597536738486,0.4658793556773484,0.6322936542094568,,,,,,,,,,,0.0,8.150674495846033e-05,8.150674495846033e-05,,,,,1.0996123725799285,5.001091078399474,0.4386932843077198,blogfeedback,matern52_0.8h0,PPI,0.193600369901737,0.19702574334771308
42,GH_P1_c300,1000,50,0.949,0.0078882501098734,0.0557783514438703,0.0011061442222405,0.0011061442222405,0.0352829274820541,0.0360394277823436,0.1412745569067872,0.0352832300531921,0.4720128793598121,0.4731190235820529,4869.675251658629,1.0,985.565647675858,285.497947681625,285.497947681625,300.0,0.0,0.0024790639810482,0.0010395906209904,0.0014110066541104,21.84461058519781,0.0060776045881211,1.0983081338480116,0.9999803802061042,0.0035143679484949,1.8e-05,23.044457669326285,1.0,1.0,0.4477685768856159,blogfeedback,matern52_0.8h0,PPCI,0.02535044669643699,0.04343163092001479
42,LO_GH_P1_c300w,1000,50,0.938,0.0086378379759034,0.0610787380755198,0.0017128499796707,0.0017128499796707,0.0543109472639414,0.0546109389390429,0.2140748806410484,0.0543110930886707,0.4720128793598121,0.4737257293394831,,,985.565647675858,285.497947681625,285.497947681625,300.0,,0.0024781538751305,,,21.84461058519781,0.0059954899316653,1.0982260191915558,0.9999803802061042,0.0035143679484949,1.8e-05,23.044457669326285,1.5153109330386698,1.539298214173571,0.4477685768856159,blogfeedback,matern52_0.8h0,LO,0.025957152453867205,0.060170747886054005
42,PPI_global,1000,50,0.013,0.0044744170752473,0.031638906557643,0.1603042463202634,0.1603042463202634,0.1646246160063698,0.0390197193752753,0.1529572999510792,0.0374862378075206,0.4720128793598121,0.6323171256800757,,,,,,,,,,,0.0,8.260489348322153e-05,8.260489348322153e-05,,,,,1.0826953083420412,4.665843447659002,0.4477685768856159,blogfeedback,matern52_0.8h0,PPI,0.1845485487944598,0.1883135143028193
43,GH_P1_c300,1000,50,0.949,0.0069237833234586,0.0489585413948394,0.0097081533899904,0.0097081533899904,0.0421950034419047,0.0420079528535178,0.1646711751857901,0.041083548181114,0.6652791651593303,0.6749873185493208,4216.965034285823,1.0,10977.246609697626,278.7527101820468,278.7527101820468,300.0,0.0,0.0060393538212358,0.0017643272615384,0.0042904616319036,21.54350727269426,0.0060676873996853,1.0832430510343984,0.9965699445222452,0.0143123185349385,3.2e-05,9.851411843542444,1.0,1.0,0.6845704700781923,blogfeedback,matern52_0.8h0,PPCI,-0.009583151528871459,0.04216641870545894
43,LO_GH_P1_c300w,1000,50,0.951,0.0069237833234586,0.0489585413948394,0.0129067721693169,0.0129067721693169,0.0749552282967557,0.0747390694283082,0.2929771521589684,0.0738725838171912,0.6652791651593303,0.6781859373286473,,,10977.246609697626,278.7527101820468,278.7527101820468,300.0,,0.0060304050705132,,,21.54350727269426,0.0059825783418491,1.0831579419765622,0.9965699445222452,0.0143123185349385,3.2e-05,9.851411843542444,1.7791647617041493,1.776400573114212,0.6845704700781923,blogfeedback,matern52_0.8h0,LO,-0.00638453274954498,0.07411115799674245
43,PPI_global,1000,50,0.87,0.011780301787479,0.0832993127835042,-0.0314616946755061,0.0314616946755061,0.0494338824000399,0.0389624885089287,0.1527329549550005,0.0381487329161705,0.6652791651593303,0.6338174704838241,,,,,,,,,,,0.0,8.399805519729853e-05,8.399805519729853e-05,,,,,0.927502671810532,1.1715577288221315,0.6845704700781923,blogfeedback,matern52_0.8h0,PPI,-0.05075299959436819,0.06348021317790402
44,GH_P1_c300,1000,50,0.937,0.0090135951739127,0.0637357427034406,0.0158545150757658,0.0158545150757658,0.0408392213852204,0.038241801552439,0.149907862085561,0.0376549365862256,0.5506213080158434,0.566475823091609,468.03892886205153,1.0,3145.6776912031014,43.999163920590696,43.999163920590696,300.0,0.0,0.1131947023456262,0.0453729126361393,0.0674385451175039,21.65600660886616,0.0060750193176791,1.0888753497609869,0.9764763839676804,0.0547320411465153,3.800000000000001e-05,1.548486387243304,1.0,1.0,0.5353951390515937,blogfeedback,matern52_0.8h0,PPCI,0.031080684040015294,0.04881070861459215
44,LO_GH_P1_c300w,1000,50,0.953,0.0074792229215476,0.0528860924583222,0.0167395212914912,0.0167395212914912,0.0610709453763338,0.0591266361435789,0.2317764136828295,0.0587613963226594,0.5506213080158434,0.5673608293073346,,,3145.6776912031014,43.999163920590696,43.999163920590696,300.0,,0.1132008113195013,,,21.65600660886616,0.0059907813770696,1.0887911118203772,0.9764763839676804,0.0547320411465153,3.800000000000001e-05,1.548486387243304,1.5461258032653509,1.4953993564244397,0.5353951390515937,blogfeedback,matern52_0.8h0,LO,0.03196569025574081,0.06686743713958854
44,PPI_global,1000,50,0.401,0.0231891072246766,0.1639717496823082,0.0840542401928447,0.0840542401928447,0.0921272444507158,0.0388909147623428,0.1524523858683839,0.0377324477512234,0.5506213080158434,0.634675548208688,,,,,,,,,,,0.0,8.196774031966925e-05,8.196774031966925e-05,,,,,1.0169739181616144,2.255852127583811,0.5353951390515937,blogfeedback,matern52_0.8h0,PPI,0.09928040915709424,0.10620222934611846
45,GH_P1_c300,1000,50,0.952,0.0086849623734689,0.061411957886299,0.0034434953442838,0.0034434953442838,0.0381017382905683,0.0384559087867445,0.1507471624440385,0.0379648011545373,0.5407056155862192,0.544149110930503,4216.965034285823,1.0,1758.0136462054472,274.0454378924804,274.0454378924804,300.0,0.0,0.0035141917327588,0.0013957396927732,0.0021676194133561,21.779890217315405,0.0060639633676037,1.0950584742333738,0.9998580340322978,0.0062235557451996,3.6e-05,16.725619703351732,1.0,1.0,0.530455085159564,blogfeedback,matern52_0.8h0,PPCI,0.013694025770939033,0.04034118419669898
45,LO_GH_P1_c300w,1000,50,0.955,0.0073192505471139,0.0517549169506765,0.0041373114471427,0.0041373114471427,0.0587615744273109,0.0596697317465278,0.2339053484463891,0.0586450724928653,0.5407056155862192,0.5448429270333618,,,1758.0136462054472,274.0454378924804,274.0454378924804,300.0,,0.0035124178804192,,,21.779890217315405,0.0059796658847481,1.0949741767505183,0.9998580340322978,0.0062235557451996,3.6e-05,16.725619703351732,1.5516401413739462,1.5422281781263687,0.530455085159564,blogfeedback,matern52_0.8h0,LO,0.014387841873797824,0.06035573938699734
45,PPI_global,1000,50,0.321,0.023694053331275,0.1675422578434029,0.0925688472817726,0.0925688472817726,0.0999744364825371,0.03890764398646,0.1525179644269232,0.037779938945311,0.5407056155862192,0.6332744628679917,,,,,,,,,,,0.0,8.2466721534729e-05,8.2466721534729e-05,,,,,1.0117468345949274,2.623881244475525,0.530455085159564,blogfeedback,matern52_0.8h0,PPI,0.10281937770842775,0.10953410836480591
46,GH_P1_c300,1000,50,0.955,0.0070348984298543,0.0497442438470861,0.0012297622800972,0.0012297622800972,0.034976604883306,0.0359100326948089,0.140767328163651,0.0349724698519407,0.5118761213875348,0.5131058836676321,1784.2502087589608,1.0,2439.569579123769,128.73700567972608,128.73700567972608,300.0,0.0,0.0156383783530865,0.0064532494452182,0.0096995020388758,21.62428625624627,0.0060696387514472,1.087283951563761,0.9991994556055848,0.0117471726320782,3.0000000000000004e-05,6.413270765099035,1.0,1.0,0.4896653458845972,blogfeedback,matern52_0.8h0,PPCI,0.023440537783034898,0.04208692653847799
46,LO_GH_P1_c300w,1000,50,0.953,0.0073415229471597,0.0519124066017332,0.0035652656571268,0.0035652656571268,0.0532415048008155,0.054820860208078,0.2148977720156658,0.0531485793388225,0.5118761213875348,0.5154413870446617,,,2439.569579123769,128.73700567972608,128.73700567972608,300.0,,0.0156450529758436,,,21.62428625624627,0.0059854205613955,1.0871997333737091,0.9991994556055848,0.0117471726320782,3.0000000000000004e-05,6.413270765099035,1.526616828059942,1.5222033407315378,0.4896653458845972,blogfeedback,matern52_0.8h0,LO,0.02577604116006449,0.05904533014671621
46,PPI_global,1000,50,0.107,0.0111584140486734,0.0789019024110422,0.122086805332095,0.122086805332095,0.127701810450233,0.0389810755768894,0.1528058162614064,0.0374695653083239,0.5118761213875348,0.6339629267196298,,,,,,,,,,,0.0,8.181953616440297e-05,8.181953616440297e-05,,,,,1.0855204702312735,3.651063643149183,0.4896653458845972,blogfeedback,matern52_0.8h0,PPI,0.14429758083503263,0.149078355876744
47,GH_P1_c300,1000,50,0.954,0.0060339177376979,0.0426662414944802,-0.0006860430136839,0.0006860430136839,0.0352090324013991,0.0361526985341059,0.1417185782536952,0.0352199624272873,0.5488502892908907,0.5481642462772067,582.526492852764,1.0,5142.7567213597285,54.66691253828697,54.66691253828697,300.0,0.0,0.0757944304788868,0.029974172683075,0.0476751123167459,21.552594301048668,0.0060663653025403,1.0836960803549738,0.9882850062179268,0.0315522245313713,2.8000000000000003e-05,1.6371277694202857,1.0,1.0,0.5295516308480046,blogfeedback,matern52_0.8h0,PPCI,0.018612615429202117,0.039820029642649975
47,LO_GH_P1_c300w,1000,50,0.951,0.008267220740703,0.0584580784731717,0.0002709935426797,0.0002709935426797,0.0547666551128022,0.0562879858883055,0.2206489046821576,0.0547933881972504,0.5488502892908907,0.5491212828335704,,,5142.7567213597285,54.66691253828697,54.66691253828697,300.0,,0.0758229109148733,,,21.552594301048668,0.0059831866500899,1.0836129017025231,0.9882850062179268,0.0315522245313713,2.8000000000000003e-05,1.6371277694202857,1.5569511591286682,1.5554717462393497,0.5295516308480046,blogfeedback,matern52_0.8h0,LO,0.019569651985565817,0.05815741013474212
47,PPI_global,1000,50,0.403,0.0239646849019339,0.1694559120315634,0.0849949541793085,0.0849949541793085,0.092922570161921,0.0388624209742048,0.1523406902188831,0.0375749076277988,0.5488502892908907,0.6338452434701993,,,,,,,,,,,0.0,8.204489015042782e-05,8.204489015042782e-05,,,,,1.0749521488013585,2.63916852648948,0.5295516308480046,blogfeedback,matern52_0.8h0,PPI,0.10429361262219472,0.11084953515167661
48,GH_P1_c300,1000,50,0.963,0.0056802558148774,0.0401654740557415,-0.0008584161114766,0.0008584161114766,0.0345829319340596,0.0355337349623757,0.1392922410525127,0.0345895756215226,0.4912493776421074,0.4903909615306306,4216.965034285823,1.0,1734.4055273922393,275.9613787558278,275.9613787558278,300.0,0.0,0.0028012991429605,0.0011765049040732,0.0016462507170803,21.732118415478617,0.0060795949036255,1.0926855156775566,0.9999448355609308,0.0039619521208908,2.8000000000000003e-05,16.864688996536476,1.0,1.0,0.46724258347011144,blogfeedback,matern52_0.8h0,PPCI,0.02314837806051917,0.041606366216819256
48,LO_GH_P1_c300w,1000,50,0.949,0.0073526338471187,0.0519909725287938,-0.0011179692823512,0.0011179692823512,0.0531947996196839,0.0538909453692078,0.2112525058472949,0.0532096618987701,0.4912493776421074,0.490131408359756,,,1734.4055273922393,275.9613787558278,275.9613787558278,300.0,,0.0028009240200227,,,21.732118415478617,0.0059976202873513,1.0926035410612822,0.9999448355609308,0.0039619521208908,2.8000000000000003e-05,16.864688996536476,1.516613590613804,1.5381807338114704,0.46724258347011144,blogfeedback,matern52_0.8h0,LO,0.022888824889644555,0.0578993536759337
48,PPI_global,1000,50,0.038,0.0059863790970734,0.0423300925429401,0.1411149934434365,0.1411149934434365,0.1460524463917445,0.0389335612664453,0.1526195601644659,0.037673532054876,0.4912493776421074,0.6323643710855438,,,,,,,,,,,0.0,8.189090713858604e-05,8.189090713858604e-05,,,,,1.0956788333021996,4.22325228729095,0.46724258347011144,blogfeedback,matern52_0.8h0,PPI,0.16512178761543234,0.1693607996786394
49,GH_P1_c300,1000,50,0.96,0.0053452248382484,0.0377964473009227,-0.0014361487593674,0.0014361487593674,0.0344794987250707,0.0353278184656631,0.1384850483853993,0.034466814043997,0.4676325142340538,0.4661963654746865,4869.675251658629,1.0,1056.9863398360062,287.5762386892127,287.5762386892127,300.0,0.0,0.0023513425306696,0.0009921770738194,0.0013727054713935,21.82953110659495,0.0060559491729363,1.0975325045026838,0.9999732944938572,0.0039570222624,2.4e-05,22.42974160181396,1.0,1.0,0.4411342910648395,blogfeedback,matern52_0.8h0,PPCI,0.025062074409847035,0.042601418788554855
49,LO_GH_P1_c300w,1000,50,0.937,0.0079295366207873,0.0560702911622581,-0.0023010328465005,0.0023010328465005,0.0531602637252215,0.0534252165665992,0.2094268489410689,0.0531370156256826,0.4676325142340538,0.4653314813875535,,,1056.9863398360062,287.5762386892127,287.5762386892127,300.0,,0.0023502513408147,,,21.82953110659495,0.0059718603659421,1.0974484156956896,0.9999732944938572,0.0039570222624,2.4e-05,22.42974160181396,1.5122704680597785,1.541793404512798,0.4411342910648395,blogfeedback,matern52_0.8h0,LO,0.024197190322714,0.05836285553918757
49,PPI_global,1000,50,0.006,0.0023211538298959,0.0164130361329657,0.1641855507342679,0.1641855507342679,0.1685110577739033,0.0388436066149199,0.1522669379304862,0.0379542098351305,0.4676325142340538,0.6318180649683219,,,,,,,,,,,0.0,8.217600919306278e-05,8.217600919306278e-05,,,,,1.0995189712230329,4.887282704356004,0.4411342910648395,blogfeedback,matern52_0.8h0,PPI,0.19068377390348246,0.1944206345844991
0,GH_P1_c300,1000,50,0.952,0.0066944997222057,0.0473372615022311,-0.0016714584096882,0.0016714584096882,0.0349990294527481,0.0357286955802926,0.1400564866747473,0.0349765871844307,0.5148905614993183,0.5132191030896299,4216.965034285823,1.0,2764.9159000286904,285.0572676389217,285.0572676389217,300.0,0.0,0.0028353170150011,0.0011683774823621,0.0017041772188035,21.651172479819508,0.0060810205163434,1.088639644507319,0.9999198334520956,0.0039294892222452,3.4e-05,14.243478572883909,1.0,1.0,0.5148905614993182,blogfeedback,matern52_h0,PPCI,-0.0016714584096882978,0.03499902945274811
0,LO_GH_P1_c300w,1000,50,0.939,0.0090677720414619,0.064118831007715,-0.0042976430806853,0.0042976430806853,0.0550027001406055,0.0545559491827567,0.2138593207964066,0.0548619825000176,0.5148905614993183,0.5105929184186329,,,2764.9159000286904,285.0572676389217,285.0572676389217,300.0,,0.0028343830703534,,,21.651172479819508,0.0059964810563251,1.0885551050473006,0.9999198334520956,0.0039294892222452,3.4e-05,14.243478572883909,1.5269504888627643,1.5715492972416338,0.5148905614993182,blogfeedback,matern52_h0,LO,-0.004297643080685365,0.055002700140605536
0,PPI_global,1000,50,0.169,0.0126079016364131,0.089151327436407,0.1137753411122349,0.1137753411122349,0.1200696380352842,0.0389646222595349,0.1527413192573771,0.038384412146268,0.5148905614993183,0.6286659026115532,,,,,,,,,,,0.0,8.163938112556935e-05,8.163938112556935e-05,,,,,1.0905694044152898,3.4306562185499776,0.5148905614993182,blogfeedback,matern52_h0,PPI,0.11377534111223497,0.12006963803528425
1,GH_P1_c300,1000,50,0.948,0.0080761680143443,0.0571071316894476,0.0126663690083853,0.0126663690083853,0.0387680258215658,0.0378133997925504,0.1482285271867978,0.0366587887011292,0.5411188887218189,0.5537852577302043,516.6820278047704,1.0,2328.504722568189,45.12040514519824,45.12040514519824,300.0,0.0,0.1060867028911878,0.0409917554582017,0.0664106697781181,21.688584318961947,0.0060988213233649,1.0905280372714623,0.987446714690424,0.0470360692126222,2.6e-05,1.916494596672594,1.0,1.0,0.541118888721819,blogfeedback,matern52_h0,PPCI,0.012666369008385248,0.038768025821565716
1,LO_GH_P1_c300w,1000,50,0.955,0.006738557951469,0.0476488002290226,0.0118314382478107,0.0118314382478107,0.0607799744849307,0.0595109655239494,0.2332829848538816,0.0596471302538906,0.5411188887218189,0.5529503269696298,,,2328.504722568189,45.12040514519824,45.12040514519824,300.0,,0.1060299674809739,,,21.688584318961947,0.006014396241866,1.0904436121899632,0.987446714690424,0.0470360692126222,2.6e-05,1.916494596672594,1.5738062657797174,1.567786163904178,0.541118888721819,blogfeedback,matern52_h0,LO,0.011831438247810744,0.06077997448493069
1,PPI_global,1000,50,0.366,0.0193485748038137,0.1368150845007186,0.0882520116670308,0.0882520116670308,0.0959125355310301,0.0389655769335099,0.152745061579359,0.0375793709078691,0.5411188887218189,0.6293709003888498,,,,,,,,,,,0.0,8.214258402585983e-05,8.214258402585983e-05,,,,,1.030470075351079,2.474011340491734,0.541118888721819,blogfeedback,matern52_h0,PPI,0.08825201166703078,0.09591253553103006
2,GH_P1_c300,1000,50,0.963,0.0066715968164774,0.0471753135027381,0.0031000878427314,0.0031000878427314,0.0355827186077468,0.0369040733419425,0.1446639675004148,0.0354651532631881,0.5560387350995598,0.5591388229422912,513.3896678819067,1.0,5361.014422453836,50.64614140428966,50.64614140428966,300.0,0.0,0.0896437374004887,0.035332627502626,0.0557363078125149,22.93513042896986,0.0068440406080335,1.1536005620565264,0.9793324567821424,0.040180856355493,4.600000000000001e-05,1.4304447161534868,1.0,1.0,0.5560387350995598,blogfeedback,matern52_h0,PPCI,0.003100087842731414,0.03558271860774682
2,LO_GH_P1_c300w,1000,50,0.954,0.0075376605475845,0.0532993088747932,0.0039571237161062,0.0039571237161062,0.0578984514276837,0.0576452928122388,0.2259695478239764,0.0577919696963225,0.5560387350995598,0.559995858815666,,,5361.014422453836,50.64614140428966,50.64614140428966,300.0,,0.0896680644237925,,,22.93513042896986,0.0067540891449898,1.1535106105934827,0.9793324567821424,0.040180856355493,4.600000000000001e-05,1.4304447161534868,1.5620306267580308,1.6271508668558672,0.5560387350995598,blogfeedback,matern52_h0,LO,0.003957123716106237,0.05789845142768369
2,PPI_global,1000,50,0.491,0.0194143855773737,0.137280436943313,0.0766490437712036,0.0766490437712036,0.0853978627918453,0.0390680991745668,0.153146948764302,0.0376714506831303,0.5560387350995598,0.6326877788707634,,,,,,,,,,,0.0,8.204170130193233e-05,8.204170130193233e-05,,,,,1.0586392134161735,2.399981399208012,0.5560387350995598,blogfeedback,matern52_h0,PPI,0.07664904377120363,0.0853978627918453
3,GH_P1_c300,1000,50,0.95,0.0090350790290525,0.0638876564999939,0.0023085020301939,0.0023085020301939,0.035820881595931,0.0371502088762233,0.1456288187947955,0.0357643043011946,0.4874660834667249,0.489774585496919,4869.675251658629,1.0,1126.178237197517,295.2622610273761,295.2622610273761,300.0,0.0,0.0024517417512152,0.0010563175316944,0.0013849781049009,23.942007897440345,0.0071314152730628,1.20423181014508,0.9999623114571448,0.0042958564540077,3e-05,22.344613825784485,1.0,1.0,0.48746608346672526,blogfeedback,matern52_h0,PPCI,0.0023085020301937265,0.03582088159593098
3,LO_GH_P1_c300w,1000,50,0.94,0.0084515425472851,0.0597614304667196,0.0018575266637474,0.0018575266637474,0.0559915911679812,0.055637253707415,0.2180980345330668,0.0559887722568967,0.4874660834667249,0.4893236101304725,,,1126.178237197517,295.2622610273761,295.2622610273761,300.0,,0.0024508417015361,,,23.942007897440345,0.0070369233274832,1.2041373181995003,0.9999623114571448,0.0042958564540077,3e-05,22.344613825784485,1.4976296335987396,1.5630991944749175,0.48746608346672526,blogfeedback,matern52_h0,LO,0.001857526663747222,0.05599159116798112
3,PPI_global,1000,50,0.031,0.005694608979427,0.0402669662555868,0.1474368702617575,0.1474368702617575,0.1522169604856028,0.0391196255743198,0.1533489322513336,0.0378656328752906,0.4874660834667249,0.6349029537284825,,,,,,,,,,,0.0,8.319214545190334e-05,8.319214545190334e-05,,,,,1.0530122644709254,4.249391798969388,0.48746608346672526,blogfeedback,matern52_h0,PPI,0.14743687026175722,0.1522169604856025
