dataset,x0_index,reference,kernel,bandwidth,bandwidth_over_h0,ess,theta0,theta0_baseline,shift,abs_shift
blogfeedback,44,matern52_h0,matern52,17.551317373984443,1.0,13578.070525056553,0.5506213080158435,0.5506213080158435,0.0,0.0
blogfeedback,44,matern52_1.2h0,matern52,21.06158084878133,1.2,13831.730889709655,0.5629308581350088,0.5506213080158435,0.012309550119165236,0.012309550119165236
blogfeedback,44,gaussian_ess_matched,gaussian,17.9106223427441,1.0204716809059724,13578.070525056553,0.5497334344494536,0.5506213080158435,-0.0008878735663899739,0.0008878735663899739
blogfeedback,45,matern52_0.8h0,matern52,11.237760061957362,0.8,11861.814497091358,0.530455085159564,0.5407056155862189,-0.010250530426654914,0.010250530426654914
blogfeedback,45,matern52_h0,matern52,14.047200077446702,1.0,12659.078177221072,0.5407056155862189,0.5407056155862189,0.0,0.0
blogfeedback,45,matern52_1.2h0,matern52,16.85664009293604,1.2,13164.528648593041,0.5508617644220071,0.5407056155862189,0.010156148835788192,0.010156148835788192
blogfeedback,45,gaussian_ess_matched,gaussian,14.016788275225018,0.9978350274749407,12659.078177221074,0.5363025751615503,0.5407056155862189,-0.004403040424668547,0.004403040424668547
blogfeedback,46,matern52_0.8h0,matern52,12.59549798782065,0.8,12613.343052313978,0.4896653458845972,0.5118761213875349,-0.022210775502937707,0.022210775502937707
blogfeedback,46,matern52_h0,matern52,15.74437248477581,1.0,13158.00345691587,0.5118761213875349,0.5118761213875349,0.0,0.0
blogfeedback,46,matern52_1.2h0,matern52,18.89324698173097,1.2,13513.858517177512,0.5294255594406299,0.5118761213875349,0.017549438053094946,0.017549438053094946
blogfeedback,46,gaussian_ess_matched,gaussian,16.002455516515287,1.016392081169893,13158.003456915872,0.5113194767013858,0.5118761213875349,-0.0005566446861491325,0.0005566446861491325
blogfeedback,47,matern52_0.8h0,matern52,18.17747700232689,0.8,13563.417450599838,0.5295516308480046,0.5488502892908906,-0.01929865844288603,0.01929865844288603
blogfeedback,47,matern52_h0,matern52,22.72184625290861,1.0,13869.84899624073,0.5488502892908906,0.5488502892908906,0.0,0.0
blogfeedback,47,matern52_1.2h0,matern52,27.26621550349033,1.2,14059.230348978925,0.563364267236055,0.5488502892908906,0.014513977945164402,0.014513977945164402
blogfeedback,47,gaussian_ess_matched,gaussian,23.008347109919576,1.0126090483062877,13869.84899624073,0.5489691661429664,0.5488502892908906,0.0001188768520757888,0.0001188768520757888
blogfeedback,48,matern52_0.8h0,matern52,11.127589859993495,0.8,11840.005666966867,0.46724258347011144,0.49124937764210713,-0.024006794171995693,0.024006794171995693
blogfeedback,48,matern52_h0,matern52,13.909487324991868,1.0,12601.605415530106,0.49124937764210713,0.49124937764210713,0.0,0.0
blogfeedback,48,matern52_1.2h0,matern52,16.69138478999024,1.2,13099.397100387356,0.5104596696156045,0.49124937764210713,0.019210291973497384,0.019210291973497384
blogfeedback,48,gaussian_ess_matched,gaussian,13.951995759680232,1.0030560748714288,12601.605415530106,0.4898404920075119,0.49124937764210713,-0.001408885634595236,0.001408885634595236
blogfeedback,49,matern52_0.8h0,matern52,9.659895237891817,0.8,10618.568826081868,0.4411342910648395,0.46763251423405383,-0.026498223169214352,0.026498223169214352
blogfeedback,49,matern52_h0,matern52,12.074869047364771,1.0,11724.630969764747,0.46763251423405383,0.46763251423405383,0.0,0.0
blogfeedback,49,matern52_1.2h0,matern52,14.489842856837726,1.2,12450.828265741577,0.48893055504672356,0.46763251423405383,0.021298040812669727,0.021298040812669727
blogfeedback,49,gaussian_ess_matched,gaussian,11.811635404312092,0.97819987595558,11724.630969764747,0.4651200832536966,0.46763251423405383,-0.0025124309803572498,0.0025124309803572498
