age,sex,x0_raw,theta0_mode,theta0_source,theta0,theta0_obs,theta0_smooth,ell_oracle,c_min,c_max,ell0_hat,ell_low,ell_high,ell_star,lambda_hat,B,n_label,n_pilot,N_unlab_total,N_t_full,N_use,age_bin_width,PPCI_theta_mean,PPCI_theta_rmse,PPCI_coverage,PPCI_avg_ci_width,PPCI_sigma2_Y_minus_A_mean,PPCI_sigma2_Y_minus_A_std,PPCI_sigma2_A_mean,PPCI_sigma2_A_std,PPCILO_theta_mean,PPCILO_theta_rmse,PPCILO_coverage,PPCILO_avg_ci_width,PPCILO_sigma2_Y_mean,PPCILO_sigma2_Y_std,PPI_theta_mean,PPI_theta_rmse,PPI_coverage,PPI_avg_ci_width,scale_y
72,2,"[72.0, 2.0]",smooth,smooth,4.160599118732095,3.921609744990892,4.160599118732095,1.2708205988628392,0.8,1.2,1.3767223154347425,1.1013778523477942,1.652066778521691,1.1013778523477942,0.010117948238625782,500,200,200,10000,7000,3000,1,4.227158045230701,0.4876010354774889,0.922,1.8217568735881466,10.306542699703314,6.574070642997842,2.117074473856398,0.14812010247126128,4.222180315449324,0.532452807960559,0.93,2.034116265008849,12.996134322090416,7.116542221493465,3.335222359815065,0.8960054257888465,0.338,1.2892262593733153,10000.0
73,2,"[73.0, 2.0]",smooth,smooth,4.14203991040899,3.9119018441403925,4.14203991040899,1.3131812854916003,0.8,1.2,1.4826240320066457,1.1860992256053167,1.7791488384079748,1.1860992256053167,0.010117948238625782,500,200,200,10000,7000,3000,1,4.187995892341972,0.5080452238877756,0.918,1.7909651890627623,10.941300269447922,7.981383740550333,2.17736989800685,0.1321337262530592,4.19641153156186,0.5644188680464978,0.91,2.0199150755480773,13.727919407436037,8.486523838386331,3.3254443291508182,0.8910481484962482,0.348,1.2813031509774233,10000.0
74,2,"[74.0, 2.0]",smooth,smooth,4.124413335208498,3.910886670581327,4.124413335208498,1.3555419721203616,0.8,1.2,1.397902658749123,1.1183221269992984,1.6774831904989476,1.1183221269992984,0.010117948238625782,500,200,200,10000,7000,3000,1,4.235617614946885,0.5179546133628045,0.946,1.8638645768212956,10.299873308751213,7.640604047276744,1.9934449473144265,0.16362356003545864,4.2560139784557816,0.5776357228509189,0.936,2.092848627372263,12.839268236288873,8.021903102095143,3.349863536503071,0.8472240195824196,0.378,1.307725219765453,10000.0
75,2,"[75.0, 2.0]",smooth,smooth,4.107647254415031,3.766169981000633,4.107647254415031,1.397902658749123,0.8,1.2,1.4402633453778844,1.1522106763023074,1.7283160144534613,1.1522106763023074,0.010117948238625782,500,200,200,10000,7000,3000,1,4.208798165362749,0.4971651511487212,0.922,1.8288631824334156,9.873557782723168,6.683777419489486,1.9646135210313114,0.14415888432827623,4.227065025215586,0.5563361777431854,0.922,2.057390598070875,12.360978813946216,7.192747366290921,3.3405332411886213,0.8396497061838559,0.38,1.2947320621053335,10000.0
76,2,"[76.0, 2.0]",smooth,smooth,4.09167622576521,3.774681944444444,4.09167622576521,1.4402633453778844,0.8,1.2,1.4826240320066457,1.1860992256053167,1.7791488384079748,1.1860992256053167,0.010117948238625782,500,200,200,10000,7000,3000,1,4.236726017667223,0.519690603374286,0.936,1.8863207361241923,10.558842672314627,7.349394811522174,1.947666168871537,0.14813216626290618,4.225527394581783,0.5689374082397625,0.938,2.0936096440354084,12.965539803276666,7.727253714265159,3.3664889427763507,0.8080402848781942,0.434,1.3272302184034883,10000.0
77,2,"[77.0, 2.0]",smooth,smooth,4.076440837918264,3.6643475177304965,4.076440837918264,1.4826240320066457,0.8,1.2,1.3979026587491232,1.1183221269992987,1.6774831904989478,1.1183221269992987,0.010117948238625782,500,200,200,10000,7000,3000,1,4.192238021763955,0.49904736422841045,0.926,1.838060634282906,8.53332602143885,5.5300547035376955,1.7430943662618663,0.1474267708063148,4.211114237877859,0.5538289302484387,0.936,2.0612880105470657,10.643025902751758,6.013122471939711,3.3301161800299237,0.81879296606735,0.404,1.272644457105586,10000.0
78,2,"[78.0, 2.0]",smooth,smooth,4.0618871114840305,3.673908491343776,4.0618871114840305,1.5249847186354069,0.8,1.2,1.5461650619497875,1.2369320495598302,1.855398074339745,1.2369320495598302,0.010117948238625782,500,200,200,10000,7000,3000,1,4.179156970095782,0.4684399928807688,0.958,1.8564728358730496,9.809727837653694,6.281048685840366,1.8565780658874507,0.12847552314130445,4.1716620241651725,0.5119418889963123,0.952,2.0684444337832413,12.095668429974546,6.719552766489463,3.3319423602797045,0.8001681520051988,0.412,1.30441047993853,10000.0
79,2,"[79.0, 2.0]",smooth,smooth,4.047965960444721,3.6528319783197833,4.047965960444721,1.5673454052641682,0.8,1.2,1.7367881517792134,1.3894305214233709,2.084145782135056,1.3894305214233709,0.010117948238625782,500,200,200,10000,7000,3000,1,4.131407315537588,0.45908812936838067,0.926,1.7669687290365796,10.369738858734163,7.002838423334622,2.0119350066914796,0.1209964561482663,4.129345007040594,0.5181306598532056,0.934,1.98137942108175,12.911840680314365,7.358215150521306,3.348224978049211,0.7746510561992133,0.426,1.295302988001681,10000.0
80,2,"[80.0, 2.0]",smooth,smooth,4.034632708558937,3.1195650623885918,4.034632708558937,1.6097060918929296,0.8,1.2,1.6097060918929296,1.2877648735143437,1.9316473102715155,1.2877648735143437,0.00921034984663358,500,200,200,10000,7000,3000,1,4.157643626581547,0.5278065068755176,0.918,1.8204875242289114,9.421433608178603,7.250048296552856,1.7902114365031223,0.1510610000669784,4.140512026302718,0.5476151376086241,0.938,2.020611925562503,11.55346370523797,7.534001647535145,3.3400008399792998,0.7785499865334702,0.418,1.2918519695517878,10000.0
81,2,"[81.0, 2.0]",smooth,smooth,4.021846654744076,3.1515466666666665,4.021846654744076,1.652066778521691,0.8,1.2,1.7367881517792136,1.389430521423371,2.084145782135056,1.389430521423371,0.00921034984663358,500,200,200,10000,7000,3000,1,4.16227054336037,0.49077493422445584,0.956,1.8387789344340644,10.383654329077615,7.242635235828505,1.8717196574725616,0.12113308227869994,4.159710185954735,0.544603745695271,0.948,2.053962434732225,12.77507900311892,7.56569180828452,3.3733474413358744,0.7297334021199894,0.468,1.3310985434299778,10000.0
82,2,"[82.0, 2.0]",smooth,smooth,4.0095706855799635,2.926660962566845,4.0095706855799635,1.694427465150452,0.8,1.2,1.694427465150452,1.3555419721203616,2.0333129581805425,1.3555419721203616,0.00921034984663358,500,200,200,10000,7000,3000,1,4.112744113429958,0.48003847080720624,0.948,1.7848179086668834,8.850424985520949,6.041310891151134,1.7241766427634166,0.1237399835215754,4.099127361641378,0.5252390641196353,0.934,1.9866504779327665,10.925720461117358,6.404036285268626,3.3229225882096034,0.7672021965881825,0.426,1.274439771725293,10000.0
83,2,"[83.0, 2.0]",smooth,smooth,3.9977709352061996,2.9519653937947496,3.9977709352061996,1.7367881517792134,0.8,1.2,1.6732471218360716,1.3385976974688574,2.007896546203286,1.3385976974688574,0.00921034984663358,500,200,200,10000,7000,3000,1,4.129631624888013,0.4999928767994772,0.926,1.7853733918116854,8.222118276211553,5.617830928747536,1.6309636605677311,0.13107743436436933,4.126989539126748,0.5458722490598227,0.946,1.9997730663603954,10.283898791486903,5.991040468587569,3.3486828536213817,0.7325980263462214,0.448,1.2970214752606803,10000.0
84,2,"[84.0, 2.0]",smooth,smooth,3.9864164836011415,3.02210296010296,3.9864164836011415,1.7791488384079748,0.8,1.2,1.9062308982942588,1.524984718635407,2.2874770779531106,1.524984718635407,0.00921034984663358,500,200,200,10000,7000,3000,1,4.064000950299972,0.46135930745985915,0.924,1.717566223708191,9.175377604089006,5.8351152945413025,1.829835875115968,0.10066737114576135,4.060730114501659,0.5079698447852351,0.94,1.9277036939608188,11.547728536691043,6.386393159751214,3.3360071579156747,0.7362193118707638,0.484,1.290122345250418,10000.0
85,2,"[85.0, 2.0]",smooth,smooth,3.9754790861617724,3.158168956043956,3.9754790861617724,1.8215095250367361,0.8,1.2,1.9485915849230202,1.5588732679384163,2.3383099019076243,1.5588732679384163,0.00921034984663358,500,200,200,10000,7000,3000,1,4.061246033908292,0.4724053989430728,0.918,1.6902716057310545,8.785407255413917,5.433746439280677,1.8077237948979148,0.11025222456181555,4.057002439333687,0.5227034401038141,0.912,1.9078215203806028,11.122512402025583,5.900440712559369,3.341391397073521,0.7263685067309944,0.486,1.277855791675559,10000.0
86,2,"[86.0, 2.0]",smooth,smooth,3.964932928160249,3.224653208137715,3.964932928160249,1.8638702116654973,0.8,1.2,1.9274112416086393,1.5419289932869116,2.3128934899303673,1.5419289932869116,0.00921034984663358,500,200,200,10000,7000,3000,1,4.1223279793744645,0.4941666776206672,0.944,1.7997962956642215,9.429533172500316,6.654371822958467,1.7124470578077158,0.1147526687749054,4.1270790249640745,0.5463637270478048,0.94,2.0082829536108817,11.70511939278644,7.094904158876586,3.38201349392328,0.6775429870993497,0.544,1.3313848766109695,10000.0
