age,sex,x0_raw,theta0_mode,theta0_source,theta0,theta0_obs,theta0_smooth,ell_oracle,c_min,c_max,ell0_hat,ell_low,ell_high,ell_star,lambda_hat,lambda_1,lambda_2,den_u,R,B_inner,B,n_label,n_pilot,N_unlab_total,N_t_full,N_use,age_bin_width,PPCI_theta_mean,PPCI_theta_rmse,PPCI_coverage,PPCI_avg_ci_width,PPCI_sigma2_Y_minus_f_mean,PPCI_sigma2_f_mean,PPCI_sigma2_Y_minus_f_std,PPCI_sigma2_f_std,PPCI_sigma2_Y_minus_A_mean,PPCI_sigma2_A_mean,PPCI_sigma2_Y_minus_A_std,PPCI_sigma2_A_std,LO_theta_mean,LO_theta_rmse,LO_coverage,LO_avg_ci_width,LO_sigma2_Y_mean,LO_sigma2_Y_std,PPI_theta_mean,PPI_theta_rmse,PPI_coverage,PPI_avg_ci_width,scale_y
90,1,"[90.0, 1.0]",smooth,smooth,6.399565768644429,4.980862831858406,6.399565768644429,2.2277601462805627,0.8,1.2,2.3151232892719573,1.852098631417566,2.7781479471263486,1.852098631417566,0.0061402332310890526,0.0061402332310890526,0.0061402332310890526,0.45965471953077797,5,200,1000,300,300,10000,10000,10000,1,6.727849543362601,0.682079950951262,0.937,2.2513811792132956,21.858203485840093,3.6083199378231345,10.354714677583907,0.1090871518767625,21.858203485840093,3.6083199378231345,10.354714677583907,0.1090871518767625,6.661029107311526,0.7273513419380313,0.934,2.5642972178716112,28.2039814463074,11.404817677826625,5.350446030956428,1.1323628805318895,0.327,1.6291042543599699,10000.0
91,1,"[91.0, 1.0]",smooth,smooth,6.3827777168034565,nan,6.3827777168034565,2.27144171777626,0.8,1.2,2.3588048607676546,1.8870438886141239,2.8305658329211854,1.8870438886141239,0.0061402332310890526,0.0061402332310890526,0.0061402332310890526,0.45832907561766395,5,200,1000,300,300,10000,10000,10000,1,6.683719269016829,0.6667374870631614,0.944,2.2371275815268947,21.376117493299333,3.49569855282696,9.619620111049338,0.08160965794061423,21.376117493299333,3.49569855282696,9.619620111049338,0.08160965794061423,6.653128544122294,0.7253537525923971,0.944,2.5371913358931626,27.62978665900643,10.780712186067813,5.322263234681124,1.146539901706688,0.313,1.624187809736364,10000.0
92,1,"[92.0, 1.0]",smooth,smooth,6.366473916996395,nan,6.366473916996395,2.3151232892719573,0.8,1.2,2.402486432263352,1.9219891458106817,2.882983718716022,1.9219891458106817,0.0061402332310890526,0.0061402332310890526,0.0061402332310890526,0.457794095917763,5,200,1000,300,300,10000,10000,10000,1,6.597472826652872,0.6388691999166431,0.941,2.2094402210500705,20.786020886554105,3.4320429638448138,9.174468849209896,0.07063257941649198,20.786020886554105,3.4320429638448138,9.174468849209896,0.07063257941649198,6.600384293935136,0.7140691536882166,0.935,2.521328408900725,26.956488135643784,10.271988590544485,5.29062248375441,1.1609173857679984,0.314,1.6153718349956294,10000.0
93,1,"[93.0, 1.0]",smooth,smooth,6.350633471838758,nan,6.350633471838758,2.3588048607676546,0.8,1.2,2.446168003759049,1.9569344030072395,2.935401604510859,1.9569344030072395,0.0061402332310890526,0.0061402332310890526,0.0061402332310890526,0.4549611183047356,5,200,1000,300,300,10000,10000,10000,1,6.548093864018846,0.5909482734400987,0.951,2.2164161769476673,20.639969362259283,3.356149245154256,9.051223367464292,0.09516437525305914,20.639969362259283,3.356149245154256,9.051223367464292,0.09516437525305914,6.602983222835956,0.6896331004592446,0.94,2.51987886238388,26.788386335817066,10.156112542349796,5.23795840230915,1.1856410014764225,0.272,1.6196958174408298,10000.0
94,1,"[94.0, 1.0]",smooth,smooth,6.335236742370897,5.029924915445322,6.335236742370897,2.402486432263352,0.8,1.2,2.4898495752547465,1.9918796602037974,2.9878194903056956,1.9918796602037974,0.0061402332310890526,0.0061402332310890526,0.0061402332310890526,0.45087834836361457,5,200,1000,300,300,10000,10000,10000,1,6.635925117340749,0.6572225754061549,0.943,2.2155128026872917,20.262077282252925,3.347954324138458,8.893023704042632,0.0507698174526561,20.262077282252925,3.347954324138458,8.893023704042632,0.0507698174526561,6.59662639715351,0.7033615524902973,0.949,2.5149069448859276,26.246216135023076,9.883184680442252,5.314540131904055,1.107965776630832,0.347,1.6204895372606294,10000.0
95,1,"[95.0, 1.0]",smooth,smooth,6.320265248160409,nan,6.320265248160409,2.446168003759049,0.8,1.2,2.5335311467504438,2.026824917400355,3.0402373761005324,2.026824917400355,0.0061402332310890526,0.0061402332310890526,0.0061402332310890526,0.45238186948846754,5,200,1000,300,300,10000,10000,10000,1,6.558764486168129,0.6122748700883487,0.954,2.217248665950087,20.48859837810696,3.275290446692966,9.342809958440386,0.07262511079432658,20.48859837810696,3.275290446692966,9.342809958440386,0.07262511079432658,6.586283546061668,0.6919671393572276,0.944,2.5237487193163974,26.53664837626265,10.457830397370142,5.267048920469957,1.1301212523888053,0.32,1.6282214193418934,10000.0
96,1,"[96.0, 1.0]",smooth,smooth,6.305701577498613,nan,6.305701577498613,2.4898495752547465,0.8,1.2,2.577212718246141,2.061770174596913,3.092655261895369,2.061770174596913,0.0061402332310890526,0.0061402332310890526,0.0061402332310890526,0.45062495526668583,5,200,1000,300,300,10000,10000,10000,1,6.523000479691424,0.618048839741495,0.938,2.170719957184947,19.40037900976331,3.2524548200572796,8.399217472910301,0.06972164802514107,19.40037900976331,3.2524548200572796,8.399217472910301,0.06972164802514107,6.512165516413975,0.6891650309710781,0.937,2.4736002379907265,25.354214500562563,9.446219862390087,5.2615816165250715,1.1272402081644965,0.308,1.6044846614920543,10000.0
97,1,"[97.0, 1.0]",smooth,smooth,6.291529308079702,nan,6.291529308079702,2.5335311467504438,0.8,1.2,2.6208942897418384,2.096715431793471,3.145073147690206,2.096715431793471,0.0061402332310890526,0.0061402332310890526,0.0061402332310890526,0.4526557445918556,5,200,1000,300,300,10000,10000,10000,1,6.5429524534073575,0.6142773185846133,0.952,2.200023263200675,20.08653996175459,3.2716977220236223,8.61433506923612,0.08139350410745114,20.08653996175459,3.2716977220236223,8.61433506923612,0.08139350410745114,6.5674761857469655,0.6959398195861304,0.95,2.5213111783726343,26.107735641013157,9.59099247031804,5.307299996696752,1.0695002670195002,0.371,1.6382013019738646,10000.0
98,1,"[98.0, 1.0]",smooth,smooth,6.277732934543818,nan,6.277732934543818,2.577212718246141,0.8,1.2,2.6645758612375356,2.1316606889900287,3.1974910334850426,2.1316606889900287,0.0061402332310890526,0.0061402332310890526,0.0061402332310890526,0.45108444051397106,5,200,1000,300,300,10000,10000,10000,1,6.509378606048009,0.601674101105507,0.951,2.1365488397182135,18.828350380351868,3.2708270558498755,8.214321142523497,0.03638787447540977,18.828350380351868,3.2708270558498755,8.214321142523497,0.03638787447540977,6.5073749814328,0.6786046012897851,0.942,2.4552743734227924,24.662518113116494,9.347356214357578,5.29721211880969,1.0631675508148193,0.35,1.6040673656204154,10000.0
99,1,"[99.0, 1.0]",smooth,smooth,6.264297801445153,nan,6.264297801445153,2.6208942897418384,0.8,1.2,2.708257432733233,2.1666059461865865,3.2499089192798793,2.1666059461865865,0.0061402332310890526,0.0061402332310890526,0.0061402332310890526,0.448323316218781,5,200,1000,300,300,10000,10000,10000,1,6.464133258879568,0.5815753677561994,0.949,2.144119533568277,18.743227324709487,3.1648851866263352,8.130092056624052,0.04801415133605328,18.743227324709487,3.1648851866263352,8.130092056624052,0.04801415133605328,6.485025636854119,0.6615310077796643,0.945,2.4604190062092615,24.554222036423745,9.128264399939932,5.258326989781503,1.0866992125787203,0.346,1.6015817252666846,10000.0
100,1,"[100.0, 1.0]",smooth,smooth,6.251210041572009,nan,6.251210041572009,2.6645758612375356,0.8,1.2,2.7519390042289302,2.2015512033831444,3.302326805074716,2.2015512033831444,0.0061402332310890526,0.0061402332310890526,0.0061402332310890526,0.44732626505854506,5,200,1000,300,300,10000,10000,10000,1,6.506220930914382,0.6167282732554836,0.95,2.147927232120675,18.70854371711479,3.1706369445319798,8.006150596313928,0.08923280754465124,18.70854371711479,3.1706369445319798,8.006150596313928,0.08923280754465124,6.50276163023689,0.6877579944450832,0.951,2.4593563914824297,24.456923367585468,8.997525967267798,5.3053459100493265,1.0371754623698648,0.37,1.6139007818191697,10000.0
70,2,"[70.0, 2.0]",smooth,smooth,4.200841915640373,3.9294243219597553,4.200841915640373,1.1860992256053164,0.8,1.2,1.2284599122340778,0.9827679297872622,1.4741518946808934,0.9827679297872622,0.006745298825750516,0.006745298825750516,0.006745298825750516,0.45529941920861805,5,200,1000,300,300,10000,10000,10000,1,4.287320575303958,0.42395648828155946,0.926,1.565658714093068,10.578329459367321,2.1296732238499385,5.873163650612009,0.12666642218925664,10.578329459367321,2.1296732238499385,5.873163650612009,0.12666642218925664,4.284072748314184,0.46404312381653373,0.929,1.7536907104368848,13.166636207781794,6.304510722950592,3.317854599879124,0.9260642605815895,0.171,1.0566512343374161,10000.0
71,2,"[71.0, 2.0]",smooth,smooth,4.180170525487306,4.034404478323011,4.180170525487306,1.2284599122340778,0.8,1.2,1.2708205988628392,1.0166564790902715,1.5249847186354069,1.0166564790902715,0.006745298825750516,0.006745298825750516,0.006745298825750516,0.45732086883751205,5,200,1000,300,300,10000,10000,10000,1,4.30060950861185,0.4424360056768002,0.927,1.5925147399267212,11.051261229566398,2.117908964131124,6.1934992198451315,0.13127054884981346,11.051261229566398,2.117908964131124,6.1934992198451315,0.13127054884981346,4.308719290969705,0.48624572646575737,0.939,1.7817774702096052,13.687441045166404,6.64267764211023,3.346749253136223,0.8814986547940603,0.228,1.0757988107570393,10000.0
72,2,"[72.0, 2.0]",smooth,smooth,4.160599118732095,3.921609744990892,4.160599118732095,1.2708205988628392,0.8,1.2,1.3131812854916005,1.0505450283932805,1.5758175425899206,1.0505450283932805,0.006745298825750516,0.006745298825750516,0.006745298825750516,0.4570681236027355,5,200,1000,300,300,10000,10000,10000,1,4.226358276359344,0.415638291205641,0.927,1.5577270116903164,10.615780687172759,2.050281536316575,6.268782791912209,0.12084288578993138,10.615780687172759,2.050281536316575,6.268782791912209,0.12084288578993138,4.256676541000839,0.46867650803285055,0.94,1.7421752129565256,13.171341422372372,6.670630901903723,3.321882204389166,0.8834986531037108,0.202,1.0727280951899363,10000.0
73,2,"[73.0, 2.0]",smooth,smooth,4.14203991040899,3.9119018441403925,4.14203991040899,1.3131812854916003,0.8,1.2,1.3555419721203616,1.0844335776962895,1.6266503665444338,1.0844335776962895,0.006745298825750516,0.006745298825750516,0.006745298825750516,0.4603317753132689,5,200,1000,300,300,10000,10000,10000,1,4.23992279458682,0.4223945343277847,0.934,1.5347088722650506,10.388687433319095,2.0678703317528533,5.833677462717912,0.12323013581684489,10.388687433319095,2.0678703317528533,5.833677462717912,0.12323013581684489,4.231380783644962,0.4661982123697956,0.931,1.7245355286210424,12.947934745708018,6.283088106678427,3.3277250139931813,0.862768431838504,0.21,1.0642351368701806,10000.0
74,2,"[74.0, 2.0]",smooth,smooth,4.124413335208498,3.910886670581327,4.124413335208498,1.3555419721203616,0.8,1.2,1.397902658749123,1.1183221269992984,1.6774831904989476,1.1183221269992984,0.006745298825750516,0.006745298825750516,0.006745298825750516,0.459243171286771,5,200,1000,300,300,10000,10000,10000,1,4.239956336404807,0.4055427568016071,0.946,1.514475320016959,9.998015884933043,2.0366819738410484,5.209193053408771,0.10756237094164375,9.998015884933043,2.0366819738410484,5.209193053408771,0.10756237094164375,4.222573831042262,0.44824305681415605,0.947,1.6968408477012709,12.496332982103864,5.624200258253507,3.3518220844923796,0.8178694027609333,0.234,1.0526008008231216,10000.0
75,2,"[75.0, 2.0]",smooth,smooth,4.107647254415031,3.766169981000633,4.107647254415031,1.397902658749123,0.8,1.2,1.4402633453778844,1.1522106763023074,1.7283160144534613,1.1522106763023074,0.006745298825750516,0.006745298825750516,0.006745298825750516,0.45975241416226587,5,200,1000,300,300,10000,10000,10000,1,4.203333189785417,0.4135142597778013,0.943,1.5353073478538148,10.383273168115334,2.002248167374501,5.9279797691562885,0.11678841828626095,10.383273168115334,2.002248167374501,5.9279797691562885,0.11678841828626095,4.213397690932191,0.4641503926074992,0.944,1.7180343491188712,12.842151214084549,6.2651534087601926,3.337040297854083,0.8184201486134741,0.26,1.0721594033117803,10000.0
