setting,method,tuning_decisions,fallback_rate,boundary_rate,lambda_factor_mean,h_factor_mean,k_target_mean_mean,R_MB_mean_mean,R_GH_mean_mean,gh_gamma_eff_mean_mean,edge_score_mean_mean,A_score_mean_mean,M2_lambda_min_mean_mean,pc_ratio_mean_mean,J_w_mean_mean,sw_proxy_mean_mean,op_score_mean,loc_score_mean
base_q0.9_s1,LO,1000,0.0,1.0,,,4681.966,0.1012525898083806,0.0942838260442591,0.25,0.8415963057941835,7048.905240634277,-0.0031964894259781,1.1218204780912069,1.0026979898408712,5.635784586882836,,
base_q0.9_s1,PPCI,1000,0.0,1.0,0.0286940537056015,1.1999249999999997,4681.966,0.1012525898083806,0.0942838260442591,0.25,0.8415963057941835,7048.905240634277,-0.0031964894259781,1.1218204780912069,1.0026979898408712,5.635784586882836,2.7800426148402093,1.0728327642409228
base_q0.9_s1,PPI,1000,0.0,0.0,,,,,,,,,,,,,,
base_q0.9_s1,LO,300,0.0,1.0,,,4690.428333333333,0.1282706315537309,0.0951436307647726,0.25,0.8628583554170445,4969.200739501664,-0.0001553371383748,1.146477638726161,1.0034000436753023,5.516518956802891,,
base_q0.9_s1,PPCI,300,0.0,1.0,0.0305859487949984,1.2,4690.428333333333,0.1282706315537309,0.0951436307647726,0.25,0.8628583554170445,4969.200739501664,-0.0001553371383748,1.146477638726161,1.0034000436753023,5.516518956802891,2.54590893517497,1.0152045237299312
base_q0.9_s1,PPI,300,0.0,0.0,,,,,,,,,,,,,,
base_q0.9_s1,LO,1000,0.0,1.0,,,4673.1975,0.0552521522058464,0.094163033371336,0.25,0.7948761152408899,5018.4562656878425,-0.0082676735355861,1.1145296403983405,1.000819830776342,5.839333308583748,,
base_q0.9_s1,PPCI,1000,0.0,1.0,0.0281765866551949,1.1999999999999995,4673.1975,0.0552521522058464,0.094163033371336,0.25,0.7948761152408899,5018.4562656878425,-0.0082676735355861,1.1145296403983405,1.000819830776342,5.839333308583748,3.13626886557951,1.154863477464873
base_q0.9_s1,PPI,1000,0.0,0.0,,,,,,,,,,,,,,
base_q0.9_s1,LO,1000,0.0,1.0,,,4676.5235,0.0664218543998367,0.0942346570014925,0.25,0.8142856850462367,6739.14856111345,-0.0052502583643655,1.1187683854350718,1.001610618166964,5.756041548280535,,
base_q0.9_s1,PPCI,1000,0.0,1.0,0.0284722821125701,1.1999249999999997,4676.5235,0.0664218543998367,0.0942346570014925,0.25,0.8142856850462367,6739.14856111345,-0.0052502583643655,1.1187683854350718,1.001610618166964,5.756041548280535,2.988003368296289,1.1199930704866152
base_q0.9_s1,PPI,1000,0.0,0.0,,,,,,,,,,,,,,
base_q0.9_s1,LO,1000,0.0,1.0,,,4679.8585,0.0845710625839661,0.0940386103508527,0.25,0.8319800714203981,6830.9227540068,-0.003136497838174,1.1177668165993129,1.0023751794215634,5.666830053721311,,
base_q0.9_s1,PPCI,1000,0.0,1.0,0.0283815573699663,1.1996999999999998,4679.8585,0.0845710625839661,0.0940386103508527,0.25,0.8319800714203981,6830.9227540068,-0.003136497838174,1.1177668165993129,1.0023751794215634,5.666830053721311,2.861287042169117,1.0861896767350745
base_q0.9_s1,PPI,1000,0.0,0.0,,,,,,,,,,,,,,
base_q0.9_s1,LO,1000,0.0,1.0,,,4682.2385,0.1026541364213859,0.0943529455135335,0.25,0.8428055136367308,7452.365231859945,-0.0035788151705408,1.1231772016121886,1.0027410739704052,5.630048381138669,,
base_q0.9_s1,PPCI,1000,0.0,1.0,0.0287948589751612,1.1999749999999998,4682.2385,0.1026541364213859,0.0943529455135335,0.25,0.8428055136367308,7452.365231859945,-0.0035788151705408,1.1231772016121886,1.0027410739704052,5.630048381138669,2.768364987289799,1.0698144532360925
base_q0.9_s1,PPI,1000,0.0,0.0,,,,,,,,,,,,,,
base_q0.9_s1,LO,250,0.0,1.0,,,4690.908,0.1305712057150754,0.0952641767149673,0.25,0.8639697172113194,4677.67799574171,0.000623408245845,1.140276367892234,1.0035446791996756,5.495054063757152,,
base_q0.9_s1,PPCI,250,0.0,1.0,0.0301040530106728,1.2,4690.908,0.1305712057150754,0.0952641767149673,0.25,0.8639697172113194,4677.67799574171,0.000623408245845,1.140276367892234,1.0035446791996756,5.495054063757152,2.5452154147464454,1.0122737080768682
base_q0.9_s1,PPI,250,0.0,0.0,,,,,,,,,,,,,,
