x0_1,x0_2,x0_3,theta0,c_min,c_max,ell0_hat,ell_low,ell_high,ell_star,lambda_hat,B,n_label,n_pilot,N_unlab_total,N_t_full,N_use,PPCI_theta_mean,PPCI_theta_rmse,PPCI_coverage,PPCI_avg_ci_width,PPCI_sigma2_Y_minus_A_mean,PPCI_sigma2_A_mean,PPCI_sigma2_Y_minus_A_std,PPCI_sigma2_A_std,LO_theta_mean,LO_theta_rmse,LO_coverage,LO_avg_ci_width,LO_sigma2_Y_mean,LO_sigma2_Y_std,PPI_theta_mean,PPI_theta_rmse,PPI_coverage,PPI_avg_ci_width
0.7333333333333333,0.7,0.85,-1.4018547289742707,0.01,0.1,2.317140248607389,0.02317140248607389,0.23171402486073892,0.23171402486073892,0.004663016734416099,500,200,200,7000,5000,2000,-1.204003793387787,0.5246857302784164,0.928,1.9449959551569984,0.000259281396436328,0.0009534622944445365,0.0002856448659567781,0.00031838123139070197,-1.1523267342350005,0.7454698929122868,0.814,2.1590343818320727,0.0005240949176086826,0.0006185151051677918,-0.0044230095675827025,1.4002944221397613,0.0,0.33528150490294134
0.7333333333333333,0.7166666666666667,0.7,-1.4224372677832537,0.01,0.1,2.099306594033133,0.02099306594033133,0.2099306594033133,0.20993065940331332,0.004451075427225196,500,200,200,7000,5000,2000,-1.2236184501416154,0.5898335337373584,0.934,2.006598182663093,0.00016361959473799458,0.0006475816577908827,0.00020883263486982907,0.0002318321975986747,-1.1691876336408549,0.7975157025655717,0.784,2.2585786939819528,0.0003235934566940192,0.00036320859629738604,0.00756203491164257,1.4327500024665292,0.0,0.33589915661704417
0.7333333333333333,0.7166666666666667,0.7166666666666667,-1.4332737015587147,0.01,0.1,2.1233018955790754,0.021233018955790755,0.21233018955790756,0.21233018955790756,0.004451075427225196,500,200,200,7000,5000,2000,-1.2154490404158822,0.6059556794916474,0.922,2.0787103476080486,0.0002046303242133581,0.0007335127972488153,0.00023056215296108766,0.00030146207637968037,-1.2955698448809074,0.7916541519621053,0.834,2.339832835967285,0.00043147819952603453,0.0004930219834499323,-0.002620997000313681,1.4332327253703763,0.0,0.33518432302448764
0.7333333333333333,0.7166666666666667,0.7333333333333333,-1.4398234194125017,0.01,0.1,2.158071282640694,0.02158071282640694,0.21580712826406942,0.21580712826406942,0.004451075427225196,500,200,200,7000,5000,2000,-1.212800204346953,0.6091824804346614,0.922,2.0176418246727104,0.00021336985709491084,0.0008296575806136823,0.0002411195334101187,0.00031446203121858707,-1.22115429142452,0.7947563154745245,0.808,2.34465234132641,0.0004943459367895109,0.0006075789820443939,-0.00076499675767256,1.4416950944913791,0.0,0.3369110104587741
0.7333333333333333,0.7166666666666667,0.75,-1.4420146612651925,0.01,0.1,2.1808003454679175,0.021808003454679176,0.21808003454679176,0.21808003454679176,0.004451075427225196,500,200,200,7000,5000,2000,-1.2491296641786138,0.5599231847253062,0.924,1.9598594958907674,0.00022053565610930664,0.000886800016261653,0.0002597697137601167,0.0003272864940498252,-1.1930561250088698,0.8102833379135427,0.81,2.312900578095176,0.0004892549932347762,0.0006277594756155208,-0.00308716739281604,1.4415368542403153,0.0,0.33453074035649105
0.7333333333333333,0.7166666666666667,0.7666666666666666,-1.4398234194125017,0.01,0.1,2.1845176843060123,0.021845176843060123,0.21845176843060124,0.21845176843060124,0.004451075427225196,500,200,200,7000,5000,2000,-1.2047471356444988,0.5971361560111004,0.892,1.9707632738761822,0.0002263181795042429,0.000872932517060751,0.0002677185133097959,0.00033490397296956,-1.2145992186062746,0.8021931306157079,0.832,2.2766121029428907,0.0004441049209887125,0.000519177862312309,0.005604454843924609,1.44796106534639,0.0,0.3360785834206131
0.7333333333333333,0.7166666666666667,0.7833333333333333,-1.4332737015587147,0.01,0.1,2.202547548265601,0.02202547548265601,0.2202547548265601,0.22025475482656007,0.004451075427225196,500,200,200,7000,5000,2000,-1.2047866521246469,0.5701231404179032,0.918,1.9486599916262635,0.00022409931534726957,0.0009240437780060833,0.00027064958831105696,0.00035130325283547876,-1.1834110252891155,0.7798614067497521,0.83,2.286663892506088,0.0004719101705481948,0.0004966276730283994,0.00015612203172032756,1.4359473756776024,0.0,0.3354637209470668
0.7333333333333333,0.7166666666666667,0.7999999999999999,-1.422437267783254,0.01,0.1,2.245591786568352,0.02245591786568352,0.2245591786568352,0.22455917865683522,0.004663016734416099,500,200,200,7000,5000,2000,-1.2283881233038958,0.5537957544370112,0.926,1.987213244684555,0.0002533959374111454,0.0009429951831817282,0.00028111504156026534,0.0003186102101685198,-1.2101565268395562,0.7352370825577319,0.83,2.2625541571047774,0.0005180621640298516,0.0005226530662361934,-0.0005068920762963631,1.4243866133020076,0.0,0.33463389835384655
0.7333333333333333,0.7166666666666667,0.8166666666666667,-1.4074328443222328,0.01,0.1,2.2833656104361912,0.022833656104361912,0.22833656104361913,0.2283365610436191,0.004663016734416099,500,200,200,7000,5000,2000,-1.1853304364255586,0.5911606702718335,0.912,1.9764255385480136,0.00028805410709219724,0.0010409315353707344,0.0003305081683469314,0.0003668927637120935,-1.2007378752515265,0.7395873804773281,0.826,2.1988733112106744,0.0005533181021895962,0.0005541086650906932,-0.0014453719207362927,1.408633466157803,0.0,0.3353741963273776
0.7333333333333333,0.7166666666666667,0.8333333333333333,-1.388424822778968,0.01,0.1,2.3164225957166016,0.023164225957166017,0.23164225957166018,0.23164225957166015,0.004663016734416099,500,200,200,7000,5000,2000,-1.1836264294334085,0.5564694689462621,0.924,1.9446008485236908,0.00029081642177401627,0.0010731872871331358,0.0003067159589446305,0.0003396524049072418,-1.1720965377000834,0.7463993950680161,0.832,2.2235663995855086,0.0005966983957872039,0.000708629682737479,0.0036974952039517846,1.3949794916324316,0.0,0.3351057664121015
0.7333333333333333,0.7166666666666667,0.85,-1.3656214590151714,0.01,0.1,2.3281465149891716,0.023281465149891715,0.23281465149891717,0.23281465149891717,0.004663016734416099,500,200,200,7000,5000,2000,-1.164237202058668,0.5870790673915081,0.924,1.9743148015515481,0.0003097355942136453,0.0010477573542486964,0.0003607741887568047,0.00035229138109094186,-1.1704063561367108,0.7918526115589659,0.832,2.271309799344162,0.0006159701345368653,0.0006850121601174267,-0.004535148385722903,1.3640450233253227,0.0,0.33541581650572627
0.7333333333333333,0.7333333333333333,0.7,-1.385683657142487,0.01,0.1,2.1240739148291605,0.021240739148291606,0.21240739148291607,0.2124073914829161,0.004451075427225196,500,200,200,7000,5000,2000,-1.2210828966937348,0.5960638727017173,0.922,2.0624367337526617,0.0001980598691612798,0.0007318105157066861,0.0002168761819698482,0.00026063899289819584,-1.1522353958331881,0.7556877919407043,0.832,2.2399430845753607,0.0003767709788891429,0.00045504837295975916,0.003669326758228835,1.3924765065494635,0.0,0.33666713708003876
0.7333333333333333,0.7333333333333333,0.7166666666666667,-1.396520090917948,0.01,0.1,2.1531402424257475,0.021531402424257474,0.21531402424257476,0.21531402424257473,0.004451075427225196,500,200,200,7000,5000,2000,-1.2098831839906445,0.5653227697116364,0.918,1.9859178884977757,0.0002097417228023782,0.0008048261643444063,0.0002610200773728691,0.00029987099482553015,-1.1850078159375312,0.7453747084902438,0.838,2.2091407719975407,0.00039457772028551164,0.0004474561498100571,-0.0013257418480952284,1.3976795580722998,0.0,0.3356117450730246
0.7333333333333333,0.7333333333333333,0.7333333333333333,-1.403069808771735,0.01,0.1,2.173874780342755,0.02173874780342755,0.2173874780342755,0.2173874780342755,0.004451075427225196,500,200,200,7000,5000,2000,-1.2239251128625952,0.6117429944533748,0.92,2.045097417996053,0.00025346029638416976,0.0009081866926841152,0.00033738719535973547,0.00032427533399319303,-1.1992795857226413,0.7627653177980674,0.84,2.334797207980143,0.0004846522157282895,0.0005493850994466347,-0.0016395700299925093,1.403948135575995,0.0,0.3372451817451889
0.7333333333333333,0.7333333333333333,0.75,-1.4052610506244256,0.01,0.1,2.1898061850800232,0.021898061850800232,0.21898061850800232,0.21898061850800235,0.004451075427225196,500,200,200,7000,5000,2000,-1.196448089792503,0.5740010000232801,0.914,2.0154432690364255,0.0002491102044404446,0.0009455926195770817,0.00028809630948784854,0.00037630989822455866,-1.1206160703710593,0.8073565350553995,0.79,2.2477290994355634,0.0005040505309785395,0.000611543706769833,-0.007705338632392712,1.4002547351957075,0.0,0.33542894841007737
0.7333333333333333,0.7333333333333333,0.7666666666666666,-1.403069808771735,0.01,0.1,2.230765806457675,0.02230765806457675,0.22307658064576752,0.22307658064576755,0.004451075427225196,500,200,200,7000,5000,2000,-1.1601744119237822,0.5592409635075708,0.916,1.9418106106881727,0.00025669124477194346,0.0010475054913778768,0.00028493192124506297,0.0003946721878850319,-1.1192825980324692,0.7581223364207893,0.822,2.195520715315441,0.0005153525105219241,0.0005600448953315566,0.0062856824378648285,1.4117594552465011,0.0,0.335275067783583
0.7333333333333333,0.7333333333333333,0.7833333333333333,-1.396520090917948,0.01,0.1,2.2381445188592153,0.022381445188592152,0.22381445188592153,0.22381445188592153,0.004451075427225196,500,200,200,7000,5000,2000,-1.1756169082634076,0.5859203429835141,0.926,2.003022622696848,0.0002833164130126028,0.0010670451064507171,0.00032724127408976616,0.0003990592556763176,-1.1463302984767214,0.8225752500161645,0.786,2.3296361948993463,0.0006070319009810725,0.0007978712752338744,0.002568955185097715,1.4020036748758031,0.0,0.3356150731982552
0.7333333333333333,0.7333333333333333,0.7999999999999999,-1.385683657142487,0.01,0.1,2.263312875174589,0.022633128751745887,0.2263312875174589,0.22633128751745887,0.004663016734416099,500,200,200,7000,5000,2000,-1.1470809636455945,0.5746517659667505,0.914,1.974628845136002,0.00028116506510021054,0.001032245210077645,0.0003198549577979449,0.0003391965605257168,-1.1180580235590418,0.7969180484580516,0.78,2.2545493197025244,0.0006056375202141327,0.0007282438072461392,0.005093697814241835,1.3936450201523818,0.0,0.33578975892334895
0.7333333333333333,0.7333333333333333,0.8166666666666667,-1.3706792336814662,0.01,0.1,2.2919438136542882,0.02291943813654288,0.22919438136542883,0.22919438136542886,0.004663016734416099,500,200,200,7000,5000,2000,-1.1240428286543072,0.5648460061613817,0.898,1.8824245208960433,0.0002548407370736734,0.0010573726794307855,0.00026649424678770565,0.00037924553777623045,-1.0669840560884423,0.8072733600937165,0.794,2.1842056497276308,0.0005911619857822162,0.0007257416441482937,0.002215791900150366,1.3755080106018818,0.0,0.3346214531848466
0.7333333333333333,0.7333333333333333,0.8333333333333333,-1.3516712121382013,0.01,0.1,2.314615786378015,0.023146157863780152,0.2314615786378015,0.23146157863780148,0.004663016734416099,500,200,200,7000,5000,2000,-1.2095586154000557,0.5414573762037712,0.948,1.9433016350106773,0.00030166672214400537,0.0010981505702977819,0.00035944724976415737,0.0003816429832925727,-1.1178894927527436,0.7572603336689183,0.816,2.1742211883993443,0.0005664959503672245,0.00058421019133379,-0.002834668624685685,1.3515026989598848,0.0,0.33557236017445496
0.7333333333333333,0.7333333333333333,0.85,-1.3288678483744047,0.01,0.1,2.335916591570897,0.023359165915708968,0.23359165915708968,0.23359165915708965,0.004663016734416099,500,200,200,7000,5000,2000,-1.1832491150781665,0.5430826789220772,0.94,2.016094276157576,0.00033492722042693723,0.0011581692335240444,0.0003472722414557629,0.00043261691854496446,-1.1930067722297504,0.7464889612234272,0.838,2.271166960050686,0.0006457181070920517,0.0006634015686674601,0.0031272461887871168,1.3349191447353697,0.0,0.33555100934832915
0.7333333333333333,0.75,0.7,-1.3488123860694217,0.01,0.1,2.148079620759548,0.02148079620759548,0.2148079620759548,0.2148079620759548,0.004451075427225196,500,200,200,7000,5000,2000,-1.170163995936927,0.5879186209019852,0.924,2.0535669673951684,0.0002204248521472401,0.0007958538519579996,0.0002442554063362932,0.00030719279666033945,-1.1450373168112709,0.7647583609095708,0.834,2.3427894362287196,0.0004682005264256865,0.0005382434764719002,-0.00023245099247584067,1.351149984780641,0.0,0.3372823086040071
0.7333333333333333,0.75,0.7166666666666667,-1.3596488198448824,0.01,0.1,2.178550118324452,0.02178550118324452,0.2178550118324452,0.2178550118324452,0.004451075427225196,500,200,200,7000,5000,2000,-1.1188205703861946,0.5565466968868035,0.916,1.943611882118654,0.00021770850813035203,0.0009102221903780134,0.00023354859338804438,0.0003443610842907837,-1.154393163594465,0.7990890751672605,0.792,2.315162343943874,0.00048804495114542087,0.0005507448440179272,0.0057344585450474625,1.368087749637889,0.0,0.3365120685783463
0.7333333333333333,0.75,0.7333333333333333,-1.3661985376986696,0.01,0.1,2.1839962768725067,0.021839962768725067,0.21839962768725069,0.21839962768725069,0.004451075427225196,500,200,200,7000,5000,2000,-1.1453958066589993,0.5957961995359614,0.914,1.9734023565697993,0.00023498941466783884,0.0009210333013400553,0.00030427031465899107,0.00034172282244273656,-1.1762937106083964,0.7632098413222331,0.85,2.2944021300923017,0.0005370970438385976,0.0007055863659010522,-0.00040328260249652845,1.3686210106606125,0.0,0.3349500207173313
0.7333333333333333,0.75,0.75,-1.3683897795513602,0.01,0.1,2.202762449737958,0.022027624497379578,0.2202762449737958,0.2202762449737958,0.004451075427225196,500,200,200,7000,5000,2000,-1.1382728556656712,0.6399626198068342,0.92,2.037150660157908,0.0002906447049245411,0.0010049739087030552,0.0003994524856660854,0.0003793390063804531,-1.119638572563705,0.8041027289235052,0.798,2.26599256006991,0.0005353999762882313,0.0006490635469190304,-0.00027115881149420497,1.3708723785055785,0.0,0.33616898076340784
0.7333333333333333,0.75,0.7666666666666666,-1.3661985376986696,0.01,0.1,2.2297759227074945,0.022297759227074946,0.22297759227074945,0.22297759227074948,0.004663016734416099,500,200,200,7000,5000,2000,-1.1635909645921023,0.5648127825490009,0.936,1.9689236910300492,0.0002553316899433279,0.000986273109652625,0.0002836283623188414,0.0003487553185325936,-1.178703427584906,0.7474910878048994,0.844,2.287492497309226,0.0005525642052851388,0.0006335891384182516,-0.0022145521740952632,1.3667751856407648,0.0,0.3364960847994827
0.7333333333333333,0.75,0.7833333333333333,-1.3596488198448824,0.01,0.1,2.259793640798379,0.02259793640798379,0.2259793640798379,0.2259793640798379,0.004663016734416099,500,200,200,7000,5000,2000,-1.1455488404634868,0.5536327393830861,0.93,1.9128040157309434,0.00026139813705623846,0.00106316298191821,0.00026442160297193744,0.00037890750446807224,-1.0667896898076819,0.7791105557789084,0.816,2.2491943410162394,0.0005785793906328689,0.0006769502305783922,0.005111516984299608,1.3675391947017241,0.0,0.33602671485452335
0.7333333333333333,0.75,0.7999999999999999,-1.3488123860694217,0.01,0.1,2.288447766401759,0.02288447766401759,0.2288447766401759,0.2288447766401759,0.004663016734416099,500,200,200,7000,5000,2000,-1.1349918637808234,0.5762435547556813,0.918,1.9573366198734783,0.00030138819973730865,0.0011150351430664496,0.00033268770868877403,0.00036445298802204333,-1.1254153189552658,0.7791133825776682,0.846,2.335020874843005,0.0006638989618936057,0.0006785794472707972,-0.0026039691139836895,1.348763988947893,0.0,0.33680302421004266
0.7333333333333333,0.75,0.8166666666666667,-1.3338079626084005,0.01,0.1,2.3173213947317315,0.023173213947317316,0.23173213947317317,0.23173213947317317,0.004663016734416099,500,200,200,7000,5000,2000,-1.151530354975957,0.5813364665624382,0.912,1.9309364893502348,0.00030868605617979375,0.0011748287291795335,0.00031174969458503375,0.0003958120798869465,-1.1239896116084096,0.7786403662741802,0.808,2.244130377710001,0.0006805233421590577,0.0007910260570639254,0.0047711569048820785,1.3412553960694475,0.0,0.3359285712299199
0.7333333333333333,0.75,0.8333333333333333,-1.3147999410651359,0.01,0.1,2.3395984311758276,0.023395984311758277,0.23395984311758278,0.23395984311758278,0.004663016734416099,500,200,200,7000,5000,2000,-1.0766684610983146,0.5803528764372086,0.916,1.942453970550632,0.00032639602899752694,0.0012195534515476013,0.0003589993091859984,0.0004019692595670754,-1.1251284078296504,0.7100400470822298,0.86,2.2740590679114288,0.000695832249467921,0.0008680072255680709,0.0017716626527851966,1.3195121472242157,0.0,0.3355706195689345
0.7333333333333333,0.75,0.85,-1.291996577301339,0.01,0.1,2.370374934833077,0.023703749348330774,0.23703749348330772,0.23703749348330772,0.004663016734416099,500,200,200,7000,5000,2000,-1.1066119270783004,0.5600474535005738,0.922,1.9110766037869193,0.0003267701079778712,0.0013477312640593063,0.0003395262862611723,0.0004782088700265069,-1.142627992665893,0.7175073433963716,0.854,2.2614442941469743,0.0007550211717703652,0.0008063651024995491,-0.0010066944704269492,1.2938217592580912,0.0,0.3352452239182711
0.7333333333333333,0.7666666666666666,0.7,-1.312227423925743,0.01,0.1,2.1967277425348204,0.021967277425348205,0.21967277425348206,0.21967277425348208,0.004451075427225196,500,200,200,7000,5000,2000,-1.0968422089920435,0.5792990808861233,0.92,1.9614152914075644,0.00023980261503471156,0.0008963166757108827,0.0002703928249681258,0.00030191343973011756,-1.0909014560130659,0.7797635688098001,0.82,2.2991711622064623,0.0005267992846861008,0.0006166539630778825,0.0023673050304810765,1.3175142893025402,0.0,0.33678617003583405
0.7333333333333333,0.7666666666666666,0.7166666666666667,-1.3230638577012037,0.01,0.1,2.1983440595877606,0.021983440595877608,0.21983440595877607,0.21983440595877604,0.004451075427225196,500,200,200,7000,5000,2000,-1.1189052394744616,0.5729167746951069,0.942,2.0116858284017107,0.0002618866634674135,0.0009891303949793116,0.0003183372192352114,0.00035229500822395643,-1.0723068896825316,0.7656530359189492,0.79,2.276186995523639,0.0005725293810391518,0.0006875209760287391,-0.0003305246262617792,1.325612162019212,0.0,0.33585274601933973
0.7333333333333333,0.7666666666666666,0.7333333333333333,-1.329613575554991,0.01,0.1,2.206791718153239,0.02206791718153239,0.22067917181532393,0.22067917181532395,0.004451075427225196,500,200,200,7000,5000,2000,-1.0976001453594193,0.5774630408408111,0.916,1.9166587602197127,0.0002411586368838475,0.0010070068139796473,0.00028813073301056923,0.00035405789856103457,-1.0822263365842433,0.8020550998475545,0.798,2.218649289589025,0.0005038626193617162,0.0005860922062224896,0.010690863267985183,1.3429254445763388,0.0,0.33592006204143454
0.7333333333333333,0.7666666666666666,0.75,-1.3318048174076815,0.01,0.1,2.2098295238388186,0.022098295238388185,0.22098295238388188,0.22098295238388185,0.004451075427225196,500,200,200,7000,5000,2000,-1.1154698791374857,0.5956814618683924,0.924,2.0110025050726232,0.00027168846557773686,0.0009862222732937298,0.0003328765850464669,0.0003651017952219826,-1.0785343731029724,0.8098567432915228,0.804,2.252205700074371,0.000521667320183989,0.0005903142678665104,0.0008018051650450208,1.3351639235934099,0.0,0.33579314913992275
0.7333333333333333,0.7666666666666666,0.7666666666666666,-1.329613575554991,0.01,0.1,2.225920119385308,0.022259201193853082,0.22259201193853084,0.22259201193853084,0.004663016734416099,500,200,200,7000,5000,2000,-1.1404942425040576,0.5653696501821194,0.924,1.9768987005134095,0.0002520948282943042,0.0009566516908170488,0.00028974661926449213,0.000343641103678134,-1.073327648345753,0.7802369040629075,0.826,2.166609687489794,0.0005041243277746005,0.0006055348852277646,-0.003075745778660822,1.3295901013360139,0.0,0.33456637410715095
0.7333333333333333,0.7666666666666666,0.7833333333333333,-1.3230638577012037,0.01,0.1,2.272012425586963,0.022720124255869632,0.22720124255869634,0.22720124255869634,0.004663016734416099,500,200,200,7000,5000,2000,-1.1173003826083372,0.5599171664566254,0.93,1.9154172433791559,0.00027454615212153176,0.0010983778862105242,0.0003417384701033141,0.0004050116827191826,-1.1131118150677162,0.7800475565115442,0.802,2.2559618632083587,0.0005970129958062998,0.0007447897823672927,0.00422666432402536,1.3297353640245124,0.0,0.3366153446998555
0.7333333333333333,0.7666666666666666,0.7999999999999999,-1.312227423925743,0.01,0.1,2.3039591324705215,0.023039591324705216,0.23039591324705216,0.2303959132470522,0.004663016734416099,500,200,200,7000,5000,2000,-1.1229331584384274,0.566225637009219,0.908,1.8998922382757286,0.00029228303344168286,0.0011291693916821793,0.0003505779711884823,0.0003893681197800324,-1.1017776438288276,0.7201214241956364,0.84,2.2636792138290036,0.0006284274847570615,0.0006640283029669803,0.0013251185342167471,1.3161265710324763,0.0,0.3365527335873759
0.7333333333333333,0.7666666666666666,0.8166666666666667,-1.2972230004647218,0.01,0.1,2.3493887517921905,0.023493887517921905,0.23493887517921908,0.2349388751792191,0.004663016734416099,500,200,200,7000,5000,2000,-1.041072886608785,0.5849270315105614,0.928,1.8961131985707627,0.0003350661049147737,0.0013277875108559226,0.00035497082609915205,0.00047192805838803284,-1.0597385342618357,0.725885203629177,0.828,2.156214331994393,0.0006643540487072142,0.0006936481933727524,0.00920786330560967,1.309302348298176,0.0,0.336113015532675
0.7333333333333333,0.7666666666666666,0.8333333333333333,-1.2782149789214572,0.01,0.1,2.3723841223136852,0.02372384122313685,0.23723841223136855,0.23723841223136857,0.004663016734416099,500,200,200,7000,5000,2000,-1.1072024339252073,0.5256749081791802,0.928,1.9320880180190332,0.0003600373330294728,0.0013106261914552957,0.0003972075408225167,0.00045392034241887024,-1.043436616607487,0.7670788800486215,0.822,2.2760768435011136,0.0007546010561999239,0.0008274095342456549,0.002864226551922527,1.284391326066649,0.0,0.3355313477349254
0.7333333333333333,0.7666666666666666,0.85,-1.2554116151576604,0.01,0.1,2.3948138835333763,0.023948138835333765,0.23948138835333765,0.23948138835333765,0.004663016734416099,500,200,200,7000,5000,2000,-1.115749405025436,0.5393789933435467,0.924,1.9076338393131578,0.0003588887449809808,0.0014418428204201028,0.00037101017040404847,0.00045824399053944094,-1.055834493383007,0.7801932341882442,0.81,2.2082514548851684,0.0007692974070935695,0.000830926088577824,-0.0009116043141915226,1.257824245365875,0.0,0.3366851071231589
0.7333333333333333,0.7833333333333333,0.7,-1.2763296032125921,0.01,0.1,2.227912687619785,0.02227912687619785,0.22279126876197852,0.2227912687619785,0.004663016734416099,500,200,200,7000,5000,2000,-1.057139887987514,0.5619637080570383,0.93,1.931426693812083,0.00024388883929948136,0.0009221908773301241,0.00025320560416157607,0.0003324438239114346,-1.0386901404363795,0.7711786863430345,0.83,2.312681755841875,0.0005183342491370474,0.0005543305285364712,0.002495525362977043,1.281561277390422,0.0,0.3357685126156784
0.7333333333333333,0.7833333333333333,0.7166666666666667,-1.2871660369880529,0.01,0.1,2.236832700230198,0.022368327002301982,0.2236832700230198,0.2236832700230198,0.004663016734416099,500,200,200,7000,5000,2000,-1.0695383528988707,0.5380866927307334,0.918,1.9247354486814425,0.00024780897444135955,0.000984371838216119,0.0002638676669094508,0.0003932633025811732,-1.089924969767935,0.764796192628982,0.822,2.270515567330738,0.0005875219033087391,0.0006968069179807078,0.007620255691526914,1.2975057377528945,0.0,0.33579914177958037
0.7333333333333333,0.7833333333333333,0.7333333333333333,-1.2937157548418399,0.01,0.1,2.2432722866886916,0.022432722866886915,0.22432722866886917,0.2243272286688692,0.004663016734416099,500,200,200,7000,5000,2000,-1.0778429948602415,0.5786977245919606,0.916,1.9825362034840186,0.0002748329521825813,0.0010261911778184647,0.0003082568673673982,0.0003626122364637824,-1.1012287536848107,0.7362742904929638,0.84,2.2830175072255483,0.0006073136256553932,0.0006819296490241423,0.0004190814714335662,1.2972655181541075,0.0,0.3368203491454852
0.7333333333333333,0.7833333333333333,0.75,-1.2959069966945307,0.01,0.1,2.2512090210629836,0.022512090210629835,0.22512090210629837,0.22512090210629837,0.004663016734416099,500,200,200,7000,5000,2000,-1.125562618835287,0.586697932807224,0.924,1.9655643700144523,0.00028017103719671566,0.0010140509835969752,0.00035347306146976665,0.0003749965155929361,-1.0637074130084023,0.7768330292044078,0.812,2.3397699891264745,0.000579357667695011,0.0007066130285361069,-0.00434781540442437,1.294505141644497,0.0,0.33467032394991464
0.7333333333333333,0.7833333333333333,0.7666666666666666,-1.29371575484184,0.01,0.1,2.253977875756574,0.02253977875756574,0.2253977875756574,0.22539778757565743,0.004663016734416099,500,200,200,7000,5000,2000,-1.11238171553289,0.5504581656573729,0.938,1.950108671976211,0.00027153312792089037,0.0010475592404767338,0.0003083862938711745,0.000367506252850871,-1.0544489562802306,0.7772832268132865,0.804,2.2228390732762677,0.0005623806576833809,0.0006833415528299192,-0.00399631970361366,1.292409217338231,0.0,0.33593646874952937
0.7333333333333333,0.7833333333333333,0.7833333333333333,-1.2871660369880529,0.01,0.1,2.2901305515665156,0.022901305515665157,0.22901305515665157,0.2290130551566516,0.004663016734416099,500,200,200,7000,5000,2000,-1.0519571530601743,0.5687018684637861,0.916,1.9627486787745074,0.0003083347601703453,0.0010962799248860995,0.00035270171089726805,0.00034991873430830866,-1.0783566123869446,0.7762020834482124,0.806,2.227698313715301,0.0005943354558765427,0.0006181871820433691,0.0017555908730210862,1.291849420097821,0.0,0.33621208420751386
0.7333333333333333,0.7833333333333333,0.7999999999999999,-1.2763296032125921,0.01,0.1,2.315310127716576,0.02315310127716576,0.23153101277165763,0.23153101277165763,0.004663016734416099,500,200,200,7000,5000,2000,-1.078118622500962,0.5776074725604675,0.928,1.9553649357266516,0.00032207035528896875,0.0011492965532298397,0.0003897222754101922,0.00036876605630430586,-1.0742237304335995,0.7151130352173085,0.866,2.263423352880385,0.0006988999372254878,0.0007698693440490188,-0.0007390331056052463,1.2782931852479387,0.0,0.3357293855952486
0.7333333333333333,0.7833333333333333,0.8166666666666667,-1.2613251797515712,0.01,0.1,2.353744455522775,0.02353744455522775,0.2353744455522775,0.23537444555227746,0.004663016734416099,500,200,200,7000,5000,2000,-1.0895480911971003,0.5467436734406022,0.93,1.9144433721550653,0.0003403578759233598,0.0012541139904883867,0.0003544847878643408,0.0003825393851028915,-1.0446059310716709,0.737419405699192,0.832,2.274024569890232,0.0007637986827082854,0.0008829781707915433,-0.0054769684858229865,1.25887923755256,0.0,0.33583172568853853
0.7333333333333333,0.7833333333333333,0.8333333333333333,-1.2423171582083063,0.01,0.1,2.3845013254291425,0.023845013254291426,0.23845013254291425,0.23845013254291425,0.004663016734416099,500,200,200,7000,5000,2000,-1.0420800543631117,0.5446706098109503,0.934,1.880660303687709,0.00033896642654665147,0.001347990391053625,0.0003510629709404859,0.0004258156616782787,-1.0739880572133367,0.7266757840211903,0.844,2.3122295949425724,0.0007906812121842798,0.0008778145093773786,-0.004484869617193591,1.240999901936244,0.0,0.33605977725060915
0.7333333333333333,0.7833333333333333,0.85,-1.2195137944445098,0.01,0.1,2.412263882420034,0.02412263882420034,0.24122638824200343,0.24122638824200343,0.004663016734416099,500,200,200,7000,5000,2000,-1.0511925618940658,0.5525970483226629,0.946,1.944207785469173,0.0004016786223808838,0.0014845763125280816,0.0004615183142002342,0.0004836011338801975,-1.028711511807625,0.7492039070007944,0.822,2.2244575544784992,0.0007802835526461428,0.0008911110648242858,0.0021905149340981137,1.2247722556542204,0.0,0.3346841982127359
0.7333333333333333,0.7999999999999999,0.7,-1.241512227965806,0.01,0.1,2.2601529922131482,0.022601529922131484,0.22601529922131483,0.22601529922131486,0.004663016734416099,500,200,200,7000,5000,2000,-1.0090739759374765,0.584373761885584,0.922,1.9078645557672258,0.00026641223296837397,0.0010364675956991895,0.0002835161618747662,0.00033983178149218766,-1.0181700801281728,0.6976496703814985,0.87,2.2413453986623573,0.0005703101624830554,0.0006334383429705417,0.004159945809808257,1.2483993542131018,0.0,0.3350997222924652
0.7333333333333333,0.7999999999999999,0.7166666666666667,-1.252348661741267,0.01,0.1,2.2660452974315506,0.022660452974315508,0.22660452974315506,0.22660452974315504,0.004663016734416099,500,200,200,7000,5000,2000,-1.0501374819502485,0.5755456508370801,0.93,1.9323763065243866,0.00028341795663503334,0.0010645791555329578,0.00032265346946660486,0.0003837898894184583,-1.0006471067532912,0.7517062978251856,0.828,2.197963974385776,0.0005948386595959834,0.000758782178143981,-0.003658410802962291,1.2515091341236095,0.0,0.335084466088212
