x0_1,x0_2,x0_3,theta0,c_min,c_max,ell0_hat,ell_low,ell_high,ell_star,lambda_hat,B,n_label,n_pilot,N_unlab_total,N_t_full,N_use,PPCI_theta_mean,PPCI_theta_rmse,PPCI_coverage,PPCI_avg_ci_width,PPCI_sigma2_Y_minus_A_mean,PPCI_sigma2_A_mean,PPCI_sigma2_Y_minus_A_std,PPCI_sigma2_A_std,LO_theta_mean,LO_theta_rmse,LO_coverage,LO_avg_ci_width,LO_sigma2_Y_mean,LO_sigma2_Y_std,PPI_theta_mean,PPI_theta_rmse,PPI_coverage,PPI_avg_ci_width
0.7,0.7333333333333333,0.75,-1.3120894334867956,0.01,0.1,2.164027570189289,0.02164027570189289,0.21640275701892892,0.21640275701892892,0.004451075427225196,500,200,200,7000,5000,2000,-1.1209486044696841,0.592346510192938,0.914,1.9904532724480732,0.00020162696295304274,0.0007787224509750812,0.0002556647026863786,0.00030331075617317155,-1.1432833011589105,0.7473072273371756,0.844,2.31263627684721,0.00042620831517337673,0.00048066729929739015,-0.004073967069258551,1.3105464772917834,0.0,0.334491495048702
0.7,0.7333333333333333,0.7666666666666666,-1.309898191634105,0.01,0.1,2.1719440706904116,0.021719440706904118,0.21719440706904117,0.21719440706904117,0.004451075427225196,500,200,200,7000,5000,2000,-1.1480730286573413,0.5720721057973069,0.932,1.9751645265290905,0.000200240846270009,0.0007807080685929827,0.000249898506927149,0.00028493807126585096,-1.1411449365231439,0.7729100482703563,0.814,2.26737852676699,0.0004253191447705982,0.00050583726619295,-0.0014944543926123349,1.3111650390825123,0.0,0.3360611400110206
0.7,0.7333333333333333,0.7833333333333333,-1.303348473780318,0.01,0.1,2.2067359235507236,0.022067359235507237,0.22067359235507236,0.22067359235507236,0.004451075427225196,500,200,200,7000,5000,2000,-1.0883451804439752,0.5642463628469253,0.93,1.9913524617064,0.0002214262524680933,0.00084627260872141,0.00024405063971329004,0.00031342568218417085,-1.105242555566927,0.7877898066748049,0.82,2.301877959615266,0.0004582203469129682,0.0005128356700598221,-0.0007480734505112325,1.3051909143318778,0.0,0.33560709749959217
0.7,0.7333333333333333,0.7999999999999999,-1.292512040004857,0.01,0.1,2.2244004178577654,0.022244004178577654,0.22244004178577656,0.22244004178577656,0.004451075427225196,500,200,200,7000,5000,2000,-1.1277296169971145,0.5823037993025655,0.938,1.965885968386658,0.0002273016412070442,0.0008333678442959898,0.0002672193763623898,0.00029085731251534346,-1.0940685534469021,0.8165140115332089,0.812,2.333104645294735,0.0005259639264473386,0.0006546244694439356,-0.001185741280605888,1.294337935744506,0.0,0.336240531926925
0.7,0.7333333333333333,0.8166666666666667,-1.2775076165438362,0.01,0.1,2.2307700293642667,0.02230770029364267,0.22307700293642668,0.2230770029364267,0.004451075427225196,500,200,200,7000,5000,2000,-1.1029466868950724,0.5647490727828466,0.926,1.988813103868364,0.00023325119391157922,0.000849066585390984,0.00027405621664274574,0.0003232957149477164,-1.1068164428382987,0.740641318766746,0.84,2.2805480652984835,0.0005199950962956758,0.0006301651529437275,-0.0031753475345822737,1.277383459165212,0.0,0.3355010544606738
0.7,0.7333333333333333,0.8333333333333333,-1.2584995950005713,0.01,0.1,2.2576403481575484,0.022576403481575486,0.22576403481575485,0.22576403481575483,0.004451075427225196,500,200,200,7000,5000,2000,-1.074891374672305,0.5675870394085825,0.92,1.9964168892579066,0.00024628371098245913,0.0008904283374139268,0.00028619531013814644,0.00031869246157448174,-1.128882882923115,0.7311666687556142,0.842,2.2465560354628114,0.0005067846075856561,0.0005868465837257665,0.00694554778282302,1.2682781679784396,0.0,0.3357264015078787
0.7,0.7333333333333333,0.85,-1.2356962312367747,0.01,0.1,2.2902750375879677,0.022902750375879678,0.22902750375879677,0.22902750375879677,0.004451075427225196,500,200,200,7000,5000,2000,-1.0931278418558545,0.5825551910153436,0.934,2.0502651998676242,0.0002750448609373096,0.000961081128552779,0.00029336863705872984,0.0003413799849638281,-0.9656212993891624,0.7750818486835037,0.816,2.2615842887990683,0.0005580042765860704,0.0006351205575107833,-0.0010018809434767064,1.2377617650856574,0.0,0.33489687561808423
0.7,0.75,0.7,-1.2542248742194781,0.01,0.1,2.151278007484645,0.02151278007484645,0.2151278007484645,0.21512780074846446,0.004451075427225196,500,200,200,7000,5000,2000,-1.0628278314654835,0.585471392244253,0.932,1.9716816859509867,0.00020096428425019517,0.0007446138318514934,0.0002691322821051022,0.00026138932025506623,-1.072517697326371,0.7366610860594259,0.836,2.2652343480116177,0.00042246603062015586,0.0004970594173656074,-0.004296007512389851,1.2528837089653482,0.0,0.33605973372388925
0.7,0.75,0.7166666666666667,-1.265061307994939,0.01,0.1,2.1412037108513173,0.021412037108513172,0.21412037108513174,0.21412037108513177,0.004451075427225196,500,200,200,7000,5000,2000,-1.1057094106785654,0.5707569779751814,0.94,2.0373496931914046,0.0002110233664535286,0.0007229022636406182,0.00033759109950636375,0.00027550824082692605,-1.035979713205602,0.7608142464678258,0.82,2.249665775591881,0.0003869001149758801,0.0004367216144123272,-0.004193502539186671,1.263786521145154,0.0,0.3346227114605688
0.7,0.75,0.7333333333333333,-1.271611025848726,0.01,0.1,2.1576414655303022,0.021576414655303022,0.21576414655303022,0.2157641465530302,0.004451075427225196,500,200,200,7000,5000,2000,-1.0968669893283678,0.5604682771664351,0.946,2.0419855197422536,0.00020589628695687965,0.0007794728088725003,0.0002266431416567822,0.0002836427586176164,-1.1132773838821373,0.7473182636011496,0.834,2.2177793822899776,0.00038184609250633736,0.0003817075808036611,0.0006343067190593236,1.2750456254263507,0.0,0.33582130102248947
0.7,0.75,0.75,-1.2738022677014167,0.01,0.1,2.18688655073178,0.0218688655073178,0.21868865507317803,0.21868865507317803,0.004451075427225196,500,200,200,7000,5000,2000,-1.0937215638178996,0.5490483676893329,0.936,1.9462128639570815,0.00020439054218337338,0.0008254131848989643,0.0002475915669677468,0.00029617895616000796,-1.0567048224324584,0.7888189000939188,0.804,2.2554692477066385,0.0004411061619310531,0.0005178609121770944,0.0006957896529373915,1.27737297623087,0.0,0.33576020436179876
0.7,0.75,0.7666666666666666,-1.271611025848726,0.01,0.1,2.2042228987185437,0.022042228987185438,0.2204222898718544,0.22042228987185442,0.004451075427225196,500,200,200,7000,5000,2000,-1.0912900706692785,0.5651286676855871,0.928,1.9677708425088694,0.00022124113011259678,0.0008723488000245637,0.0002444457660665492,0.0003200709766590634,-1.0406152036634457,0.7584905233089667,0.818,2.2436143380876055,0.00045814557241040773,0.000572341124925363,0.0033622695657098793,1.2784297307812307,0.0,0.33630494194553384
0.7,0.75,0.7833333333333333,-1.265061307994939,0.01,0.1,2.21212519878571,0.0221212519878571,0.22121251987857102,0.22121251987857105,0.004451075427225196,500,200,200,7000,5000,2000,-1.03483870718362,0.6016058601147727,0.894,1.9824492836151788,0.00023285153370890404,0.0008600810867592601,0.000270934799528486,0.0003184103881337279,-1.075893405560733,0.7387740365798806,0.834,2.2473254009278443,0.00046430724890825703,0.000547157255432326,0.005552486521892135,1.273272337396174,0.0,0.3361994563943489
0.7,0.75,0.7999999999999999,-1.2542248742194781,0.01,0.1,2.2544481022658456,0.022544481022658457,0.22544481022658458,0.22544481022658455,0.004451075427225196,500,200,200,7000,5000,2000,-1.1017898817480538,0.5259251954907632,0.934,1.9186183698725126,0.00024341223820897187,0.0009727947937883899,0.00027162295342865624,0.0003309031958561578,-1.1060538930937904,0.7059439710575388,0.842,2.2559610415927573,0.0005428622800460888,0.0006161563656247005,-0.0004031523188808808,1.2569640894195027,0.0,0.3355181883395301
0.7,0.75,0.8166666666666667,-1.2392204507584572,0.01,0.1,2.2779302286918934,0.022779302286918934,0.22779302286918934,0.22779302286918934,0.004451075427225196,500,200,200,7000,5000,2000,-1.0397884841205238,0.572594960883259,0.932,1.9398085380134416,0.00026448294060069235,0.0010103224536802402,0.0002841317930587661,0.00033445148500599363,-1.0624622581497947,0.7435617317138227,0.82,2.2363658522008785,0.0005294949352977769,0.0005201321664062835,0.00817516653293737,1.2504166779338177,0.0,0.33657330645738964
0.7,0.75,0.8333333333333333,-1.2202124292151924,0.01,0.1,2.2821996015090833,0.022821996015090832,0.22821996015090834,0.22821996015090837,0.004451075427225196,500,200,200,7000,5000,2000,-1.0541633683746559,0.5374084904663919,0.948,1.9920756622622975,0.0002763703150748116,0.000994479229735013,0.0002926676033364208,0.00034865323375204066,-1.0829256270376952,0.7607843120192538,0.842,2.3580463951104917,0.0006310251962429294,0.0007394062476997285,0.005343686191087119,1.228551756821606,0.0,0.3353802865286212
0.7,0.75,0.85,-1.1974090654513958,0.01,0.1,2.3133857514452796,0.023133857514452797,0.23133857514452796,0.23133857514452796,0.004451075427225196,500,200,200,7000,5000,2000,-1.0453637018277473,0.5664913169795341,0.92,1.9538319253104077,0.00027612403957202826,0.001061932435198362,0.00032985890480250715,0.0003547607174766751,-1.075662279353788,0.7737366354013392,0.826,2.2949309882235323,0.0006027676877585947,0.0007307669669373417,0.0018414339625442949,1.202195784243959,0.0,0.3353957023065532
0.7,0.7666666666666666,0.7,-1.216784122148183,0.01,0.1,2.1649245824171954,0.021649245824171954,0.21649245824171956,0.2164924582417196,0.004451075427225196,500,200,200,7000,5000,2000,-1.06999446229688,0.5676810956987474,0.944,1.9775214116223616,0.00019755699851772523,0.0007757463850663746,0.00021351658572663196,0.0002790556113987754,-1.0959638028009797,0.7674304049960068,0.862,2.289839817912017,0.00042484689629606687,0.0004537198148469319,0.003215511016401654,1.22295281524268,0.0,0.3348824307279441
0.7,0.7666666666666666,0.7166666666666667,-1.227620555923644,0.01,0.1,2.1759450108568092,0.02175945010856809,0.21759450108568093,0.21759450108568093,0.004451075427225196,500,200,200,7000,5000,2000,-1.0569934866756934,0.5779675739922223,0.916,1.930989211772326,0.00019493163916474015,0.000777176166866957,0.0002112770583434169,0.00027583057941085357,-1.0589133388215355,0.7011065480281887,0.846,2.2705080856149458,0.0004335270059498708,0.0005281659671285879,-0.0026957099305891046,1.2281220401661856,0.0,0.33539233578864797
0.7,0.7666666666666666,0.7333333333333333,-1.234170273777431,0.01,0.1,2.178993568886816,0.02178993568886816,0.21789935688868162,0.21789935688868162,0.004451075427225196,500,200,200,7000,5000,2000,-1.0506096847521615,0.5587085253221453,0.938,1.9944183335952594,0.00021673757372753344,0.0008011251169964088,0.00025237358548838484,0.00028193105218679733,-1.0573670536055113,0.7748827846925069,0.842,2.2996619972731014,0.0004509600025568157,0.000509555350816307,-0.0017167579046278689,1.2356167681145858,0.0,0.3359830237002583
0.7,0.7666666666666666,0.75,-1.2363615156301215,0.01,0.1,2.202433181586771,0.02202433181586771,0.22024331815867712,0.22024331815867712,0.004451075427225196,500,200,200,7000,5000,2000,-1.0606702845944473,0.5256103733121764,0.93,1.9421804992271778,0.00022260681738157267,0.0008718698242215321,0.00023822066221399607,0.0003145892751826908,-1.0153735939152158,0.7576352142929245,0.824,2.2462111107440657,0.0005029088768040082,0.0007201911791137054,0.00045667457826558473,1.2397778034649949,0.0,0.33485542088997455
0.7,0.7666666666666666,0.7666666666666666,-1.234170273777431,0.01,0.1,2.2319460037963594,0.022319460037963593,0.22319460037963595,0.22319460037963595,0.004451075427225196,500,200,200,7000,5000,2000,-1.0418548316097835,0.5619123480438052,0.936,1.9627252748748012,0.00024393976875998968,0.0009294535536067037,0.00025196958333225685,0.0003113426854710542,-1.0476188112605522,0.7616467756710685,0.794,2.219915839465799,0.00044376427530497963,0.0004447601279356952,-0.003220524238987949,1.2340599474678795,0.0,0.3347761739272663
0.7,0.7666666666666666,0.7833333333333333,-1.227620555923644,0.01,0.1,2.2471251844004705,0.022471251844004704,0.22471251844004705,0.22471251844004705,0.004451075427225196,500,200,200,7000,5000,2000,-1.0766486315383608,0.5337851461551976,0.956,1.9424546131489584,0.00025198948675824,0.0009485436456255887,0.0002761033818910641,0.00034759901728596674,-1.1461159097422282,0.6780455923944495,0.864,2.2695987243857716,0.0005359927151848326,0.0006395482459106589,-0.0044820981558332034,1.2261332060919434,0.0,0.3366943996206401
0.7,0.7666666666666666,0.7999999999999999,-1.216784122148183,0.01,0.1,2.271847789002929,0.02271847789002929,0.2271847789002929,0.2271847789002929,0.004451075427225196,500,200,200,7000,5000,2000,-1.0391653530055251,0.5300908476931379,0.928,1.9151496698690145,0.00026379902804040344,0.0010188842159266135,0.00027299806990145164,0.0003472704868673835,-1.0708316693282622,0.7164203431655422,0.854,2.195202922585992,0.0005117720164067776,0.0005873880269149648,0.0037268021405943257,1.2233175427029632,0.0,0.3356710929603971
0.7,0.7666666666666666,0.8166666666666667,-1.201779698687162,0.01,0.1,2.2943791566714156,0.022943791566714156,0.22943791566714156,0.22943791566714156,0.004451075427225196,500,200,200,7000,5000,2000,-1.0007192920350898,0.5633314672000169,0.922,1.9699637361773916,0.00028260512648678416,0.001064582470689911,0.0002932349365454041,0.0003427419324350151,-0.9179846030200084,0.7641813773338516,0.836,2.261585482767443,0.0005917695097526701,0.0006570675208922502,0.004602676627261758,1.2094577402326923,0.0,0.33561291579251123
0.7,0.7666666666666666,0.8333333333333333,-1.1827716771438972,0.01,0.1,2.3090062793356854,0.023090062793356854,0.23090062793356855,0.23090062793356855,0.004451075427225196,500,200,200,7000,5000,2000,-0.9979077522420143,0.5657988185655687,0.93,1.902698401214478,0.0002693077236626558,0.0011149099012325706,0.00031858099089013985,0.0004025738524350263,-0.975309674049963,0.7498032462832275,0.83,2.2856030109905086,0.0005948084463569459,0.0006788548262636948,0.006478667861521196,1.1925264958575092,0.0,0.33505248386461084
0.7,0.7666666666666666,0.85,-1.1599683133801006,0.01,0.1,2.3340531176799963,0.023340531176799965,0.23340531176799964,0.23340531176799964,0.004663016734416099,500,200,200,7000,5000,2000,-1.0242339062406713,0.5872526214783089,0.934,1.9885076107287425,0.00030048612062373565,0.0010691994899080929,0.00033064507515870225,0.0003693641435100486,-0.9928762576285751,0.7546369252916627,0.846,2.2808769036342893,0.0006274298554971016,0.0006026784097371763,-0.005254438272024791,1.1577222679987182,0.0,0.33499607324887104
0.7,0.7833333333333333,0.7,-1.180599992505646,0.01,0.1,2.177870280679222,0.02177870280679222,0.21778702806792222,0.21778702806792224,0.004663016734416099,500,200,200,7000,5000,2000,-1.0105793607998608,0.5764438473155095,0.926,1.9468648854428903,0.00019707547604081138,0.0007686963388728223,0.0002356507749161863,0.00025469810418772185,-1.006917671105225,0.7078395628614678,0.866,2.3062940509143983,0.00041411251015666036,0.00046429084976534876,0.00289052856966672,1.1866962041140767,0.0,0.3363971636985875
0.7,0.7833333333333333,0.7166666666666667,-1.191436426281107,0.01,0.1,2.1915868393150966,0.021915868393150965,0.21915868393150967,0.2191586839315097,0.004451075427225196,500,200,200,7000,5000,2000,-1.0349489049143479,0.5484511173858418,0.94,2.011280732057845,0.0002347238668411794,0.0008404076065651225,0.0002567527439484701,0.00029847630705296464,-1.0049270798554715,0.789412123299533,0.832,2.2698276775091166,0.00047418676238376476,0.0005513748684939097,0.002903315644106651,1.1972533992574634,0.0,0.3363179794225383
