sex,age,method,n_reps,n_unlab_clusters,coverage,coverage_cluster_se,coverage_cluster_sd,bias,abs_bias,rmse,se_mean,width,emp_sd,theta0_mean,theta_hat_mean,sigma2_Y_mean,sigma2_Y_minus_f_mean,sigma2_f_mean,lambda_factor_mean,h_factor_mean,k_target_mean,R_MB_mean,R_GH_mean,bias_score_mean,bias_budget_mean,gh_gamma_eff_mean,edge_score_mean,pc_ratio_mean,fallback_rate,width_ratio_vs_GH_P1_c22,rmse_ratio_vs_GH_P1_c22,width_ratio_vs_GH_P1_c15,rmse_ratio_vs_GH_P1_c15,theta0,dataset,reference,method_family,bias_rescored,rmse_rescored
1,84,LO_GH_P1_c22w,1000,50,0.938,0.0083982505466851,0.0593845991166472,0.2058250507399979,0.2058250507399979,0.7373121751957937,0.6571841452051869,2.576161849204333,0.7083551787338532,6.511821961855987,6.717647012595988,31.205407320781,,,,,4628.52,40.44484905099451,20.32239375155615,20.32239375155615,22.0,0.3821157885682916,0.8650263008651946,13.335264881311687,,1.137025085253762,1.1097420290419162,,,6.801271808779809,income,matern52_0.8h0,LO,-0.08362479618382146,0.712922435273723
1,84,PPI_global,1000,50,0.227,0.0108053274842003,0.0764052033701947,-1.235940114646253,1.235940114646253,1.3136197036975006,0.410907000748249,1.6107554429331363,0.445249375020867,6.511821961855987,5.275881847209736,,,,,,,,,,,,,,,0.7109294570873619,1.9771530220338367,,,6.801271808779809,income,matern52_0.8h0,PPI,-1.525389961570073,1.588981841875251
1,85,GH_P1_c22,1000,50,0.939,0.008117755797243,0.0574012017224698,0.224591119375948,0.224591119375948,0.6413433827632811,0.5771245049045888,2.262328059225988,0.601033613965828,6.491603941585139,6.716195060961085,30.999580947317583,24.043687613047428,3.982665678581888,316.227766016838,1.3999999999999997,4640.16,42.33623227958997,20.48965427344816,20.48965427344816,22.0,0.3821157885682916,0.8704284303119906,12.57335909076212,0.0,1.0,1.0,,,6.77999440029616,income,matern52_0.8h0,PPCI,-0.06379933933507509,0.604111346865211
1,85,LO_GH_P1_c22w,1000,50,0.939,0.0083653805554041,0.0591521731793239,0.2350378625674754,0.2350378625674754,0.7143768798959356,0.6576448833461822,2.577967942717034,0.6749422766180311,6.491603941585139,6.726641804152613,30.98794862827872,,,,,4640.16,42.33623227958997,20.48965427344816,20.48965427344816,22.0,0.3821157885682916,0.8704284303119906,12.57335909076212,,1.1395199437163133,1.1138758098945118,,,6.77999440029616,income,matern52_0.8h0,LO,-0.05335259614354726,0.6767111859610574
1,85,PPI_global,1000,50,0.22,0.0128571428571428,0.0909137290096989,-1.2085559956582643,1.2085559956582643,1.2787179098549943,0.4130379992650016,1.6191089571188062,0.4179552427321772,6.491603941585139,5.283047945926873,,,,,,,,,,,,,,,0.7156826573033591,1.9938116525745264,,,6.77999440029616,income,matern52_0.8h0,PPI,-1.4969464543692874,1.5541430389739443
1,86,GH_P1_c22,1000,50,0.948,0.0063823736867681,0.0451301971398037,0.2552284667298664,0.2552284667298664,0.6283495593888782,0.5769296970246212,2.261564412336515,0.5744663699165373,6.472028886351449,6.727257353081313,30.68187099203492,23.83428491559766,3.950415018015669,316.227766016838,1.3999999999999997,4649.88,44.20531232609067,20.683722349370218,20.683722349370218,22.0,0.3821157885682916,0.8757654851712473,11.817110284129967,0.0,1.0,1.0,,,6.759322647359173,income,matern52_0.8h0,PPCI,-0.03206529427786009,0.5750737184501171
1,86,LO_GH_P1_c22w,1000,50,0.948,0.0076877851697564,0.0543608502584012,0.2710551075350407,0.2710551075350407,0.7158585688721504,0.65608799098136,2.5718649246469303,0.662889162189426,6.472028886351449,6.743083993886488,30.667918680741707,,,,,4649.88,44.20531232609067,20.683722349370218,20.683722349370218,22.0,0.3821157885682916,0.8757654851712473,11.817110284129967,,1.1372061351061988,1.1392680366775174,,,6.759322647359173,income,matern52_0.8h0,LO,-0.01623865347268527,0.6627566017577319
1,86,PPI_global,1000,50,0.255,0.0123097770997243,0.0870432686210995,-1.1628372157199147,1.1628372157199147,1.2342841219037108,0.4158091722831611,1.6299719553499918,0.4140511341151404,6.472028886351449,5.309191670631534,,,,,,,,,,,,,,,0.7207276283879975,1.9643271861353004,,,6.759322647359173,income,matern52_0.8h0,PPI,-1.4501309767276398,1.5080274377429048
1,87,GH_P1_c22,1000,50,0.941,0.0073803379160511,0.0521868698788795,0.2363421143030486,0.2363421143030486,0.6287917035431787,0.571739223165848,2.2412177548101235,0.5829762196901531,6.453065647674776,6.689407761977824,30.031364206173897,23.31863782424391,3.9063899990915294,316.227766016838,1.3999999999999997,4659.98,46.10277981188508,20.88604591095368,20.88604591095368,22.0,0.3821157885682916,0.8810027769232545,11.08314816622205,0.0,1.0,1.0,,,6.7392251639209935,income,matern52_0.8h0,PPCI,-0.049817401943169415,0.5848103837893653
1,87,LO_GH_P1_c22w,1000,50,0.939,0.0087236483661554,0.0616855091639545,0.2265295358938247,0.2265295358938247,0.6965868485895141,0.6519996209946117,2.555838514298878,0.659053836157983,6.453065647674776,6.679595183568599,30.02531449156368,,,,,4659.98,46.10277981188508,20.88604591095368,20.88604591095368,22.0,0.3821157885682916,0.8810027769232545,11.08314816622205,,1.1403793802782047,1.1078181290629576,,,6.7392251639209935,income,matern52_0.8h0,LO,-0.059629980352394085,0.6614176755669793
