reference,n_targets,mean_signed_shift,mean_abs_shift,max_abs_shift,mean_ess,mean_bandwidth_over_h0
matern52_0.8h0,62,0.1976411130785459,0.1976411130785459,0.30158004278516426,135253.56901233533,0.8
matern52_h0,62,0.0,0.0,0.0,154269.81099032605,1.0
matern52_1.2h0,62,-0.1680696635404275,0.1680696635404275,0.2688863026756767,166431.2919774674,1.2
gaussian_ess_matched,62,0.06302048555434857,0.06302048555434857,0.08179498025039855,154269.81099032608,0.9546758806061775
