dataset,sex,age,reference,kernel,bandwidth,bandwidth_over_h0,ess,theta0,theta0_baseline,shift,abs_shift
income,1,96,matern52_h0,matern52,2.4898495752547465,1.0,162244.62983964075,6.305701577498618,6.305701577498618,0.0,0.0
income,1,96,matern52_1.2h0,matern52,2.9878194903056956,1.2,171992.9457310843,6.0975361616129256,6.305701577498618,-0.20816541588569226,0.20816541588569226
income,1,96,gaussian_ess_matched,gaussian,2.355850620836618,0.9461819076341516,162244.62983964078,6.365459167811081,6.305701577498618,0.059757590312463194,0.059757590312463194
income,1,97,matern52_0.8h0,matern52,2.026824917400355,0.8,145761.2595195875,6.564449085653493,6.291529308079699,0.2729197775737937,0.2729197775737937
income,1,97,matern52_h0,matern52,2.5335311467504438,1.0,162819.61470215072,6.291529308079699,6.291529308079699,0.0,0.0
income,1,97,matern52_1.2h0,matern52,3.0402373761005324,1.2,172387.82825318942,6.085398001407976,6.291529308079699,-0.20613130667172364,0.20613130667172364
income,1,97,gaussian_ess_matched,gaussian,2.396939409095376,0.9460864186215895,162819.61470215072,6.349998767145806,6.291529308079699,0.058469459066106566,0.058469459066106566
income,1,98,matern52_0.8h0,matern52,2.061770174596913,0.8,146540.12581067684,6.549170528898805,6.277732934543818,0.27143759435498716,0.27143759435498716
income,1,98,matern52_h0,matern52,2.577212718246141,1.0,163379.59693633573,6.277732934543818,6.277732934543818,0.0,0.0
income,1,98,matern52_1.2h0,matern52,3.092655261895369,1.2,172769.82011027695,6.073610891361607,6.277732934543818,-0.2041220431822106,0.2041220431822106
income,1,98,gaussian_ess_matched,gaussian,2.438065261350389,0.9460085479515848,163379.5969363358,6.334930742951745,6.277732934543818,0.05719780840792765,0.05719780840792765
income,1,99,matern52_0.8h0,matern52,2.096715431793471,0.8,147306.6688178908,6.5342316696018505,6.264297801445149,0.2699338681567012,0.2699338681567012
income,1,99,matern52_h0,matern52,2.6208942897418384,1.0,163924.82023769114,6.264297801445149,6.264297801445149,0.0,0.0
income,1,99,matern52_1.2h0,matern52,3.145073147690206,1.2,173139.35534205093,6.0621600748267905,6.264297801445149,-0.20213772661835883,0.20213772661835883
income,1,99,gaussian_ess_matched,gaussian,2.479225846554418,0.9459465252979071,163924.82023769116,6.320242554591844,6.264297801445149,0.05594475314669456,0.05594475314669456
income,1,100,matern52_0.8h0,matern52,2.1316606889900287,0.8,148060.54192850468,6.519620588412416,6.25121004157201,0.2684105468404061,0.2684105468404061
income,1,100,matern52_h0,matern52,2.6645758612375356,1.0,164455.54681959123,6.25121004157201,6.25121004157201,0.0,0.0
income,1,100,matern52_1.2h0,matern52,3.1974910334850426,1.2,173496.85874485012,6.051031611429182,6.25121004157201,-0.2001784301428282,0.2001784301428282
income,1,100,gaussian_ess_matched,gaussian,2.5204189437382425,0.9458987377329385,164455.54681959125,6.305922093970513,6.25121004157201,0.05471205239850274,0.05471205239850274
income,2,70,matern52_0.8h0,matern52,0.9488793804842532,0.8,121559.3638180903,4.304554337927573,4.200841915640371,0.10371242228720146,0.10371242228720146
income,2,70,matern52_h0,matern52,1.1860992256053164,1.0,140189.86420850482,4.200841915640371,4.200841915640371,0.0,0.0
income,2,70,matern52_1.2h0,matern52,1.4233190707263796,1.2,154444.65925256303,4.087704048715876,4.200841915640371,-0.1131378669244949,0.1131378669244949
income,2,70,gaussian_ess_matched,gaussian,1.1562460003914232,0.9748307522933776,140189.86420850482,4.261203383329085,4.200841915640371,0.060361467688713866,0.060361467688713866
income,2,71,matern52_0.8h0,matern52,0.9827679297872622,0.8,122517.00810538106,4.283875305639669,4.180170525487306,0.10370478015236362,0.10370478015236362
income,2,71,matern52_h0,matern52,1.2284599122340778,1.0,141342.04199526474,4.180170525487306,4.180170525487306,0.0,0.0
income,2,71,matern52_1.2h0,matern52,1.4741518946808934,1.2,155585.06693850702,4.067765642731436,4.180170525487306,-0.1124048827558699,0.1124048827558699
income,2,71,gaussian_ess_matched,gaussian,1.1953810704967236,0.9730729172291858,141342.04199526476,4.240935768523195,4.180170525487306,0.06076524303588915,0.06076524303588915
income,2,72,matern52_0.8h0,matern52,1.0166564790902715,0.8000000000000002,123440.69757957131,4.264376316256487,4.160599118732095,0.1037771975243924,0.1037771975243924
income,2,72,matern52_h0,matern52,1.2708205988628392,1.0,142454.60656301666,4.160599118732095,4.160599118732095,0.0,0.0
income,2,72,matern52_1.2h0,matern52,1.5249847186354069,1.2,156676.33361271728,4.048911056744343,4.160599118732095,-0.11168806198775183,0.11168806198775183
income,2,72,gaussian_ess_matched,gaussian,1.2344167787031866,0.9713540839735935,142454.60656301666,4.221655867198825,4.160599118732095,0.06105674846673015,0.06105674846673015
income,2,73,matern52_0.8h0,matern52,1.0505450283932802,0.8,124339.60738189102,4.245963471781525,4.142039910408992,0.10392356137253245,0.10392356137253245
income,2,73,matern52_h0,matern52,1.3131812854916003,1.0,143533.8536434336,4.142039910408992,4.142039910408992,0.0,0.0
income,2,73,matern52_1.2h0,matern52,1.5758175425899204,1.2,157723.71183332577,4.031053317142431,4.142039910408992,-0.1109865932665608,0.1109865932665608
income,2,73,gaussian_ess_matched,gaussian,1.2733736263937503,0.9696860901555205,143533.8536434336,4.203275374030284,4.142039910408992,0.06123546362129151,0.06123546362129151
income,2,74,matern52_0.8h0,matern52,1.0844335776962895,0.8,125221.29313752596,4.228550183606426,4.124413335208498,0.10413684839792836,0.10413684839792836
income,2,74,matern52_h0,matern52,1.3555419721203616,1.0,144584.75372413776,4.124413335208498,4.124413335208498,0.0,0.0
income,2,74,matern52_1.2h0,matern52,1.6266503665444338,1.2,158731.43461725928,4.014114157742465,4.124413335208498,-0.11029917746603335,0.11029917746603335
income,2,74,gaussian_ess_matched,gaussian,1.312271546989151,0.9680788747075635,144584.75372413776,4.185715551728492,4.124413335208498,0.061302216519994346,0.061302216519994346
income,2,75,matern52_0.8h0,matern52,1.1183221269992984,0.8,126091.90047192838,4.212056687628025,4.10764725441503,0.10440943321299478,0.10440943321299478
income,2,75,matern52_h0,matern52,1.397902658749123,1.0,145611.17944726456,4.10764725441503,4.10764725441503,0.0,0.0
