age,sex,x0_raw,tau,theta0_mode,theta0_source,theta0,theta0_obs,theta0_smooth,ell_oracle,c_min,c_max,ell0_hat,ell_low,ell_high,ell_star,lambda_hat,B,n_label,n_pilot,N_unlab_total,N_t_full,N_use,age_bin_width,PPCI_theta_mean,PPCI_theta_rmse,PPCI_coverage,PPCI_avg_ci_width,PPCI_sigma2_Y_minus_A_mean,PPCI_sigma2_Y_minus_A_std,PPCI_sigma2_A_mean,PPCI_sigma2_A_std,PPCILO_theta_mean,PPCILO_theta_rmse,PPCILO_coverage,PPCILO_avg_ci_width,PPCILO_sigma2_Y_mean,PPCILO_sigma2_Y_std,PPI_theta_mean,PPI_theta_rmse,PPI_coverage,PPI_avg_ci_width,scale_y
100,1,"[100.0, 1.0]",0.5,smooth,smooth,3.41,nan,3.41,2.6645758612375356,1.1,1.2,2.6864166469853843,2.955058311683923,3.223699976382461,2.955058311683923,0.00921034984663358,500,200,200,10000,7000,3000,1,3.539449147159662,0.3370071022257249,0.942,1.18836767866746,0.037258859087755926,0.007870284283743274,0.0550747222230418,0.005254363717566548,3.5127068366258944,0.4089323535723151,0.932,1.4894937861387763,0.06421882104679986,0.0054671492013558054,2.505911825922782,0.9742088572954191,0.424,1.4450114096288398,10000.0
70,2,"[70.0, 2.0]",0.5,smooth,smooth,2.25,2.0949999999999998,2.25,1.1860992256053164,1.3,1.4,1.397902658749123,1.81727345637386,1.9570637222487721,1.81727345637386,0.010117948238625782,500,200,200,10000,7000,3000,1,2.197528759496888,0.24499014617231532,0.908,0.866931528576107,0.05857908016794627,0.012055893747667284,0.07958514507445247,0.008877323370463978,2.200283877095597,0.29715296231366206,0.902,1.0395968745092063,0.08997575597219802,0.009126742568337629,1.400325334248803,0.8826675149939772,0.212,0.968444485136119,10000.0
71,2,"[71.0, 2.0]",0.5,smooth,smooth,2.22,2.4,2.22,1.2284599122340778,1.3,1.4,1.3767223154347423,1.7897390100651651,1.927411241608639,1.7897390100651651,0.010117948238625782,500,200,200,10000,7000,3000,1,2.2112387499339903,0.24492446448249514,0.912,0.8728523585097646,0.05631209497476586,0.012056909139735793,0.07611405904053702,0.009173382095650795,2.2159946710629885,0.28189883390588116,0.938,1.0470705966229676,0.0868017184610733,0.008892130366220049,1.386240753338529,0.8669870536032444,0.186,0.9613880956867642,10000.0
72,2,"[72.0, 2.0]",0.5,smooth,smooth,2.2,2.16,2.2,1.2708205988628392,1.3,1.4,1.3767223154347425,1.7897390100651653,1.9274112416086395,1.7897390100651653,0.010117948238625782,500,200,200,10000,7000,3000,1,2.2143616166399682,0.24715919795339683,0.916,0.8825202380491737,0.05683756826904731,0.011290627244340396,0.07484659272099731,0.008161409652555568,2.2190790601948964,0.2983934946650599,0.922,1.0343701577389404,0.0852096040294997,0.008483817993272703,1.398302321488917,0.8341628676588824,0.208,0.982714426279631,10000.0
73,2,"[73.0, 2.0]",0.5,smooth,smooth,2.2,2.05,2.2,1.3131812854916003,1.3,1.4,1.4826240320066457,1.9274112416086395,2.075673644809304,1.9274112416086395,0.010117948238625782,500,200,200,10000,7000,3000,1,2.174783624446109,0.24434601808691253,0.908,0.8563018709535651,0.057754908030772725,0.011484904199909256,0.07789784567258069,0.00863352464810754,2.1762224115819726,0.29032358114153184,0.908,1.0249503816399799,0.08798345173849494,0.009057944206359659,1.3941649729450187,0.8389971370505518,0.232,0.9713818292915908,10000.0
74,2,"[74.0, 2.0]",0.5,smooth,smooth,2.19,2.06,2.19,1.3555419721203616,1.3,1.4,1.397902658749123,1.81727345637386,1.9570637222487721,1.81727345637386,0.010117948238625782,500,200,200,10000,7000,3000,1,2.2208074055383893,0.23309806729262805,0.946,0.875655611889828,0.05416881387186846,0.011207932994223475,0.07167165750719254,0.007903047809573644,2.2297993865160604,0.2894916034332975,0.938,1.0402007052315714,0.08170378835298019,0.008371235662665446,1.3992507063710105,0.8250155473849461,0.252,0.9789700001977739,10000.0
75,2,"[75.0, 2.0]",0.5,smooth,smooth,2.16,2.019,2.16,1.397902658749123,1.3,1.4,1.4402633453778844,1.8723423489912496,2.016368683529038,1.8723423489912496,0.010117948238625782,500,200,200,10000,7000,3000,1,2.1918707346425137,0.22897826865677037,0.936,0.8740395448835421,0.054518858845871564,0.01105938819486997,0.07186461205465472,0.008029254396019063,2.213759525802308,0.2815973224893441,0.942,1.038956737646691,0.08198584637885799,0.008559293178410273,1.374140593946387,0.8188002195800945,0.25,0.964265265404624,10000.0
76,2,"[76.0, 2.0]",0.5,smooth,smooth,2.145,2.0869999999999997,2.145,1.4402633453778844,1.3,1.4,1.4826240320066457,1.9274112416086395,2.075673644809304,1.9274112416086395,0.010117948238625782,500,200,200,10000,7000,3000,1,2.200747735112515,0.25163049712197094,0.91,0.872977847416739,0.054319998759276504,0.010800148524702262,0.07130391769284955,0.008362322453242768,2.195092982324013,0.30087249520009474,0.91,1.0218928081946184,0.08135992752374517,0.008570303326100582,1.394902493941376,0.7898025395099973,0.268,0.9672920886156919,10000.0
77,2,"[77.0, 2.0]",0.5,smooth,smooth,2.12,2.158,2.12,1.4826240320066457,1.3,1.4,1.3979026587491232,1.8172734563738602,1.9570637222487723,1.8172734563738602,0.010117948238625782,500,200,200,10000,7000,3000,1,2.211934604773566,0.2644030597911962,0.924,0.8875300913810021,0.05110520637961427,0.01053954371114573,0.06676721684843154,0.0074295125532456265,2.2240545475250784,0.3082924787102476,0.93,1.0508383837366246,0.07638821099868195,0.007578832345878539,1.38069943132271,0.7762607998449204,0.308,0.9806436763627628,10000.0
78,2,"[78.0, 2.0]",0.5,smooth,smooth,2.1,1.94,2.1,1.5249847186354069,1.3,1.4,1.5461650619497875,2.010014580534724,2.1646310867297025,2.010014580534724,0.010117948238625782,500,200,200,10000,7000,3000,1,2.170920491065487,0.2284012064762597,0.94,0.8687483967883146,0.053845476149270356,0.009953489977493417,0.07091735435606056,0.007630995432895273,2.1658724047429385,0.26940309316038225,0.936,1.0161961477555501,0.08065541909631205,0.008124067601442303,1.3692457199281065,0.7604550609517189,0.314,0.9741243700558959,10000.0
79,2,"[79.0, 2.0]",0.5,smooth,smooth,2.1,1.92,2.1,1.5673454052641682,1.3,1.4,1.7367881517792134,2.2578245973129776,2.4315034124908985,2.2578245973129776,0.010117948238625782,500,200,200,10000,7000,3000,1,2.12488520334719,0.23181154422409284,0.93,0.8362510600293313,0.0554401951993173,0.011284369195596347,0.07717532466925091,0.008306986973762746,2.12084486204087,0.27583544312730457,0.92,1.0008984860630106,0.08728409058589776,0.008868978937119902,1.3942989989216008,0.7459132652394097,0.326,0.9814722573623611,10000.0
80,2,"[80.0, 2.0]",0.5,smooth,smooth,2.084,1.775,2.084,1.6097060918929296,1.3,1.4,1.6097060918929296,2.0926179194608086,2.253588528650101,2.0926179194608086,0.00921034984663358,500,200,200,10000,7000,3000,1,2.1530507260747016,0.24494784536431363,0.924,0.8598356190823183,0.05315009218351108,0.010566040840903769,0.07029070523193122,0.008059208266392729,2.1487253263545103,0.27538932158526097,0.942,1.0054750242859172,0.08000809405920888,0.008276016381824484,1.374832647436704,0.7480540566159011,0.308,0.9656996472421242,10000.0
81,2,"[81.0, 2.0]",0.5,smooth,smooth,2.07,1.7,2.07,1.652066778521691,1.3,1.4,1.7367881517792136,2.257824597312978,2.431503412490899,2.257824597312978,0.00921034984663358,500,200,200,10000,7000,3000,1,2.1425926665202972,0.22583296030359723,0.946,0.828886645815056,0.05284979001169678,0.01029566001261172,0.0730265499381189,0.00842851131130846,2.137262333247159,0.2719674859964644,0.942,0.9915555458717908,0.08256657317768684,0.00836399957083913,1.4001510570334867,0.7083500435438165,0.366,0.9753722612286031,10000.0
82,2,"[82.0, 2.0]",0.5,smooth,smooth,2.05,1.59,2.05,1.694427465150452,1.3,1.4,1.694427465150452,2.202755704695588,2.372198451210633,2.202755704695588,0.00921034984663358,500,200,200,10000,7000,3000,1,2.1568294344836816,0.2642070431701747,0.912,0.8537701056613193,0.05284270899021651,0.01096808338147921,0.070826771729225,0.00770021992084551,2.1450424894549065,0.2862412502386854,0.934,1.0007331686395304,0.08034597089705454,0.00817436460712695,1.4153742769446662,0.679359219895899,0.412,0.9824526727904271,10000.0
83,2,"[83.0, 2.0]",0.5,smooth,smooth,2.04,1.52,2.04,1.7367881517792134,1.3,1.4,1.6732471218360716,2.1752212583868933,2.3425459705705003,2.1752212583868933,0.00921034984663358,500,200,200,10000,7000,3000,1,2.172303232073327,0.2813693202808289,0.906,0.861062094383793,0.05056979993970775,0.010131507008013466,0.0674955783133042,0.0074895049449085855,2.173881990927537,0.3230351875867763,0.914,1.0099060648105338,0.07697944126697887,0.008004451433498492,1.3963239741101345,0.6880646850397865,0.382,0.979513422847929,10000.0
84,2,"[84.0, 2.0]",0.5,smooth,smooth,2.01,1.67,2.01,1.7791488384079748,1.3,1.4,1.9062308982942588,2.4781001677825367,2.6687232576119624,2.4781001677825367,0.00921034984663358,500,200,200,10000,7000,3000,1,2.0781728972448636,0.23895949848774392,0.914,0.8128722917835411,0.053917954716923906,0.01065181126417459,0.07515809372371811,0.008473578971660446,2.091684050772944,0.2887800123223237,0.926,0.9902559901131299,0.0853738894280138,0.008823099954800824,1.3910723733481072,0.6607320551796428,0.364,0.9606881179474567,10000.0
