setting,method,x0_index,x0_1,n_reps,n_unlab_clusters,coverage,coverage_cluster_se,coverage_cluster_sd,bias,rmse,se_mean,width,emp_sd,omega_mean,omega_clipped_rate,omega_sd_mean,omega_min_mean,omega_max_mean,sigma2_Y_mean,sigma2_Y_minus_f_mean,sigma2_f_mean,tuning_seconds_mean_per_unlab_draw,estimation_seconds_mean,amortized_procedure_seconds_mean,x0_2,x0_3
base_q0_s1,PPCI++,2,0.7,1000,50,0.943,0.0095842132101254,0.0677706215321738,-0.0192635936323281,0.3133671896848174,0.3012929302157191,1.181068286445619,0.3129310393148873,0.0782084506637565,0.242,0.0575380092076422,0.0380364169865826,0.17659998744036,44.463439412723865,43.412663366036384,93.50010431595588,11.365334635414182,0.0015274036666378,0.5697941354373469,0.85,0.7
base_q0_s1,PPCI++,3,0.7,1000,50,0.926,0.0073178562713518,0.0517450579322138,0.0194768412824779,0.3038601235908551,0.2873558205075251,1.1264348163894984,0.3033869987875885,0.0649527381500493,0.2496,0.0553063797497321,0.0345091450836494,0.1677999625917019,39.41961202460238,39.35705614293481,75.88619012988813,11.3846619046852,0.0015112605644389,0.5707443557986989,0.85,0.85
base_q0_s1,PPCI++,4,0.85,1000,50,0.928,0.007021831844254,0.0496518491342364,-0.010179961716775,0.303697452788721,0.2857514216707734,1.1201455729494318,0.3036786656018894,0.0994729324474738,0.1922,0.0524705770651115,0.0545932043666106,0.18188135623502,42.93297774585644,42.59109305173066,95.68333094873805,11.38797388382256,0.0015556174963712,0.5709543116874992,0.7,0.7
base_q0_s1,PPCI++,5,0.85,1000,50,0.925,0.0086011389848516,0.0608192370211657,0.0031495824814807,0.2893654732927943,0.2746712997210596,1.0767114949065535,0.2894931148191315,0.095369652543418,0.197,0.0528954047420314,0.0510760320474591,0.1804033486201227,37.94841722552118,37.62391717666468,81.75684249793854,11.3816378422454,0.0015539935631677,0.5706358856754378,0.7,0.85
base_q0_s1,PPCI++,6,0.85,1000,50,0.957,0.0058918830363717,0.0416619044897648,-0.0061584703416703,0.2814974902321637,0.2803786954577272,1.0990844861942908,0.2815709367859197,0.0822453958808183,0.2414,0.0610327120372836,0.0425381043271027,0.1898754654032875,39.52183524317118,39.62202438819646,60.26840018833429,11.26392232492566,0.0015659085679799,0.564762024814263,0.85,0.7
base_q0_s1,PPCI++,7,0.85,1000,50,0.922,0.008101398216433,0.057285536159324,-0.0144420728330949,0.2886699877881467,0.2689256317306817,1.0541884763842722,0.288452757614254,0.0823654405943122,0.2308,0.0583866203481421,0.0413136935530205,0.1828715914143359,37.21133577553533,36.56871585679653,53.51013978134655,11.286751673445105,0.0015670434366911,0.5659046271089464,0.85,0.85
base_q0_s1,PPI,0,0.7,1000,50,0.0,0.0,0.0,1.3705642210158038,1.3723772924473032,0.072541117881812,0.2843611820967029,0.0705558432970461,,,,,,,,,0.0,8.293406199663877e-05,8.293406199663877e-05,0.7,0.7
base_q0_s1,PPI,1,0.7,1000,50,0.0,0.0,0.0,1.3127853654569348,1.3146325086965742,0.0724432739415685,0.2839776338509485,0.0696998941117547,,,,,,,,,0.0,8.305694721639156e-05,8.305694721639156e-05,0.7,0.85
base_q0_s1,PPI,2,0.7,1000,50,0.0,0.0,0.0,1.0584096936538412,1.0608635763413643,0.0723551510188384,0.2836321919938465,0.072150215807113,,,,,,,,,0.0,8.348705060780048e-05,8.348705060780048e-05,0.85,0.7
base_q0_s1,PPI,3,0.7,1000,50,0.0,0.0,0.0,0.9989849900931312,1.001736784277047,0.0722320883866736,0.2831497864757607,0.0742366865368717,,,,,,,,,0.0,8.507251460105181e-05,8.507251460105181e-05,0.85,0.85
base_q0_s1,PPI,4,0.85,1000,50,0.0,0.0,0.0,1.4525297833054869,1.4543981622776072,0.0722617847007268,0.2832661960268491,0.0737338438352671,,,,,,,,,0.0,8.468530233949423e-05,8.468530233949423e-05,0.7,0.7
base_q0_s1,PPI,5,0.85,1000,50,0.0,0.0,0.0,1.3921490289574654,1.3940204836391064,0.0722188278866566,0.2830978053156942,0.0722454800494964,,,,,,,,,0.0,8.468845672905445e-05,8.468845672905445e-05,0.7,0.85
base_q0_s1,PPI,6,0.85,1000,50,0.0,0.0,0.0,1.0707231120917269,1.0731250555795555,0.0723300332492738,0.2835337303371532,0.0717952414992341,,,,,,,,,0.0,8.635272551327943e-05,8.635272551327943e-05,0.85,0.7
base_q0_s1,PPI,7,0.85,1000,50,0.0,0.0,0.0,1.0151380466109892,1.0178094497481678,0.0723634100556116,0.2836645674179977,0.073730987909232,,,,,,,,,0.0,8.588460460305215e-05,8.588460460305215e-05,0.85,0.85
